ursus_maritimus ENSUMAG00000016207
ursus_americanus ENSUAMG00000024356
ailuropoda_melanoleuca ENSAMEG00000015894
mustela_putorius_furo ENSMPUG00000004002
neovison_vison ENSNVIG00000015922
canis_lupus_familiaris ENSCAFG00000029037
canis_lupus_dingo ENSCAFG00020003694
vulpes_vulpes ENSVVUG00000003878
panthera_pardus ENSPPRG00000016159
panthera_tigris_altaica ENSPTIG00000013765
felis_catus ENSFCAG00000022457
erinaceus_europaeus ENSEEUG00000000411
myotis_lucifugus ENSMLUG00000016782
octodon_degus ENSODEG00000015647
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010342
cricetulus_griseus_crigri-picr ENSCGRG00015024203
gorilla_gorilla ENSGGOG00000040232
sus_scrofa ENSSSCG00000036301
procavia_capensis ENSPCAG00000004968
pan_troglodytes ENSPTRG00000002021
pan_paniscus ENSPPAG00000034613
homo_sapiens ENSG00000143756
gorilla_gorilla ENSGGOG00000010974
pongo_abelii ENSPPYG00000000185
nomascus_leucogenys ENSNLEG00000013415
macaca_mulatta ENSMMUG00000000676
macaca_fascicularis ENSMFAG00000000604
mandrillus_leucophaeus ENSMLEG00000040966
theropithecus_gelada ENSTGEG00000004835
chlorocebus_sabaeus ENSCSAG00000016176
papio_anubis ENSPANG00000035917
cercocebus_atys ENSCATG00000035652
macaca_nemestrina ENSMNEG00000034283
rhinopithecus_roxellana ENSRROG00000034108
rhinopithecus_bieti ENSRBIG00000035775
piliocolobus_tephrosceles ENSPTEG00000006196
colobus_angolensis_palliatus ENSCANG00000035453
saimiri_boliviensis_boliviensis ENSSBOG00000036116
callithrix_jacchus ENSCJAG00000048559
saimiri_boliviensis_boliviensis ENSSBOG00000025380
cebus_capucinus_imitator ENSCCAG00000019791
aotus_nancymaae ENSANAG00000023391
carlito_syrichta ENSTSYG00000013021
propithecus_coquereli ENSPCOG00000021402
prolemur_simus ENSPSMG00000000618
microcebus_murinus ENSMICG00000034771
otolemur_garnettii ENSOGAG00000032645
tupaia_belangeri ENSTBEG00000006481
dipodomys_ordii ENSDORG00000024805
dipodomys_ordii ENSDORG00000025951
castor_canadensis ENSCCNG00000022497
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024842
cricetulus_griseus_crigri-picr ENSCGRG00015009661
cricetulus_griseus_crigri_1.0 ENSCGRG00000017978
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005908
cricetulus_griseus_crigri_1.0 ENSCGRG00000010767
mesocricetus_auratus ENSMAUG00000017511
microtus_ochrogaster ENSMOCG00000006258
peromyscus_maniculatus_bairdii ENSPEMG00000024922
mus_spicilegus ENSMSIG00000016423
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015800
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047539
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015000
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028232
rattus_norvegicus ENSRNOG00000000066
meriones_unguiculatus ENSMUGG00000025160
nannospalax_galili ENSNGAG00000006798
jaculus_jaculus ENSJJAG00000010586
urocitellus_parryii ENSUPAG00010010849
marmota_marmota_marmota ENSMMMG00000024160
ictidomys_tridecemlineatus ENSSTOG00000009419
spermophilus_dauricus ENSSDAG00000000377
oryctolagus_cuniculus ENSOCUG00000004012
ochotona_princeps ENSOPRG00000015515
capra_hircus ENSCHIG00000014707
capra_hircus ENSCHIG00000019776
ovis_aries ENSOARG00000015816
bos_mutus ENSBMUG00000006795
bos_taurus ENSBTAG00000019538
bison_bison_bison ENSBBBG00000012804
tursiops_truncatus ENSTTRG00000013708
sus_scrofa ENSSSCG00000024618
vicugna_pacos ENSVPAG00000002033
pteropus_vampyrus ENSPVAG00000005217
dasypus_novemcinctus ENSDNOG00000039757
choloepus_hoffmanni ENSCHOG00000010255
loxodonta_africana ENSLAFG00000000621
echinops_telfairi ENSETEG00000017632
equus_caballus ENSECAG00000002428
equus_asinus_asinus ENSEASG00005013614
sorex_araneus ENSSARG00000007000
pogona_vitticeps ENSPVIG00000014119
anolis_carolinensis ENSACAG00000005457
notechis_scutatus ENSNSUG00000009944
salvator_merianae ENSSMRG00000000640
sphenodon_punctatus ENSSPUG00000017650
apteryx_haastii ENSAHAG00000019127
apteryx_owenii ENSAOWG00000006605
apteryx_rowi ENSARWG00000012337
dromaius_novaehollandiae ENSDNVG00000015176
nothoprocta_perdicaria ENSNPEG00000002241
gallus_gallus ENSGALG00000009331
coturnix_japonica ENSCJPG00005007111
meleagris_gallopavo ENSMGAG00000008318
numida_meleagris ENSNMEG00000014651
anser_brachyrhynchus ENSABRG00000015236
anas_platyrhynchos_platyrhynchos ENSAPLG00000012603
lepidothrix_coronata ENSLCOG00000009003
