gasterosteus_aculeatus ENSGACG00000015290
tetraodon_nigroviridis ENSTNIG00000000545
amphiprion_percula ENSAPEG00000018916
neolamprologus_brichardi ENSNBRG00000023746
monopterus_albus ENSMALG00000015244
seriola_dumerili ENSSDUG00000015546
seriola_lalandi_dorsalis ENSSLDG00000016613
anabas_testudineus ENSATEG00000023688
kryptolebias_marmoratus ENSKMAG00000014500
amphilophus_citrinellus ENSACIG00000010035
mola_mola ENSMMOG00000020674
gadus_morhua ENSGMOG00000009466
esox_lucius ENSELUG00000001537
scleropages_formosus ENSSFOG00015022401
lepisosteus_oculatus ENSLOCG00000018199
lonchura_striata_domestica ENSLSDG00000000268
taeniopygia_guttata ENSTGUG00000013013
serinus_canaria ENSSCAG00000001228
zonotrichia_albicollis ENSZALG00000008125
junco_hyemalis ENSJHYG00000014329
cyanistes_caeruleus ENSCCEG00000002389
parus_major ENSPMJG00000002622
ficedula_albicollis ENSFALG00000015047
lepidothrix_coronata ENSLCOG00000015703
manacus_vitellinus ENSMVIG00005009807
melopsittacus_undulatus ENSMUNG00000012796
gallus_gallus ENSGALG00000017268
meleagris_gallopavo ENSMGAG00000017260
coturnix_japonica ENSCJPG00005004491
numida_meleagris ENSNMEG00000019786
anser_brachyrhynchus ENSABRG00000004855
anas_platyrhynchos_platyrhynchos ENSAPLG00000001767
calidris_pygmaea ENSCPGG00000013198
calidris_pugnax ENSCPUG00000002854
apteryx_owenii ENSAOWG00000000400
apteryx_haastii ENSAHAG00000000407
apteryx_rowi ENSARWG00000002160
dromaius_novaehollandiae ENSDNVG00000007757
nothoprocta_perdicaria ENSNPEG00000010087
crocodylus_porosus ENSCPRG00005016523
gopherus_agassizii ENSGAGG00000022924
chelonoidis_abingdonii ENSCABG00000000667
chrysemys_picta_bellii ENSCPBG00000027801
pelodiscus_sinensis ENSPSIG00000001339
pogona_vitticeps ENSPVIG00000024078
anolis_carolinensis ENSACAG00000012466
notechis_scutatus ENSNSUG00000011233
salvator_merianae ENSSMRG00000007395
bos_mutus ENSBMUG00000012147
bos_taurus ENSBTAG00000054429
bison_bison_bison ENSBBBG00000008170
ovis_aries ENSOARG00000006482
capra_hircus ENSCHIG00000010283
tursiops_truncatus ENSTTRG00000006126
sus_scrofa ENSSSCG00000033506
ursus_maritimus ENSUMAG00000011431
ursus_americanus ENSUAMG00000022621
ailuropoda_melanoleuca ENSAMEG00000019900
neovison_vison ENSNVIG00000001036
mustela_putorius_furo ENSMPUG00000019831
canis_lupus_dingo ENSCAFG00020000509
canis_lupus_familiaris ENSCAFG00000004808
vulpes_vulpes ENSVVUG00000022861
panthera_pardus ENSPPRG00000017214
panthera_tigris_altaica ENSPTIG00000009866
felis_catus ENSFCAG00000042697
equus_caballus ENSECAG00000038949
equus_asinus_asinus ENSEASG00005013873
castor_canadensis ENSCCNG00000029316
dipodomys_ordii ENSDORG00000009921
urocitellus_parryii ENSUPAG00010011947
spermophilus_dauricus ENSSDAG00000017673
