sarcophilus_harrisii ENSSHAG00000017272
monodelphis_domestica ENSMODG00000005537
ornithorhynchus_anatinus ENSOANG00000015176
equus_asinus_asinus ENSEASG00005014293
equus_caballus ENSECAG00000023528
ursus_americanus ENSUAMG00000022200
homo_sapiens ENSG00000157087
gorilla_gorilla ENSGGOG00000010167
pan_paniscus ENSPPAG00000043225
pan_troglodytes ENSPTRG00000014620
pongo_abelii ENSPPYG00000013657
macaca_fascicularis ENSMFAG00000034151
macaca_mulatta ENSMMUG00000019938
theropithecus_gelada ENSTGEG00000018630
mandrillus_leucophaeus ENSMLEG00000008003
piliocolobus_tephrosceles ENSPTEG00000036911
saimiri_boliviensis_boliviensis ENSSBOG00000020057
callithrix_jacchus ENSCJAG00000016455
cebus_capucinus_imitator ENSCCAG00000032907
aotus_nancymaae ENSANAG00000037038
carlito_syrichta ENSTSYG00000029606
propithecus_coquereli ENSPCOG00000022973
castor_canadensis ENSCCNG00000009321
dipodomys_ordii ENSDORG00000015330
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030302
mus_spicilegus ENSMSIG00000025560
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029769
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028741
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022492
meriones_unguiculatus ENSMUGG00000006270
microtus_ochrogaster ENSMOCG00000022399
peromyscus_maniculatus_bairdii ENSPEMG00000000259
cricetulus_griseus_crigri_1.0 ENSCGRG00000015912
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021784
cricetulus_griseus_crigri-picr ENSCGRG00015001520
mesocricetus_auratus ENSMAUG00000009448
nannospalax_galili ENSNGAG00000015473
ictidomys_tridecemlineatus ENSSTOG00000014026
urocitellus_parryii ENSUPAG00010022999
marmota_marmota_marmota ENSMMMG00000009587
octodon_degus ENSODEG00000018205
chinchilla_lanigera ENSCLAG00000001545
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011445
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007041
fukomys_damarensis ENSFDAG00000010748
spermophilus_dauricus ENSSDAG00000023946
jaculus_jaculus ENSJJAG00000009628
cavia_aperea ENSCAPG00000015156
cavia_porcellus ENSCPOG00000022430
otolemur_garnettii ENSOGAG00000017052
microcebus_murinus ENSMICG00000002406
procavia_capensis ENSPCAG00000009885
ovis_aries ENSOARG00000011817
capra_hircus ENSCHIG00000017389
bos_mutus ENSBMUG00000006733
bison_bison_bison ENSBBBG00000013332
tursiops_truncatus ENSTTRG00000004400
sus_scrofa ENSSSCG00000023084
panthera_pardus ENSPPRG00000012017
panthera_tigris_altaica ENSPTIG00000016845
felis_catus ENSFCAG00000011247
ailuropoda_melanoleuca ENSAMEG00000015866
ursus_maritimus ENSUMAG00000018280
neovison_vison ENSNVIG00000023935
canis_lupus_familiaris ENSCAFG00000005076
tupaia_belangeri ENSTBEG00000007478
ochotona_princeps ENSOPRG00000007074
pteropus_vampyrus ENSPVAG00000012630
myotis_lucifugus ENSMLUG00000001467
choloepus_hoffmanni ENSCHOG00000010209
loxodonta_africana ENSLAFG00000014604
notamacropus_eugenii ENSMEUG00000009634
bos_taurus ENSBTAG00000001305
mustela_putorius_furo ENSMPUG00000017163
chlorocebus_sabaeus ENSCSAG00000010018
rattus_norvegicus ENSRNOG00000030269
cercocebus_atys ENSCATG00000033513
papio_anubis ENSPANG00000012883
macaca_nemestrina ENSMNEG00000040193
rhinopithecus_roxellana ENSRROG00000033593
rhinopithecus_bieti ENSRBIG00000007604
colobus_angolensis_palliatus ENSCANG00000031860
nomascus_leucogenys ENSNLEG00000026798
prolemur_simus ENSPSMG00000006228
canis_lupus_dingo ENSCAFG00020007890
vulpes_vulpes ENSVVUG00000017082
dasypus_novemcinctus ENSDNOG00000023854
phascolarctos_cinereus ENSPCIG00000024350
oryctolagus_cuniculus ENSOCUG00000004939
ornithorhynchus_anatinus ENSOANG00000005362
chrysemys_picta_bellii ENSCPBG00000000579
chelonoidis_abingdonii ENSCABG00000007588
pelodiscus_sinensis ENSPSIG00000004954
crocodylus_porosus ENSCPRG00005019186
sphenodon_punctatus ENSSPUG00000002344
anser_brachyrhynchus ENSABRG00000017552
coturnix_japonica ENSCJPG00005012303
calidris_pygmaea ENSCPGG00000011477
calidris_pugnax ENSCPUG00000009478
gallus_gallus ENSGALG00000030908
numida_meleagris ENSNMEG00000013427
manacus_vitellinus ENSMVIG00005019405
lepidothrix_coronata ENSLCOG00000011316
lonchura_striata_domestica ENSLSDG00000009256
junco_hyemalis ENSJHYG00000004549
parus_major ENSPMJG00000004350
serinus_canaria ENSSCAG00000012674
cyanistes_caeruleus ENSCCEG00000024359
zonotrichia_albicollis ENSZALG00000012854
melopsittacus_undulatus ENSMUNG00000011750
anas_platyrhynchos_platyrhynchos ENSAPLG00000006083
ficedula_albicollis ENSFALG00000010254
apteryx_haastii ENSAHAG00000005837
apteryx_owenii ENSAOWG00000017359
apteryx_rowi ENSARWG00000003764
dromaius_novaehollandiae ENSDNVG00000006111
nothoprocta_perdicaria ENSNPEG00000004955
anolis_carolinensis ENSACAG00000009556
pogona_vitticeps ENSPVIG00000014151
notechis_scutatus ENSNSUG00000018803
salvator_merianae ENSSMRG00000014887
