anas_platyrhynchos_platyrhynchos ENSAPLG00000013443
anser_brachyrhynchus ENSABRG00000016637
meleagris_gallopavo ENSMGAG00000005693
gallus_gallus ENSGALG00000007036
coturnix_japonica ENSCJPG00005003312
numida_meleagris ENSNMEG00000008567
zonotrichia_albicollis ENSZALG00000000098
junco_hyemalis ENSJHYG00000007082
serinus_canaria ENSSCAG00000008430
lonchura_striata_domestica ENSLSDG00000016205
lonchura_striata_domestica ENSLSDG00000001594
taeniopygia_guttata ENSTGUG00000000889
taeniopygia_guttata ENSTGUG00000014122
ficedula_albicollis ENSFALG00000007008
parus_major ENSPMJG00000005589
cyanistes_caeruleus ENSCCEG00000009881
lepidothrix_coronata ENSLCOG00000015799
manacus_vitellinus ENSMVIG00005009843
calidris_pygmaea ENSCPGG00000005592
calidris_pugnax ENSCPUG00000019229
melopsittacus_undulatus ENSMUNG00000006979
apteryx_haastii ENSAHAG00000017441
apteryx_owenii ENSAOWG00000012531
apteryx_rowi ENSARWG00000013972
dromaius_novaehollandiae ENSDNVG00000004410
nothoprocta_perdicaria ENSNPEG00000002128
crocodylus_porosus ENSCPRG00005006821
gopherus_agassizii ENSGAGG00000022897
chelonoidis_abingdonii ENSCABG00000022149
chrysemys_picta_bellii ENSCPBG00000017045
pelodiscus_sinensis ENSPSIG00000004109
anolis_carolinensis ENSACAG00000008286
pogona_vitticeps ENSPVIG00000001793
notechis_scutatus ENSNSUG00000007068
salvator_merianae ENSSMRG00000014307
phascolarctos_cinereus ENSPCIG00000029829
notamacropus_eugenii ENSMEUG00000003091
sarcophilus_harrisii ENSSHAG00000011485
monodelphis_domestica ENSMODG00000006591
loxodonta_africana ENSLAFG00000017300
procavia_capensis ENSPCAG00000007839
echinops_telfairi ENSETEG00000000389
dasypus_novemcinctus ENSDNOG00000007978
choloepus_hoffmanni ENSCHOG00000010817
castor_canadensis ENSCCNG00000031719
dipodomys_ordii ENSDORG00000007113
cricetulus_griseus_crigri_1.0 ENSCGRG00000013464
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007899
cricetulus_griseus_crigri-picr ENSCGRG00015015213
mesocricetus_auratus ENSMAUG00000008676
