hippocampus_comes ENSHCOG00000017853
periophthalmus_magnuspinnatus ENSPMGG00000011358
amphiprion_percula ENSAPEG00000021764
amphiprion_ocellaris ENSAOCG00000002082
acanthochromis_polyacanthus ENSAPOG00000011471
stegastes_partitus ENSSPAG00000020501
labrus_bergylta ENSLBEG00000025819
seriola_lalandi_dorsalis ENSSLDG00000003546
seriola_dumerili ENSSDUG00000010371
scophthalmus_maximus ENSSMAG00000006940
anabas_testudineus ENSATEG00000004820
xiphophorus_maculatus ENSXMAG00000006554
xiphophorus_couchianus ENSXCOG00000011118
gambusia_affinis ENSGAFG00000017579
poecilia_mexicana ENSPMEG00000005725
poecilia_latipinna ENSPLAG00000011026
poecilia_formosa ENSPFOG00000009238
poecilia_reticulata ENSPREG00000021734
fundulus_heteroclitus ENSFHEG00000008318
cyprinodon_variegatus ENSCVAG00000013222
kryptolebias_marmoratus ENSKMAG00000015218
oryzias_latipes_asm223469v1 ENSORLG00015017749
oryzias_latipes_asm223471v1 ENSORLG00020003360
oryzias_latipes_asm223467v1 ENSORLG00000017081
oryzias_melastigma ENSOMEG00000017728
astatotilapia_calliptera ENSACLG00000003392
astatotilapia_calliptera ENSACLG00000022687
maylandia_zebra ENSMZEG00005027028
pundamilia_nyererei ENSPNYG00000001150
haplochromis_burtoni ENSHBUG00000015952
neolamprologus_brichardi ENSNBRG00000000808
oreochromis_niloticus ENSONIG00000012179
amphilophus_citrinellus ENSACIG00000014980
tetraodon_nigroviridis ENSTNIG00000006120
mastacembelus_armatus ENSMAMG00000008040
mola_mola ENSMMOG00000002107
takifugu_rubripes ENSTRUG00000012917
monopterus_albus ENSMALG00000005961
cynoglossus_semilaevis ENSCSEG00000000191
gasterosteus_aculeatus ENSGACG00000006398
fundulus_heteroclitus ENSFHEG00000017204
gadus_morhua ENSGMOG00000011601
esox_lucius ENSELUG00000004217
pygocentrus_nattereri ENSPNAG00000021034
astyanax_mexicanus ENSAMXG00000012551
danio_rerio ENSDARG00000027564
scleropages_formosus ENSSFOG00015015987
paramormyrops_kingsleyae ENSPKIG00000004340
mastacembelus_armatus ENSMAMG00000002352
monopterus_albus ENSMALG00000015766
anabas_testudineus ENSATEG00000005909
seriola_lalandi_dorsalis ENSSLDG00000012184
seriola_dumerili ENSSDUG00000016115
kryptolebias_marmoratus ENSKMAG00000021302
kryptolebias_marmoratus ENSKMAG00000021295
poecilia_reticulata ENSPREG00000013145
poecilia_latipinna ENSPLAG00000018633
poecilia_mexicana ENSPMEG00000001843
poecilia_formosa ENSPFOG00000016211
xiphophorus_couchianus ENSXCOG00000019729
gambusia_affinis ENSGAFG00000009701
xiphophorus_maculatus ENSXMAG00000009610
fundulus_heteroclitus ENSFHEG00000011029
cyprinodon_variegatus ENSCVAG00000018875
oryzias_latipes_asm223471v1 ENSORLG00020006761
oryzias_latipes_asm223467v1 ENSORLG00000015760
oryzias_latipes_asm223469v1 ENSORLG00015001945
oryzias_melastigma ENSOMEG00000013862
astatotilapia_calliptera ENSACLG00000015852
maylandia_zebra ENSMZEG00005014481
pundamilia_nyererei ENSPNYG00000014577
haplochromis_burtoni ENSHBUG00000008576
neolamprologus_brichardi ENSNBRG00000003864
oreochromis_niloticus ENSONIG00000018837
amphilophus_citrinellus ENSACIG00000019457
stegastes_partitus ENSSPAG00000014507
labrus_bergylta ENSLBEG00000017696
gasterosteus_aculeatus ENSGACG00000013785
mola_mola ENSMMOG00000018023
takifugu_rubripes ENSTRUG00000004444
amphiprion_percula ENSAPEG00000018320
amphiprion_ocellaris ENSAOCG00000004118
acanthochromis_polyacanthus ENSAPOG00000023453
gadus_morhua ENSGMOG00000006157
esox_lucius ENSELUG00000016535
pygocentrus_nattereri ENSPNAG00000020809
astyanax_mexicanus ENSAMXG00000012204
ictalurus_punctatus ENSIPUG00000022810
danio_rerio ENSDARG00000052405
lepisosteus_oculatus ENSLOCG00000012854
latimeria_chalumnae ENSLACG00000007740
latimeria_chalumnae ENSLACG00000003807
pogona_vitticeps ENSPVIG00000015081
anolis_carolinensis ENSACAG00000014317
notechis_scutatus ENSNSUG00000007644
salvator_merianae ENSSMRG00000015449
sphenodon_punctatus ENSSPUG00000019039
anser_brachyrhynchus ENSABRG00000011361
anas_platyrhynchos_platyrhynchos ENSAPLG00000003937
meleagris_gallopavo ENSMGAG00000017056
meleagris_gallopavo ENSMGAG00000003605
gallus_gallus ENSGALG00000034605
coturnix_japonica ENSCJPG00005013531
numida_meleagris ENSNMEG00000004925
calidris_pugnax ENSCPUG00000015023
calidris_pygmaea ENSCPGG00000002162
taeniopygia_guttata ENSTGUG00000007255
lonchura_striata_domestica ENSLSDG00000004390
serinus_canaria ENSSCAG00000011419
cyanistes_caeruleus ENSCCEG00000016325
parus_major ENSPMJG00000003328
ficedula_albicollis ENSFALG00000001053
junco_hyemalis ENSJHYG00000007127
zonotrichia_albicollis ENSZALG00000005235
lepidothrix_coronata ENSLCOG00000001113
manacus_vitellinus ENSMVIG00005017802
melopsittacus_undulatus ENSMUNG00000008205
apteryx_owenii ENSAOWG00000006738
apteryx_haastii ENSAHAG00000012816
apteryx_rowi ENSARWG00000006664
nothoprocta_perdicaria ENSNPEG00000008707
dromaius_novaehollandiae ENSDNVG00000003042
crocodylus_porosus ENSCPRG00005018700
chelonoidis_abingdonii ENSCABG00000006831
gopherus_agassizii ENSGAGG00000015023
chrysemys_picta_bellii ENSCPBG00000013602
pelodiscus_sinensis ENSPSIG00000010503
phascolarctos_cinereus ENSPCIG00000033722
notamacropus_eugenii ENSMEUG00000003124
sarcophilus_harrisii ENSSHAG00000013200
monodelphis_domestica ENSMODG00000000535
pan_paniscus ENSPPAG00000043412
pan_troglodytes ENSPTRG00000010952
homo_sapiens ENSG00000259288
homo_sapiens ENSG00000137843
gorilla_gorilla ENSGGOG00000044172
pongo_abelii ENSPPYG00000006346
nomascus_leucogenys ENSNLEG00000002732
theropithecus_gelada ENSTGEG00000000448
papio_anubis ENSPANG00000019484
macaca_mulatta ENSMMUG00000020534
macaca_fascicularis ENSMFAG00000032974
macaca_nemestrina ENSMNEG00000045071
cercocebus_atys ENSCATG00000018444
mandrillus_leucophaeus ENSMLEG00000020563
chlorocebus_sabaeus ENSCSAG00000007368
colobus_angolensis_palliatus ENSCANG00000043125
piliocolobus_tephrosceles ENSPTEG00000027153
rhinopithecus_roxellana ENSRROG00000041656
rhinopithecus_bieti ENSRBIG00000013674
callithrix_jacchus ENSCJAG00000020882
cebus_capucinus_imitator ENSCCAG00000022613
saimiri_boliviensis_boliviensis ENSSBOG00000027504
aotus_nancymaae ENSANAG00000027741
carlito_syrichta ENSTSYG00000036437
microcebus_murinus ENSMICG00000007683
propithecus_coquereli ENSPCOG00000020376
prolemur_simus ENSPSMG00000009318
otolemur_garnettii ENSOGAG00000009799
tupaia_belangeri ENSTBEG00000001152
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025035
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074923
mus_spicilegus ENSMSIG00000012435
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024119
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025562
rattus_norvegicus ENSRNOG00000007925
meriones_unguiculatus ENSMUGG00000008318
microtus_ochrogaster ENSMOCG00000022839
peromyscus_maniculatus_bairdii ENSPEMG00000014040
