bos_taurus ENSBTAG00000051281
bison_bison_bison ENSBBBG00000013279
capra_hircus ENSCHIG00000018989
meriones_unguiculatus ENSMUGG00000025584
vulpes_vulpes ENSVVUG00000028816
neovison_vison ENSNVIG00000005565
panthera_pardus ENSPPRG00000010731
panthera_tigris_altaica ENSPTIG00000005868
equus_caballus ENSECAG00000038392
equus_asinus_asinus ENSEASG00005015675
carlito_syrichta ENSTSYG00000032702
microcebus_murinus ENSMICG00000028372
mandrillus_leucophaeus ENSMLEG00000001067
papio_anubis ENSPANG00000034971
piliocolobus_tephrosceles ENSPTEG00000029305
gorilla_gorilla ENSGGOG00000039321
aotus_nancymaae ENSANAG00000019140
callithrix_jacchus ENSCJAG00000039576
urocitellus_parryii ENSUPAG00010010040
spermophilus_dauricus ENSSDAG00000004665
marmota_marmota_marmota ENSMMMG00000015467
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006840
castor_canadensis ENSCCNG00000022499
