takifugu_rubripes ENSTRUG00000007604
tetraodon_nigroviridis ENSTNIG00000017128
mola_mola ENSMMOG00000004085
labrus_bergylta ENSLBEG00000023378
gasterosteus_aculeatus ENSGACG00000004344
mastacembelus_armatus ENSMAMG00000009505
monopterus_albus ENSMALG00000016777
anabas_testudineus ENSATEG00000002737
seriola_lalandi_dorsalis ENSSLDG00000023548
seriola_dumerili ENSSDUG00000008853
scophthalmus_maximus ENSSMAG00000017912
cyprinodon_variegatus ENSCVAG00000009537
fundulus_heteroclitus ENSFHEG00000011659
xiphophorus_maculatus ENSXMAG00000002086
xiphophorus_couchianus ENSXCOG00000012254
gambusia_affinis ENSGAFG00000000745
poecilia_formosa ENSPFOG00000013880
poecilia_mexicana ENSPMEG00000018083
poecilia_latipinna ENSPLAG00000011957
poecilia_reticulata ENSPREG00000006621
kryptolebias_marmoratus ENSKMAG00000015350
oryzias_latipes_asm223469v1 ENSORLG00015008777
oryzias_latipes_asm223471v1 ENSORLG00020008627
oryzias_latipes_asm223467v1 ENSORLG00000011529
oryzias_melastigma ENSOMEG00000002046
maylandia_zebra ENSMZEG00005018250
astatotilapia_calliptera ENSACLG00000002828
pundamilia_nyererei ENSPNYG00000001745
haplochromis_burtoni ENSHBUG00000015975
neolamprologus_brichardi ENSNBRG00000013876
oreochromis_niloticus ENSONIG00000006139
amphilophus_citrinellus ENSACIG00000017447
amphiprion_ocellaris ENSAOCG00000006262
amphiprion_percula ENSAPEG00000013081
acanthochromis_polyacanthus ENSAPOG00000018264
stegastes_partitus ENSSPAG00000004285
periophthalmus_magnuspinnatus ENSPMGG00000013781
cynoglossus_semilaevis ENSCSEG00000019963
hippocampus_comes ENSHCOG00000001064
gadus_morhua ENSGMOG00000005898
esox_lucius ENSELUG00000007938
astyanax_mexicanus ENSAMXG00000037960
pygocentrus_nattereri ENSPNAG00000021154
ictalurus_punctatus ENSIPUG00000016252
danio_rerio ENSDARG00000100591
paramormyrops_kingsleyae ENSPKIG00000010895
scleropages_formosus ENSSFOG00015023254
