xiphophorus_maculatus ENSXMAG00000018498
gambusia_affinis ENSGAFG00000019507
poecilia_latipinna ENSPLAG00000023264
poecilia_formosa ENSPFOG00000009689
poecilia_reticulata ENSPREG00000004461
cyprinodon_variegatus ENSCVAG00000003369
kryptolebias_marmoratus ENSKMAG00000003400
oryzias_latipes_asm223471v1 ENSORLG00020015571
oryzias_latipes_asm223469v1 ENSORLG00015011988
oryzias_latipes_asm223467v1 ENSORLG00000017767
oryzias_melastigma ENSOMEG00000008584
cynoglossus_semilaevis ENSCSEG00000017227
tetraodon_nigroviridis ENSTNIG00000005411
takifugu_rubripes ENSTRUG00000007365
mola_mola ENSMMOG00000004871
monopterus_albus ENSMALG00000012150
poecilia_mexicana ENSPMEG00000022288
fundulus_heteroclitus ENSFHEG00000008899
seriola_dumerili ENSSDUG00000019201
seriola_lalandi_dorsalis ENSSLDG00000015011
scophthalmus_maximus ENSSMAG00000014757
mastacembelus_armatus ENSMAMG00000014932
labrus_bergylta ENSLBEG00000023587
amphiprion_ocellaris ENSAOCG00000001044
amphiprion_percula ENSAPEG00000023044
acanthochromis_polyacanthus ENSAPOG00000006771
stegastes_partitus ENSSPAG00000019552
maylandia_zebra ENSMZEG00005009662
astatotilapia_calliptera ENSACLG00000026238
pundamilia_nyererei ENSPNYG00000020549
haplochromis_burtoni ENSHBUG00000014831
neolamprologus_brichardi ENSNBRG00000011660
oreochromis_niloticus ENSONIG00000019556
amphilophus_citrinellus ENSACIG00000011256
anabas_testudineus ENSATEG00000011452
gasterosteus_aculeatus ENSGACG00000013000
hippocampus_comes ENSHCOG00000011240
periophthalmus_magnuspinnatus ENSPMGG00000006105
gadus_morhua ENSGMOG00000004291
esox_lucius ENSELUG00000014763
pygocentrus_nattereri ENSPNAG00000001397
astyanax_mexicanus ENSAMXG00000014006
ictalurus_punctatus ENSIPUG00000008691
danio_rerio ENSDARG00000020077
scleropages_formosus ENSSFOG00015003083
paramormyrops_kingsleyae ENSPKIG00000023459
lepisosteus_oculatus ENSLOCG00000016660
anser_brachyrhynchus ENSABRG00000010777
anas_platyrhynchos_platyrhynchos ENSAPLG00000009885
meleagris_gallopavo ENSMGAG00000014012
gallus_gallus ENSGALG00000016445
coturnix_japonica ENSCJPG00005011045
numida_meleagris ENSNMEG00000021897
calidris_pygmaea ENSCPGG00000013571
calidris_pugnax ENSCPUG00000003872
melopsittacus_undulatus ENSMUNG00000016844
lonchura_striata_domestica ENSLSDG00000000987
taeniopygia_guttata ENSTGUG00000013047
serinus_canaria ENSSCAG00000012402
cyanistes_caeruleus ENSCCEG00000009268
parus_major ENSPMJG00000012429
ficedula_albicollis ENSFALG00000006658
zonotrichia_albicollis ENSZALG00000016483
junco_hyemalis ENSJHYG00000006813
lepidothrix_coronata ENSLCOG00000013886
manacus_vitellinus ENSMVIG00005003271
apteryx_owenii ENSAOWG00000001148
apteryx_haastii ENSAHAG00000004822
apteryx_rowi ENSARWG00000018393
dromaius_novaehollandiae ENSDNVG00000011257
nothoprocta_perdicaria ENSNPEG00000011697
crocodylus_porosus ENSCPRG00005006615
gopherus_agassizii ENSGAGG00000013214
chelonoidis_abingdonii ENSCABG00000001421
pelodiscus_sinensis ENSPSIG00000015359
anolis_carolinensis ENSACAG00000012738
pogona_vitticeps ENSPVIG00000018519
notechis_scutatus ENSNSUG00000020410
salvator_merianae ENSSMRG00000006057
sphenodon_punctatus ENSSPUG00000015811
sarcophilus_harrisii ENSSHAG00000001111
sarcophilus_harrisii ENSSHAG00000002750
phascolarctos_cinereus ENSPCIG00000022730
notamacropus_eugenii ENSMEUG00000005659
monodelphis_domestica ENSMODG00000014784
loxodonta_africana ENSLAFG00000010489
procavia_capensis ENSPCAG00000002635
echinops_telfairi ENSETEG00000009068
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018478
