scophthalmus_maximus ENSSMAG00000013948
cynoglossus_semilaevis ENSCSEG00000006899
seriola_lalandi_dorsalis ENSSLDG00000001245
seriola_dumerili ENSSDUG00000008336
anabas_testudineus ENSATEG00000002199
mola_mola ENSMMOG00000011133
poecilia_mexicana ENSPMEG00000018063
poecilia_latipinna ENSPLAG00000006492
poecilia_formosa ENSPFOG00000024063
poecilia_reticulata ENSPREG00000015799
xiphophorus_maculatus ENSXMAG00000015381
xiphophorus_couchianus ENSXCOG00000003325
fundulus_heteroclitus ENSFHEG00000001657
cyprinodon_variegatus ENSCVAG00000007164
kryptolebias_marmoratus ENSKMAG00000014866
oryzias_latipes_asm223467v1 ENSORLG00000025918
oryzias_latipes_asm223471v1 ENSORLG00020005270
oryzias_latipes_asm223469v1 ENSORLG00015002063
oryzias_melastigma ENSOMEG00000023726
astatotilapia_calliptera ENSACLG00000004104
maylandia_zebra ENSMZEG00005013243
haplochromis_burtoni ENSHBUG00000013285
pundamilia_nyererei ENSPNYG00000007861
neolamprologus_brichardi ENSNBRG00000007800
oreochromis_niloticus ENSONIG00000000688
amphilophus_citrinellus ENSACIG00000001682
amphiprion_ocellaris ENSAOCG00000018534
amphiprion_percula ENSAPEG00000015077
acanthochromis_polyacanthus ENSAPOG00000011189
stegastes_partitus ENSSPAG00000015697
labrus_bergylta ENSLBEG00000005267
periophthalmus_magnuspinnatus ENSPMGG00000006241
esox_lucius ENSELUG00000017427
ictalurus_punctatus ENSIPUG00000002821
paramormyrops_kingsleyae ENSPKIG00000014105
scleropages_formosus ENSSFOG00015012588
notamacropus_eugenii ENSMEUG00000012780
