bos_mutus ENSBMUG00000006983
bos_taurus ENSBTAG00000016028
bison_bison_bison ENSBBBG00000009575
ovis_aries ENSOARG00000009691
capra_hircus ENSCHIG00000012591
sus_scrofa ENSSSCG00000040559
equus_caballus ENSECAG00000013086
equus_asinus_asinus ENSEASG00005001340
myotis_lucifugus ENSMLUG00000013638
ursus_americanus ENSUAMG00000000333
ursus_maritimus ENSUMAG00000024370
ailuropoda_melanoleuca ENSAMEG00000019766
neovison_vison ENSNVIG00000016612
mustela_putorius_furo ENSMPUG00000013792
canis_lupus_familiaris ENSCAFG00000002505
canis_lupus_dingo ENSCAFG00020002267
vulpes_vulpes ENSVVUG00000001636
panthera_tigris_altaica ENSPTIG00000009842
panthera_pardus ENSPPRG00000009201
felis_catus ENSFCAG00000034864
gorilla_gorilla ENSGGOG00000009549
homo_sapiens ENSG00000164011
pan_troglodytes ENSPTRG00000000622
pan_paniscus ENSPPAG00000044114
pongo_abelii ENSPPYG00000001459
nomascus_leucogenys ENSNLEG00000035487
rhinopithecus_roxellana ENSRROG00000031294
rhinopithecus_bieti ENSRBIG00000033241
colobus_angolensis_palliatus ENSCANG00000035667
piliocolobus_tephrosceles ENSPTEG00000031597
macaca_fascicularis ENSMFAG00000002872
macaca_mulatta ENSMMUG00000039460
macaca_nemestrina ENSMNEG00000007461
cercocebus_atys ENSCATG00000015841
mandrillus_leucophaeus ENSMLEG00000032883
theropithecus_gelada ENSTGEG00000025556
papio_anubis ENSPANG00000009481
chlorocebus_sabaeus ENSCSAG00000001174
saimiri_boliviensis_boliviensis ENSSBOG00000023989
callithrix_jacchus ENSCJAG00000003267
cebus_capucinus_imitator ENSCCAG00000031796
aotus_nancymaae ENSANAG00000028956
carlito_syrichta ENSTSYG00000029229
prolemur_simus ENSPSMG00000020442
microcebus_murinus ENSMICG00000014797
propithecus_coquereli ENSPCOG00000020513
otolemur_garnettii ENSOGAG00000002081
castor_canadensis ENSCCNG00000000564
dipodomys_ordii ENSDORG00000027786
fukomys_damarensis ENSFDAG00000018425
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002421
octodon_degus ENSODEG00000019202
octodon_degus ENSODEG00000019722
chinchilla_lanigera ENSCLAG00000002021
cavia_porcellus ENSCPOG00000010765
marmota_marmota_marmota ENSMMMG00000007848
marmota_marmota_marmota ENSMMMG00000001610
spermophilus_dauricus ENSSDAG00000021898
ictidomys_tridecemlineatus ENSSTOG00000000130
urocitellus_parryii ENSUPAG00010009497
mus_spicilegus ENSMSIG00000011235
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045268
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027366
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026389
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028718
rattus_norvegicus ENSRNOG00000007398
meriones_unguiculatus ENSMUGG00000026582
cricetulus_griseus_crigri_1.0 ENSCGRG00000011426
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006325
cricetulus_griseus_crigri-picr ENSCGRG00015002279
cricetulus_griseus_crigri_1.0 ENSCGRG00000012932
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002230
mesocricetus_auratus ENSMAUG00000010681
peromyscus_maniculatus_bairdii ENSPEMG00000009008
microtus_ochrogaster ENSMOCG00000009065
nannospalax_galili ENSNGAG00000010599
loxodonta_africana ENSLAFG00000008158
vicugna_pacos ENSVPAG00000011330
tursiops_truncatus ENSTTRG00000003177
pteropus_vampyrus ENSPVAG00000017475
sorex_araneus ENSSARG00000007325
ochotona_princeps ENSOPRG00000004767
oryctolagus_cuniculus ENSOCUG00000005611
tupaia_belangeri ENSTBEG00000016521
erinaceus_europaeus ENSEEUG00000006451
echinops_telfairi ENSETEG00000001173
choloepus_hoffmanni ENSCHOG00000010701
ornithorhynchus_anatinus ENSOANG00000031448
