calidris_pugnax ENSCPUG00000005849
calidris_pygmaea ENSCPGG00000002540
cyanistes_caeruleus ENSCCEG00000003933
parus_major ENSPMJG00000005923
ficedula_albicollis ENSFALG00000004389
taeniopygia_guttata ENSTGUG00000006299
taeniopygia_guttata ENSTGUG00000006300
lonchura_striata_domestica ENSLSDG00000010215
serinus_canaria ENSSCAG00000014081
zonotrichia_albicollis ENSZALG00000004068
junco_hyemalis ENSJHYG00000014829
lepidothrix_coronata ENSLCOG00000009938
manacus_vitellinus ENSMVIG00005006023
melopsittacus_undulatus ENSMUNG00000001858
anser_brachyrhynchus ENSABRG00000008825
anas_platyrhynchos_platyrhynchos ENSAPLG00000023336
gallus_gallus ENSGALG00000047290
meleagris_gallopavo ENSMGAG00000007853
numida_meleagris ENSNMEG00000016373
dromaius_novaehollandiae ENSDNVG00000004858
nothoprocta_perdicaria ENSNPEG00000007247
apteryx_rowi ENSARWG00000011364
apteryx_haastii ENSAHAG00000016561
apteryx_owenii ENSAOWG00000003922
crocodylus_porosus ENSCPRG00005008017
chelonoidis_abingdonii ENSCABG00000004275
chrysemys_picta_bellii ENSCPBG00000027406
pelodiscus_sinensis ENSPSIG00000005173
pogona_vitticeps ENSPVIG00000017304
anolis_carolinensis ENSACAG00000004501
salvator_merianae ENSSMRG00000010328
phascolarctos_cinereus ENSPCIG00000023862
notamacropus_eugenii ENSMEUG00000009849
sarcophilus_harrisii ENSSHAG00000018537
monodelphis_domestica ENSMODG00000000195
loxodonta_africana ENSLAFG00000015508
procavia_capensis ENSPCAG00000007005
echinops_telfairi ENSETEG00000014679
choloepus_hoffmanni ENSCHOG00000009193
dasypus_novemcinctus ENSDNOG00000046945
castor_canadensis ENSCCNG00000015664
dipodomys_ordii ENSDORG00000002064
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037813
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025506
mus_spicilegus ENSMSIG00000016049
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024584
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026028
rattus_norvegicus ENSRNOG00000014424
meriones_unguiculatus ENSMUGG00000020481
cricetulus_griseus_crigri_1.0 ENSCGRG00000014495
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021665
cricetulus_griseus_crigri-picr ENSCGRG00015024256
mesocricetus_auratus ENSMAUG00000016414
microtus_ochrogaster ENSMOCG00000011769
peromyscus_maniculatus_bairdii ENSPEMG00000021503
jaculus_jaculus ENSJJAG00000006132
chinchilla_lanigera ENSCLAG00000015023
octodon_degus ENSODEG00000013883
cavia_aperea ENSCAPG00000015947
cavia_porcellus ENSCPOG00000011907
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016288
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018600
fukomys_damarensis ENSFDAG00000008596
urocitellus_parryii ENSUPAG00010002728
ictidomys_tridecemlineatus ENSSTOG00000022602
spermophilus_dauricus ENSSDAG00000006540
marmota_marmota_marmota ENSMMMG00000015515
oryctolagus_cuniculus ENSOCUG00000026159
ochotona_princeps ENSOPRG00000004374
pan_paniscus ENSPPAG00000035547
pan_troglodytes ENSPTRG00000013484
gorilla_gorilla ENSGGOG00000006498
homo_sapiens ENSG00000149633
pongo_abelii ENSPPYG00000010994
nomascus_leucogenys ENSNLEG00000006320
macaca_fascicularis ENSMFAG00000043256
macaca_mulatta ENSMMUG00000020172
macaca_nemestrina ENSMNEG00000039338
theropithecus_gelada ENSTGEG00000000758
papio_anubis ENSPANG00000017425
cercocebus_atys ENSCATG00000031743
mandrillus_leucophaeus ENSMLEG00000042940
chlorocebus_sabaeus ENSCSAG00000013756
colobus_angolensis_palliatus ENSCANG00000008469
piliocolobus_tephrosceles ENSPTEG00000018100
rhinopithecus_roxellana ENSRROG00000044924
rhinopithecus_bieti ENSRBIG00000038751
cebus_capucinus_imitator ENSCCAG00000037579
callithrix_jacchus ENSCJAG00000021502
saimiri_boliviensis_boliviensis ENSSBOG00000033842
aotus_nancymaae ENSANAG00000032381
carlito_syrichta ENSTSYG00000000083
propithecus_coquereli ENSPCOG00000015932
prolemur_simus ENSPSMG00000025126
microcebus_murinus ENSMICG00000013146
otolemur_garnettii ENSOGAG00000006598
tupaia_belangeri ENSTBEG00000007556
ursus_americanus ENSUAMG00000023145
ursus_maritimus ENSUMAG00000003568
ailuropoda_melanoleuca ENSAMEG00000012167
neovison_vison ENSNVIG00000013301
mustela_putorius_furo ENSMPUG00000017756
canis_lupus_dingo ENSCAFG00020012544
canis_lupus_familiaris ENSCAFG00000008896
vulpes_vulpes ENSVVUG00000029269
panthera_tigris_altaica ENSPTIG00000012264
panthera_pardus ENSPPRG00000015880
felis_catus ENSFCAG00000004809
equus_caballus ENSECAG00000017454
equus_asinus_asinus ENSEASG00005000302
bison_bison_bison ENSBBBG00000001177
bos_taurus ENSBTAG00000019378
bos_mutus ENSBMUG00000019760
ovis_aries ENSOARG00000018663
capra_hircus ENSCHIG00000024385
tursiops_truncatus ENSTTRG00000016763
sus_scrofa ENSSSCG00000007344
vicugna_pacos ENSVPAG00000011027
erinaceus_europaeus ENSEEUG00000006266
pteropus_vampyrus ENSPVAG00000010197
myotis_lucifugus ENSMLUG00000017056
sorex_araneus ENSSARG00000011651
