taeniopygia_guttata ENSTGUG00000008354
lonchura_striata_domestica ENSLSDG00000016759
serinus_canaria ENSSCAG00000017073
junco_hyemalis ENSJHYG00000018133
zonotrichia_albicollis ENSZALG00000012871
cyanistes_caeruleus ENSCCEG00000017466
parus_major ENSPMJG00000016060
ficedula_albicollis ENSFALG00000007677
manacus_vitellinus ENSMVIG00005017270
manacus_vitellinus ENSMVIG00005017274
lepidothrix_coronata ENSLCOG00000006642
melopsittacus_undulatus ENSMUNG00000006196
calidris_pygmaea ENSCPGG00000017902
calidris_pugnax ENSCPUG00000007298
anser_brachyrhynchus ENSABRG00000011986
anas_platyrhynchos_platyrhynchos ENSAPLG00000001610
meleagris_gallopavo ENSMGAG00000015330
gallus_gallus ENSGALG00000045085
coturnix_japonica ENSCJPG00005018914
numida_meleagris ENSNMEG00000001345
apteryx_haastii ENSAHAG00000004354
apteryx_rowi ENSARWG00000013593
apteryx_owenii ENSAOWG00000006243
dromaius_novaehollandiae ENSDNVG00000006480
nothoprocta_perdicaria ENSNPEG00000013303
crocodylus_porosus ENSCPRG00005017770
gopherus_agassizii ENSGAGG00000014921
chelonoidis_abingdonii ENSCABG00000018341
chrysemys_picta_bellii ENSCPBG00000026504
pelodiscus_sinensis ENSPSIG00000000678
sphenodon_punctatus ENSSPUG00000000073
sphenodon_punctatus ENSSPUG00000000076
sphenodon_punctatus ENSSPUG00000000082
pogona_vitticeps ENSPVIG00000015646
pogona_vitticeps ENSPVIG00000015645
salvator_merianae ENSSMRG00000013400
notechis_scutatus ENSNSUG00000013652
phascolarctos_cinereus ENSPCIG00000009119
sarcophilus_harrisii ENSSHAG00000014976
monodelphis_domestica ENSMODG00000028143
monodelphis_domestica ENSMODG00000007358
phascolarctos_cinereus ENSPCIG00000009121
notamacropus_eugenii ENSMEUG00000002401
sarcophilus_harrisii ENSSHAG00000002618
monodelphis_domestica ENSMODG00000024882
choloepus_hoffmanni ENSCHOG00000004669
dasypus_novemcinctus ENSDNOG00000008825
procavia_capensis ENSPCAG00000014616
echinops_telfairi ENSETEG00000014714
loxodonta_africana ENSLAFG00000011455
homo_sapiens ENSG00000152778
gorilla_gorilla ENSGGOG00000003981
pan_paniscus ENSPPAG00000004000
pan_troglodytes ENSPTRG00000002736
pongo_abelii ENSPPYG00000002467
nomascus_leucogenys ENSNLEG00000033953
rhinopithecus_bieti ENSRBIG00000000113
rhinopithecus_roxellana ENSRROG00000034590
piliocolobus_tephrosceles ENSPTEG00000037002
colobus_angolensis_palliatus ENSCANG00000028303
theropithecus_gelada ENSTGEG00000007471
papio_anubis ENSPANG00000021702
mandrillus_leucophaeus ENSMLEG00000029293
macaca_fascicularis ENSMFAG00000040940
macaca_nemestrina ENSMNEG00000044200
macaca_mulatta ENSMMUG00000017534
cercocebus_atys ENSCATG00000040377
chlorocebus_sabaeus ENSCSAG00000006768
cebus_capucinus_imitator ENSCCAG00000021215
saimiri_boliviensis_boliviensis ENSSBOG00000028582
callithrix_jacchus ENSCJAG00000011216
aotus_nancymaae ENSANAG00000038185
carlito_syrichta ENSTSYG00000011715
propithecus_coquereli ENSPCOG00000016774
prolemur_simus ENSPSMG00000002426
microcebus_murinus ENSMICG00000047990
otolemur_garnettii ENSOGAG00000009660
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004765
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006507
fukomys_damarensis ENSFDAG00000012124
cavia_porcellus ENSCPOG00000008531
urocitellus_parryii ENSUPAG00010013853
ictidomys_tridecemlineatus ENSSTOG00000028876
spermophilus_dauricus ENSSDAG00000024767
marmota_marmota_marmota ENSMMMG00000012170
castor_canadensis ENSCCNG00000020655
dipodomys_ordii ENSDORG00000003058
oryctolagus_cuniculus ENSOCUG00000024570
ochotona_princeps ENSOPRG00000014668
ursus_maritimus ENSUMAG00000000151
ursus_americanus ENSUAMG00000001319
ailuropoda_melanoleuca ENSAMEG00000018958
mustela_putorius_furo ENSMPUG00000017274
neovison_vison ENSNVIG00000020183
canis_lupus_dingo ENSCAFG00020025285
canis_lupus_familiaris ENSCAFG00000007151
vulpes_vulpes ENSVVUG00000021317
panthera_tigris_altaica ENSPTIG00000009696
panthera_pardus ENSPPRG00000000707
felis_catus ENSFCAG00000007421
neovison_vison ENSNVIG00000024398
canis_lupus_familiaris ENSCAFG00000031100
ursus_americanus ENSUAMG00000022957
ursus_maritimus ENSUMAG00000012436
felis_catus ENSFCAG00000046678
panthera_tigris_altaica ENSPTIG00000010691
vicugna_pacos ENSVPAG00000011508
sus_scrofa ENSSSCG00000010454
capra_hircus ENSCHIG00000005737
ovis_aries ENSOARG00000014815
bos_taurus ENSBTAG00000017367
bos_mutus ENSBMUG00000001841
bison_bison_bison ENSBBBG00000012396
tursiops_truncatus ENSTTRG00000015421
myotis_lucifugus ENSMLUG00000005766
pteropus_vampyrus ENSPVAG00000003647
erinaceus_europaeus ENSEEUG00000002041
sorex_araneus ENSSARG00000001228
equus_caballus ENSECAG00000004349
equus_asinus_asinus ENSEASG00005011015
equus_asinus_asinus ENSEASG00005011021
