labrus_bergylta ENSLBEG00000019941
mola_mola ENSMMOG00000016060
monopterus_albus ENSMALG00000003131
poecilia_formosa ENSPFOG00000019605
poecilia_mexicana ENSPMEG00000010489
poecilia_latipinna ENSPLAG00000010316
poecilia_reticulata ENSPREG00000002656
xiphophorus_maculatus ENSXMAG00000002972
xiphophorus_couchianus ENSXCOG00000004506
gambusia_affinis ENSGAFG00000011323
oryzias_latipes_asm223469v1 ENSORLG00015006091
oryzias_latipes_asm223469v1 ENSORLG00015006059
oryzias_latipes_asm223467v1 ENSORLG00000027475
oryzias_melastigma ENSOMEG00000009275
astatotilapia_calliptera ENSACLG00000017918
haplochromis_burtoni ENSHBUG00000009091
pundamilia_nyererei ENSPNYG00000010779
maylandia_zebra ENSMZEG00005017559
neolamprologus_brichardi ENSNBRG00000016517
oreochromis_niloticus ENSONIG00000013410
amphilophus_citrinellus ENSACIG00000006737
acanthochromis_polyacanthus ENSAPOG00000019020
amphiprion_percula ENSAPEG00000000614
amphiprion_ocellaris ENSAOCG00000023392
stegastes_partitus ENSSPAG00000007644
mastacembelus_armatus ENSMAMG00000020927
monopterus_albus ENSMALG00000003107
seriola_dumerili ENSSDUG00000017547
scophthalmus_maximus ENSSMAG00000014931
gasterosteus_aculeatus ENSGACG00000011631
cyprinodon_variegatus ENSCVAG00000007878
fundulus_heteroclitus ENSFHEG00000000999
anabas_testudineus ENSATEG00000011619
cynoglossus_semilaevis ENSCSEG00000002897
takifugu_rubripes ENSTRUG00000020758
takifugu_rubripes ENSTRUG00000024798
tetraodon_nigroviridis ENSTNIG00000012253
oryzias_latipes_asm223467v1 ENSORLG00000014153
oryzias_latipes_asm223471v1 ENSORLG00020011202
kryptolebias_marmoratus ENSKMAG00000010294
monopterus_albus ENSMALG00000003142
hippocampus_comes ENSHCOG00000002922
gadus_morhua ENSGMOG00000009661
esox_lucius ENSELUG00000016140
astyanax_mexicanus ENSAMXG00000014390
astyanax_mexicanus ENSAMXG00000041135
pygocentrus_nattereri ENSPNAG00000009173
ictalurus_punctatus ENSIPUG00000002823
danio_rerio ENSDARG00000005595
paramormyrops_kingsleyae ENSPKIG00000013635
loxodonta_africana ENSLAFG00000018280
loxodonta_africana ENSLAFG00000030007
dasypus_novemcinctus ENSDNOG00000047049
lepisosteus_oculatus ENSLOCG00000016140
ciona_intestinalis ENSCING00000022265
seriola_lalandi_dorsalis ENSSLDG00000008427
seriola_lalandi_dorsalis ENSSLDG00000008401
astyanax_mexicanus ENSAMXG00000043974
paramormyrops_kingsleyae ENSPKIG00000013617
ornithorhynchus_anatinus ENSOANG00000030999
latimeria_chalumnae ENSLACG00000001794
