tetraodon_nigroviridis ENSTNIG00000014337
takifugu_rubripes ENSTRUG00000001653
gasterosteus_aculeatus ENSGACG00000005843
cynoglossus_semilaevis ENSCSEG00000014776
mola_mola ENSMMOG00000007124
labrus_bergylta ENSLBEG00000011726
seriola_lalandi_dorsalis ENSSLDG00000000752
seriola_dumerili ENSSDUG00000011948
scophthalmus_maximus ENSSMAG00000000271
monopterus_albus ENSMALG00000020022
anabas_testudineus ENSATEG00000021980
poecilia_formosa ENSPFOG00000001942
poecilia_formosa ENSPFOG00000001709
poecilia_latipinna ENSPLAG00000015521
poecilia_latipinna ENSPLAG00000020024
poecilia_latipinna ENSPLAG00000019516
poecilia_formosa ENSPFOG00000009638
poecilia_mexicana ENSPMEG00000010645
poecilia_reticulata ENSPREG00000008063
xiphophorus_maculatus ENSXMAG00000002671
xiphophorus_couchianus ENSXCOG00000002502
gambusia_affinis ENSGAFG00000013444
fundulus_heteroclitus ENSFHEG00000017256
cyprinodon_variegatus ENSCVAG00000006139
kryptolebias_marmoratus ENSKMAG00000020546
oryzias_latipes_asm223467v1 ENSORLG00000008795
oryzias_latipes_asm223469v1 ENSORLG00015001175
oryzias_latipes_asm223471v1 ENSORLG00020019693
oryzias_melastigma ENSOMEG00000018475
astatotilapia_calliptera ENSACLG00000011621
pundamilia_nyererei ENSPNYG00000002514
maylandia_zebra ENSMZEG00005005354
haplochromis_burtoni ENSHBUG00000001335
neolamprologus_brichardi ENSNBRG00000001621
oreochromis_niloticus ENSONIG00000016647
amphilophus_citrinellus ENSACIG00000001935
amphiprion_ocellaris ENSAOCG00000007653
amphiprion_percula ENSAPEG00000024463
acanthochromis_polyacanthus ENSAPOG00000015111
acanthochromis_polyacanthus ENSAPOG00000015149
acanthochromis_polyacanthus ENSAPOG00000006701
stegastes_partitus ENSSPAG00000000737
hippocampus_comes ENSHCOG00000017402
periophthalmus_magnuspinnatus ENSPMGG00000009132
gadus_morhua ENSGMOG00000014601
