lepidothrix_coronata ENSLCOG00000010542
manacus_vitellinus ENSMVIG00005001682
taeniopygia_guttata ENSTGUG00000009074
lonchura_striata_domestica ENSLSDG00000013519
serinus_canaria ENSSCAG00000007444
junco_hyemalis ENSJHYG00000014863
zonotrichia_albicollis ENSZALG00000001327
ficedula_albicollis ENSFALG00000004682
cyanistes_caeruleus ENSCCEG00000012794
parus_major ENSPMJG00000014287
melopsittacus_undulatus ENSMUNG00000003240
calidris_pugnax ENSCPUG00000006361
calidris_pygmaea ENSCPGG00000003349
anser_brachyrhynchus ENSABRG00000019008
anas_platyrhynchos_platyrhynchos ENSAPLG00000014682
gallus_gallus ENSGALG00000013657
coturnix_japonica ENSCJPG00005007161
meleagris_gallopavo ENSMGAG00000008045
numida_meleagris ENSNMEG00000005352
apteryx_haastii ENSAHAG00000013764
apteryx_owenii ENSAOWG00000013140
apteryx_rowi ENSARWG00000004544
dromaius_novaehollandiae ENSDNVG00000010984
nothoprocta_perdicaria ENSNPEG00000010408
crocodylus_porosus ENSCPRG00005004724
chelonoidis_abingdonii ENSCABG00000013432
chelonoidis_abingdonii ENSCABG00000001604
gopherus_agassizii ENSGAGG00000003883
chrysemys_picta_bellii ENSCPBG00000003495
pelodiscus_sinensis ENSPSIG00000017900
pogona_vitticeps ENSPVIG00000002647
anolis_carolinensis ENSACAG00000005340
notechis_scutatus ENSNSUG00000013573
salvator_merianae ENSSMRG00000004202
sphenodon_punctatus ENSSPUG00000000709
xenopus_tropicalis ENSXETG00000010789
mesocricetus_auratus ENSMAUG00000015835
mesocricetus_auratus ENSMAUG00000002017
dipodomys_ordii ENSDORG00000010273
castor_canadensis ENSCCNG00000026523
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041258
mus_spicilegus ENSMSIG00000001177
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023360
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022445
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019173
rattus_norvegicus ENSRNOG00000016303
meriones_unguiculatus ENSMUGG00000017708
microtus_ochrogaster ENSMOCG00000022870
peromyscus_maniculatus_bairdii ENSPEMG00000026320
cricetulus_griseus_crigri-picr ENSCGRG00015014764
cricetulus_griseus_crigri_1.0 ENSCGRG00000009462
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012398
meriones_unguiculatus ENSMUGG00000013060
nannospalax_galili ENSNGAG00000011056
jaculus_jaculus ENSJJAG00000017493
ictidomys_tridecemlineatus ENSSTOG00000006987
urocitellus_parryii ENSUPAG00010000466
spermophilus_dauricus ENSSDAG00000019466
marmota_marmota_marmota ENSMMMG00000018847
chinchilla_lanigera ENSCLAG00000007793
octodon_degus ENSODEG00000003041
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004852
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000648
fukomys_damarensis ENSFDAG00000007103
cavia_aperea ENSCAPG00000009816
cavia_porcellus ENSCPOG00000008424
oryctolagus_cuniculus ENSOCUG00000009378
ochotona_princeps ENSOPRG00000012709
gorilla_gorilla ENSGGOG00000008826
homo_sapiens ENSG00000130856
pan_troglodytes ENSPTRG00000010123
pan_paniscus ENSPPAG00000038362
pongo_abelii ENSPPYG00000009250
nomascus_leucogenys ENSNLEG00000009319
cercocebus_atys ENSCATG00000033072
mandrillus_leucophaeus ENSMLEG00000034779
theropithecus_gelada ENSTGEG00000006529
papio_anubis ENSPANG00000005965
macaca_fascicularis ENSMFAG00000044643
macaca_mulatta ENSMMUG00000011329
macaca_nemestrina ENSMNEG00000038296
chlorocebus_sabaeus ENSCSAG00000018240
colobus_angolensis_palliatus ENSCANG00000033317
piliocolobus_tephrosceles ENSPTEG00000029295
rhinopithecus_bieti ENSRBIG00000041864
rhinopithecus_roxellana ENSRROG00000038700
saimiri_boliviensis_boliviensis ENSSBOG00000029994
cebus_capucinus_imitator ENSCCAG00000026594
callithrix_jacchus ENSCJAG00000008039
aotus_nancymaae ENSANAG00000022552
carlito_syrichta ENSTSYG00000005130
microcebus_murinus ENSMICG00000004031
prolemur_simus ENSPSMG00000019328
propithecus_coquereli ENSPCOG00000003371
otolemur_garnettii ENSOGAG00000027487
tupaia_belangeri ENSTBEG00000014726
capra_hircus ENSCHIG00000000391
ovis_aries ENSOARG00000004433
bos_mutus ENSBMUG00000014629
bos_taurus ENSBTAG00000017517
bison_bison_bison ENSBBBG00000007133
tursiops_truncatus ENSTTRG00000003286
sus_scrofa ENSSSCG00000023533
vicugna_pacos ENSVPAG00000007559
myotis_lucifugus ENSMLUG00000011089
pteropus_vampyrus ENSPVAG00000008193
equus_caballus ENSECAG00000005459
equus_asinus_asinus ENSEASG00005002084
ursus_maritimus ENSUMAG00000004744
ursus_maritimus ENSUMAG00000004755
ursus_americanus ENSUAMG00000015472
ailuropoda_melanoleuca ENSAMEG00000010549
neovison_vison ENSNVIG00000011386
mustela_putorius_furo ENSMPUG00000016639
canis_lupus_dingo ENSCAFG00020015152
canis_lupus_familiaris ENSCAFG00000000017
vulpes_vulpes ENSVVUG00000018724
panthera_pardus ENSPPRG00000012906
panthera_tigris_altaica ENSPTIG00000011566
felis_catus ENSFCAG00000001780
mustela_putorius_furo ENSMPUG00000016640
procavia_capensis ENSPCAG00000008132
loxodonta_africana ENSLAFG00000032306
echinops_telfairi ENSETEG00000011718
choloepus_hoffmanni ENSCHOG00000004113
dasypus_novemcinctus ENSDNOG00000012889
ornithorhynchus_anatinus ENSOANG00000005983
notamacropus_eugenii ENSMEUG00000009794
phascolarctos_cinereus ENSPCIG00000021280
sarcophilus_harrisii ENSSHAG00000013079
monodelphis_domestica ENSMODG00000012304
latimeria_chalumnae ENSLACG00000010627
mastacembelus_armatus ENSMAMG00000001157
monopterus_albus ENSMALG00000003588
anabas_testudineus ENSATEG00000024503
seriola_dumerili ENSSDUG00000011170
seriola_lalandi_dorsalis ENSSLDG00000012821
scophthalmus_maximus ENSSMAG00000007561
stegastes_partitus ENSSPAG00000021435
stegastes_partitus ENSSPAG00000021423
stegastes_partitus ENSSPAG00000021437
amphiprion_percula ENSAPEG00000019026
amphiprion_ocellaris ENSAOCG00000022004
