xiphophorus_couchianus ENSXCOG00000019284
xiphophorus_maculatus ENSXMAG00000011411
gambusia_affinis ENSGAFG00000014282
poecilia_formosa ENSPFOG00000013679
poecilia_mexicana ENSPMEG00000016536
poecilia_reticulata ENSPREG00000011015
poecilia_latipinna ENSPLAG00000005734
fundulus_heteroclitus ENSFHEG00000012995
cyprinodon_variegatus ENSCVAG00000001140
oryzias_latipes_asm223467v1 ENSORLG00000023416
oryzias_latipes_asm223471v1 ENSORLG00020005128
oryzias_latipes_asm223469v1 ENSORLG00015011014
oryzias_melastigma ENSOMEG00000013020
astatotilapia_calliptera ENSACLG00000024272
pundamilia_nyererei ENSPNYG00000023100
maylandia_zebra ENSMZEG00005017646
haplochromis_burtoni ENSHBUG00000015487
neolamprologus_brichardi ENSNBRG00000000404
oreochromis_niloticus ENSONIG00000012927
amphilophus_citrinellus ENSACIG00000012128
amphiprion_percula ENSAPEG00000011771
amphiprion_ocellaris ENSAOCG00000009170
acanthochromis_polyacanthus ENSAPOG00000010263
stegastes_partitus ENSSPAG00000018397
mola_mola ENSMMOG00000016034
takifugu_rubripes ENSTRUG00000025885
labrus_bergylta ENSLBEG00000006765
monopterus_albus ENSMALG00000022485
mastacembelus_armatus ENSMAMG00000002274
anabas_testudineus ENSATEG00000021485
cynoglossus_semilaevis ENSCSEG00000019982
periophthalmus_magnuspinnatus ENSPMGG00000010667
seriola_lalandi_dorsalis ENSSLDG00000023628
seriola_dumerili ENSSDUG00000011758
scophthalmus_maximus ENSSMAG00000011505
hippocampus_comes ENSHCOG00000017659
esox_lucius ENSELUG00000000712
pygocentrus_nattereri ENSPNAG00000019699
astyanax_mexicanus ENSAMXG00000018926
ictalurus_punctatus ENSIPUG00000007881
scleropages_formosus ENSSFOG00015002737
paramormyrops_kingsleyae ENSPKIG00000007152
lepisosteus_oculatus ENSLOCG00000007125
