dromaius_novaehollandiae ENSDNVG00000012569
apteryx_rowi ENSARWG00000017508
parus_major ENSPMJG00000017461
gallus_gallus ENSGALG00000030007
parus_major ENSPMJG00000017534
apteryx_owenii ENSAOWG00000009504
chrysemys_picta_bellii ENSCPBG00000016771
ochotona_princeps ENSOPRG00000000651
crocodylus_porosus ENSCPRG00005000228
ciona_savignyi ENSCSAVG00000006612
ciona_savignyi ENSCSAVG00000008300
petromyzon_marinus ENSPMAG00000003078
ciona_savignyi ENSCSAVG00000009543
scleropages_formosus ENSSFOG00015023463
scleropages_formosus ENSSFOG00015004612
scleropages_formosus ENSSFOG00015004623
astyanax_mexicanus ENSAMXG00000030379
ictalurus_punctatus ENSIPUG00000023650
esox_lucius ENSELUG00000009398
cyprinodon_variegatus ENSCVAG00000020209
kryptolebias_marmoratus ENSKMAG00000004856
fundulus_heteroclitus ENSFHEG00000006998
oryzias_latipes_asm223471v1 ENSORLG00020009273
oryzias_latipes_asm223469v1 ENSORLG00015003917
oreochromis_niloticus ENSONIG00000016642
pundamilia_nyererei ENSPNYG00000024066
pundamilia_nyererei ENSPNYG00000004132
monopterus_albus ENSMALG00000011767
amphiprion_percula ENSAPEG00000024075
amphiprion_ocellaris ENSAOCG00000001375
amphiprion_ocellaris ENSAOCG00000019282
stegastes_partitus ENSSPAG00000018948
tetraodon_nigroviridis ENSTNIG00000012465
takifugu_rubripes ENSTRUG00000003302
anabas_testudineus ENSATEG00000024216
anabas_testudineus ENSATEG00000024220
anabas_testudineus ENSATEG00000024234
pygocentrus_nattereri ENSPNAG00000018793
astyanax_mexicanus ENSAMXG00000031966
ictalurus_punctatus ENSIPUG00000021654
ictalurus_punctatus ENSIPUG00000001863
amphiprion_ocellaris ENSAOCG00000023617
hippocampus_comes ENSHCOG00000019961
pundamilia_nyererei ENSPNYG00000018602
neolamprologus_brichardi ENSNBRG00000012863
fundulus_heteroclitus ENSFHEG00000009494
amphiprion_percula ENSAPEG00000017753
acanthochromis_polyacanthus ENSAPOG00000009293
gasterosteus_aculeatus ENSGACG00000003245
scleropages_formosus ENSSFOG00015022261
lepisosteus_oculatus ENSLOCG00000010788
ciona_intestinalis ENSCING00000024306
ciona_intestinalis ENSCING00000021045
ciona_intestinalis ENSCING00000007882
ciona_savignyi ENSCSAVG00000008287
ciona_intestinalis ENSCING00000018863
ciona_intestinalis ENSCING00000019965
sphenodon_punctatus ENSSPUG00000008623
esox_lucius ENSELUG00000014082
ciona_savignyi ENSCSAVG00000000891
ciona_savignyi ENSCSAVG00000006778
ciona_savignyi ENSCSAVG00000002536
ciona_savignyi ENSCSAVG00000002547
ciona_savignyi ENSCSAVG00000002525
ciona_intestinalis ENSCING00000021358
ciona_intestinalis ENSCING00000024760
ciona_intestinalis ENSCING00000007552
ciona_intestinalis ENSCING00000020984
ciona_savignyi ENSCSAVG00000004525
ciona_savignyi ENSCSAVG00000004555
ciona_savignyi ENSCSAVG00000000380
ciona_intestinalis ENSCING00000011953
ciona_savignyi ENSCSAVG00000007905
ciona_intestinalis ENSCING00000011867
ciona_savignyi ENSCSAVG00000000294
ciona_intestinalis ENSCING00000023162
ciona_intestinalis ENSCING00000013685
ciona_savignyi ENSCSAVG00000000665
ciona_savignyi ENSCSAVG00000000702
ciona_intestinalis ENSCING00000001272
ciona_savignyi ENSCSAVG00000008144
ciona_savignyi ENSCSAVG00000001935
paramormyrops_kingsleyae ENSPKIG00000023700
petromyzon_marinus ENSPMAG00000008231
xenopus_tropicalis ENSXETG00000025045
caenorhabditis_elegans_strain_n2 WBGene00002976
