chinchilla_lanigera ENSCLAG00000011721
octodon_degus ENSODEG00000017254
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008614
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018272
fukomys_damarensis ENSFDAG00000010348
cavia_porcellus ENSCPOG00000014119
cavia_aperea ENSCAPG00000009901
ictidomys_tridecemlineatus ENSSTOG00000000365
urocitellus_parryii ENSUPAG00010015282
marmota_marmota_marmota ENSMMMG00000020732
spermophilus_dauricus ENSSDAG00000004509
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025055
mus_spicilegus ENSMSIG00000026319
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027315
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024139
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025582
rattus_norvegicus ENSRNOG00000012811
meriones_unguiculatus ENSMUGG00000009271
cricetulus_griseus_crigri_1.0 ENSCGRG00000000976
cricetulus_griseus_crigri-picr ENSCGRG00015000528
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009810
mesocricetus_auratus ENSMAUG00000021187
peromyscus_maniculatus_bairdii ENSPEMG00000012048
microtus_ochrogaster ENSMOCG00000015054
nannospalax_galili ENSNGAG00000000470
jaculus_jaculus ENSJJAG00000014215
castor_canadensis ENSCCNG00000014736
oryctolagus_cuniculus ENSOCUG00000015371
ochotona_princeps ENSOPRG00000000792
tupaia_belangeri ENSTBEG00000006878
pan_troglodytes ENSPTRG00000006933
pan_paniscus ENSPPAG00000038797
homo_sapiens ENSG00000166145
gorilla_gorilla ENSGGOG00000007202
pongo_abelii ENSPPYG00000006364
nomascus_leucogenys ENSNLEG00000003298
piliocolobus_tephrosceles ENSPTEG00000028839
colobus_angolensis_palliatus ENSCANG00000032435
rhinopithecus_roxellana ENSRROG00000032716
rhinopithecus_bieti ENSRBIG00000040309
macaca_fascicularis ENSMFAG00000034636
macaca_nemestrina ENSMNEG00000039606
mandrillus_leucophaeus ENSMLEG00000016364
macaca_mulatta ENSMMUG00000042692
macaca_mulatta ENSMMUG00000047877
macaca_fascicularis ENSMFAG00000034330
chlorocebus_sabaeus ENSCSAG00000007595
theropithecus_gelada ENSTGEG00000001825
papio_anubis ENSPANG00000019310
cercocebus_atys ENSCATG00000036980
saimiri_boliviensis_boliviensis ENSSBOG00000025282
cebus_capucinus_imitator ENSCCAG00000035833
callithrix_jacchus ENSCJAG00000042881
aotus_nancymaae ENSANAG00000026931
carlito_syrichta ENSTSYG00000011435
propithecus_coquereli ENSPCOG00000020915
microcebus_murinus ENSMICG00000005969
prolemur_simus ENSPSMG00000023250
otolemur_garnettii ENSOGAG00000016234
myotis_lucifugus ENSMLUG00000017121
pteropus_vampyrus ENSPVAG00000001846
ursus_americanus ENSUAMG00000016607
ursus_maritimus ENSUMAG00000012414
ailuropoda_melanoleuca ENSAMEG00000016874
mustela_putorius_furo ENSMPUG00000008760
neovison_vison ENSNVIG00000017152
canis_lupus_dingo ENSCAFG00020005715
canis_lupus_familiaris ENSCAFG00000009365
vulpes_vulpes ENSVVUG00000026675
panthera_pardus ENSPPRG00000010837
panthera_tigris_altaica ENSPTIG00000015047
felis_catus ENSFCAG00000014719
sorex_araneus ENSSARG00000005902
erinaceus_europaeus ENSEEUG00000012912
equus_asinus_asinus ENSEASG00005016430
equus_caballus ENSECAG00000023874
bos_taurus ENSBTAG00000004086
bos_mutus ENSBMUG00000018261
bison_bison_bison ENSBBBG00000014724
capra_hircus ENSCHIG00000025141
ovis_aries ENSOARG00000020293
tursiops_truncatus ENSTTRG00000011447
sus_scrofa ENSSSCG00000004759
loxodonta_africana ENSLAFG00000014752
procavia_capensis ENSPCAG00000008425
echinops_telfairi ENSETEG00000020289
dasypus_novemcinctus ENSDNOG00000045564
phascolarctos_cinereus ENSPCIG00000027862
notamacropus_eugenii ENSMEUG00000006035
sarcophilus_harrisii ENSSHAG00000016055
monodelphis_domestica ENSMODG00000000212
ornithorhynchus_anatinus ENSOANG00000009309
