procavia_capensis ENSPCAG00000002900
loxodonta_africana ENSLAFG00000016354
echinops_telfairi ENSETEG00000015510
pteropus_vampyrus ENSPVAG00000003109
erinaceus_europaeus ENSEEUG00000010610
canis_lupus_familiaris ENSCAFG00000028570
ursus_americanus ENSUAMG00000018107
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014521
cricetulus_griseus_crigri_1.0 ENSCGRG00000010110
mesocricetus_auratus ENSMAUG00000020330
microtus_ochrogaster ENSMOCG00000012923
peromyscus_maniculatus_bairdii ENSPEMG00000001837
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018075
mus_spicilegus ENSMSIG00000028364
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017232
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018362
rattus_norvegicus ENSRNOG00000036798
nannospalax_galili ENSNGAG00000016282
jaculus_jaculus ENSJJAG00000016149
castor_canadensis ENSCCNG00000010930
dipodomys_ordii ENSDORG00000015098
ictidomys_tridecemlineatus ENSSTOG00000013789
urocitellus_parryii ENSUPAG00010002931
marmota_marmota_marmota ENSMMMG00000004452
spermophilus_dauricus ENSSDAG00000023115
oryctolagus_cuniculus ENSOCUG00000016062
mandrillus_leucophaeus ENSMLEG00000034330
theropithecus_gelada ENSTGEG00000020845
nomascus_leucogenys ENSNLEG00000005702
callithrix_jacchus ENSCJAG00000040312
cebus_capucinus_imitator ENSCCAG00000033996
carlito_syrichta ENSTSYG00000033075
prolemur_simus ENSPSMG00000009310
mustela_putorius_furo ENSMPUG00000009658
vulpes_vulpes ENSVVUG00000017486
ailuropoda_melanoleuca ENSAMEG00000018304
bos_mutus ENSBMUG00000018730
bison_bison_bison ENSBBBG00000017768
ovis_aries ENSOARG00000005929
saimiri_boliviensis_boliviensis ENSSBOG00000023932
cricetulus_griseus_crigri-picr ENSCGRG00015025465
bos_taurus ENSBTAG00000003966
anolis_carolinensis ENSACAG00000017411
pogona_vitticeps ENSPVIG00000015454
cyanistes_caeruleus ENSCCEG00000001512
parus_major ENSPMJG00000013410
serinus_canaria ENSSCAG00000001257
pelodiscus_sinensis ENSPSIG00000013850
lepisosteus_oculatus ENSLOCG00000012114
xiphophorus_couchianus ENSXCOG00000003891
