amphiprion_percula ENSAPEG00000003123
amphiprion_ocellaris ENSAOCG00000003172
acanthochromis_polyacanthus ENSAPOG00000012478
stegastes_partitus ENSSPAG00000000333
maylandia_zebra ENSMZEG00005003996
astatotilapia_calliptera ENSACLG00000015483
pundamilia_nyererei ENSPNYG00000009814
haplochromis_burtoni ENSHBUG00000008535
neolamprologus_brichardi ENSNBRG00000023216
oreochromis_niloticus ENSONIG00000010849
amphilophus_citrinellus ENSACIG00000023374
poecilia_mexicana ENSPMEG00000003823
poecilia_latipinna ENSPLAG00000023956
poecilia_formosa ENSPFOG00000011605
poecilia_reticulata ENSPREG00000009449
gambusia_affinis ENSGAFG00000012505
xiphophorus_maculatus ENSXMAG00000002379
fundulus_heteroclitus ENSFHEG00000022128
cyprinodon_variegatus ENSCVAG00000013906
kryptolebias_marmoratus ENSKMAG00000015092
oryzias_latipes_asm223467v1 ENSORLG00000021864
poecilia_latipinna ENSPLAG00000007942
scophthalmus_maximus ENSSMAG00000017658
cynoglossus_semilaevis ENSCSEG00000005253
seriola_lalandi_dorsalis ENSSLDG00000025439
seriola_dumerili ENSSDUG00000022133
monopterus_albus ENSMALG00000022029
mastacembelus_armatus ENSMAMG00000004998
anabas_testudineus ENSATEG00000020138
hippocampus_comes ENSHCOG00000015195
tetraodon_nigroviridis ENSTNIG00000019590
tetraodon_nigroviridis ENSTNIG00000019591
takifugu_rubripes ENSTRUG00000011349
mola_mola ENSMMOG00000005265
periophthalmus_magnuspinnatus ENSPMGG00000001229
gasterosteus_aculeatus ENSGACG00000005438
gadus_morhua ENSGMOG00000005827
oryzias_latipes_asm223471v1 ENSORLG00020017653
oryzias_latipes_asm223469v1 ENSORLG00015023180
oryzias_latipes_asm223467v1 ENSORLG00000009740
oryzias_melastigma ENSOMEG00000020514
esox_lucius ENSELUG00000010784
astyanax_mexicanus ENSAMXG00000020294
pygocentrus_nattereri ENSPNAG00000009340
ictalurus_punctatus ENSIPUG00000023174
danio_rerio ENSDARG00000061579
scleropages_formosus ENSSFOG00015015705
paramormyrops_kingsleyae ENSPKIG00000021207
scleropages_formosus ENSSFOG00015020817
paramormyrops_kingsleyae ENSPKIG00000023914
lepisosteus_oculatus ENSLOCG00000007063
labrus_bergylta ENSLBEG00000023170
anolis_carolinensis ENSACAG00000008934
pogona_vitticeps ENSPVIG00000015820
notechis_scutatus ENSNSUG00000006316
salvator_merianae ENSSMRG00000007627
sphenodon_punctatus ENSSPUG00000007626
anas_platyrhynchos_platyrhynchos ENSAPLG00000007694
anser_brachyrhynchus ENSABRG00000010284
meleagris_gallopavo ENSMGAG00000004918
gallus_gallus ENSGALG00000002709
coturnix_japonica ENSCJPG00005010600
numida_meleagris ENSNMEG00000015588
lepidothrix_coronata ENSLCOG00000011151
manacus_vitellinus ENSMVIG00005010667
zonotrichia_albicollis ENSZALG00000015704
junco_hyemalis ENSJHYG00000008958
serinus_canaria ENSSCAG00000006945
ficedula_albicollis ENSFALG00000006676
taeniopygia_guttata ENSTGUG00000005458
taeniopygia_guttata ENSTGUG00000013649
lonchura_striata_domestica ENSLSDG00000012694
parus_major ENSPMJG00000019028
cyanistes_caeruleus ENSCCEG00000006587
melopsittacus_undulatus ENSMUNG00000004674
calidris_pygmaea ENSCPGG00000008734
calidris_pugnax ENSCPUG00000001656
apteryx_owenii ENSAOWG00000014098
apteryx_haastii ENSAHAG00000002946
apteryx_rowi ENSARWG00000014568
dromaius_novaehollandiae ENSDNVG00000008913
nothoprocta_perdicaria ENSNPEG00000001041
crocodylus_porosus ENSCPRG00005016046
chelonoidis_abingdonii ENSCABG00000020727
gopherus_agassizii ENSGAGG00000008369
chrysemys_picta_bellii ENSCPBG00000020489
ochotona_princeps ENSOPRG00000000951
oryctolagus_cuniculus ENSOCUG00000000069
sorex_araneus ENSSARG00000000041
pteropus_vampyrus ENSPVAG00000003667
myotis_lucifugus ENSMLUG00000001803
equus_caballus ENSECAG00000012020
equus_asinus_asinus ENSEASG00005009604
bos_mutus ENSBMUG00000010010
bos_taurus ENSBTAG00000001332
bison_bison_bison ENSBBBG00000021875
capra_hircus ENSCHIG00000023103
ovis_aries ENSOARG00000012454
tursiops_truncatus ENSTTRG00000006860
sus_scrofa ENSSSCG00000021821
ursus_americanus ENSUAMG00000013239
ursus_maritimus ENSUMAG00000009705
ailuropoda_melanoleuca ENSAMEG00000008107
neovison_vison ENSNVIG00000008750
mustela_putorius_furo ENSMPUG00000013483
canis_lupus_familiaris ENSCAFG00000019169
canis_lupus_dingo ENSCAFG00020010049
vulpes_vulpes ENSVVUG00000021660
panthera_tigris_altaica ENSPTIG00000011615
panthera_pardus ENSPPRG00000005022
felis_catus ENSFCAG00000006291
erinaceus_europaeus ENSEEUG00000001663
pan_paniscus ENSPPAG00000025962
pan_troglodytes ENSPTRG00000008524
homo_sapiens ENSG00000197879
gorilla_gorilla ENSGGOG00000009040
pongo_abelii ENSPPYG00000007771
nomascus_leucogenys ENSNLEG00000000738
piliocolobus_tephrosceles ENSPTEG00000013627
colobus_angolensis_palliatus ENSCANG00000037631
rhinopithecus_roxellana ENSRROG00000034181
rhinopithecus_bieti ENSRBIG00000040262
macaca_fascicularis ENSMFAG00000044455
macaca_mulatta ENSMMUG00000002371
mandrillus_leucophaeus ENSMLEG00000042556
macaca_nemestrina ENSMNEG00000031081
theropithecus_gelada ENSTGEG00000014371
papio_anubis ENSPANG00000024601
chlorocebus_sabaeus ENSCSAG00000014058
cercocebus_atys ENSCATG00000042577
cebus_capucinus_imitator ENSCCAG00000034285
saimiri_boliviensis_boliviensis ENSSBOG00000022478
callithrix_jacchus ENSCJAG00000002077
aotus_nancymaae ENSANAG00000022534
carlito_syrichta ENSTSYG00000012833
prolemur_simus ENSPSMG00000014750
propithecus_coquereli ENSPCOG00000019765
microcebus_murinus ENSMICG00000003839
otolemur_garnettii ENSOGAG00000006161
castor_canadensis ENSCCNG00000016699
dipodomys_ordii ENSDORG00000015749
mus_spicilegus ENSMSIG00000024267
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017589
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017774
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016746
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017883
rattus_norvegicus ENSRNOG00000004072
meriones_unguiculatus ENSMUGG00000003379
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014994
cricetulus_griseus_crigri-picr ENSCGRG00015019316
cricetulus_griseus_crigri_1.0 ENSCGRG00000011725
mesocricetus_auratus ENSMAUG00000009020
microtus_ochrogaster ENSMOCG00000005404
peromyscus_maniculatus_bairdii ENSPEMG00000023045
nannospalax_galili ENSNGAG00000003685
jaculus_jaculus ENSJJAG00000016472
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019088
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012291
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018875
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012559
fukomys_damarensis ENSFDAG00000015737
chinchilla_lanigera ENSCLAG00000006861
octodon_degus ENSODEG00000013058
cavia_porcellus ENSCPOG00000019415
cavia_aperea ENSCAPG00000012768
urocitellus_parryii ENSUPAG00010018200
spermophilus_dauricus ENSSDAG00000020123
ictidomys_tridecemlineatus ENSSTOG00000005117
marmota_marmota_marmota ENSMMMG00000024129
tupaia_belangeri ENSTBEG00000003023
loxodonta_africana ENSLAFG00000030443
procavia_capensis ENSPCAG00000014282
echinops_telfairi ENSETEG00000011773
dasypus_novemcinctus ENSDNOG00000001375
phascolarctos_cinereus ENSPCIG00000017179
notamacropus_eugenii ENSMEUG00000004744
monodelphis_domestica ENSMODG00000010315
sarcophilus_harrisii ENSSHAG00000000752
ornithorhynchus_anatinus ENSOANG00000003458
xenopus_tropicalis ENSXETG00000022882
latimeria_chalumnae ENSLACG00000009675
eptatretus_burgeri ENSEBUG00000002001
eptatretus_burgeri ENSEBUG00000000682
