apteryx_rowi ENSARWG00000009528
apteryx_owenii ENSAOWG00000009406
apteryx_haastii ENSAHAG00000017941
nothoprocta_perdicaria ENSNPEG00000009253
dromaius_novaehollandiae ENSDNVG00000012702
anas_platyrhynchos_platyrhynchos ENSAPLG00000027817
anser_brachyrhynchus ENSABRG00000020492
gallus_gallus ENSGALG00000017715
coturnix_japonica ENSCJPG00005017279
meleagris_gallopavo ENSMGAG00000004222
numida_meleagris ENSNMEG00000007070
parus_major ENSPMJG00000006264
cyanistes_caeruleus ENSCCEG00000018760
lonchura_striata_domestica ENSLSDG00000003337
junco_hyemalis ENSJHYG00000006731
zonotrichia_albicollis ENSZALG00000005378
ficedula_albicollis ENSFALG00000000654
junco_hyemalis ENSJHYG00000006756
lepidothrix_coronata ENSLCOG00000009168
calidris_pygmaea ENSCPGG00000014741
calidris_pugnax ENSCPUG00000018380
crocodylus_porosus ENSCPRG00005001455
chelonoidis_abingdonii ENSCABG00000008624
gopherus_agassizii ENSGAGG00000012462
chrysemys_picta_bellii ENSCPBG00000018969
pelodiscus_sinensis ENSPSIG00000011883
sphenodon_punctatus ENSSPUG00000016409
anolis_carolinensis ENSACAG00000012412
pogona_vitticeps ENSPVIG00000008134
notechis_scutatus ENSNSUG00000011861
salvator_merianae ENSSMRG00000011908
phascolarctos_cinereus ENSPCIG00000020646
notamacropus_eugenii ENSMEUG00000003543
sarcophilus_harrisii ENSSHAG00000010149
monodelphis_domestica ENSMODG00000028729
pan_troglodytes ENSPTRG00000000461
pan_paniscus ENSPPAG00000036194
homo_sapiens ENSG00000142910
gorilla_gorilla ENSGGOG00000015888
pongo_abelii ENSPPYG00000001613
nomascus_leucogenys ENSNLEG00000001808
macaca_mulatta ENSMMUG00000022779
macaca_fascicularis ENSMFAG00000001721
macaca_nemestrina ENSMNEG00000013230
papio_anubis ENSPANG00000017800
theropithecus_gelada ENSTGEG00000013748
cercocebus_atys ENSCATG00000044434
chlorocebus_sabaeus ENSCSAG00000001036
mandrillus_leucophaeus ENSMLEG00000038929
piliocolobus_tephrosceles ENSPTEG00000026015
colobus_angolensis_palliatus ENSCANG00000042674
rhinopithecus_bieti ENSRBIG00000037828
rhinopithecus_roxellana ENSRROG00000029462
callithrix_jacchus ENSCJAG00000006317
saimiri_boliviensis_boliviensis ENSSBOG00000036278
cebus_capucinus_imitator ENSCCAG00000035538
aotus_nancymaae ENSANAG00000025062
carlito_syrichta ENSTSYG00000014716
prolemur_simus ENSPSMG00000001632
microcebus_murinus ENSMICG00000001362
propithecus_coquereli ENSPCOG00000022206
otolemur_garnettii ENSOGAG00000004594
castor_canadensis ENSCCNG00000018032
dipodomys_ordii ENSDORG00000014387
mus_spicilegus ENSMSIG00000023397
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028776
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027521
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026541
