chrysemys_picta_bellii ENSCPBG00000004327
chelonoidis_abingdonii ENSCABG00000022145
serinus_canaria ENSSCAG00000000416
manacus_vitellinus ENSMVIG00005016291
melopsittacus_undulatus ENSMUNG00000016647
anas_platyrhynchos_platyrhynchos ENSAPLG00000021149
coturnix_japonica ENSCJPG00005016238
nothoprocta_perdicaria ENSNPEG00000015089
crocodylus_porosus ENSCPRG00005011648
notechis_scutatus ENSNSUG00000013412
pogona_vitticeps ENSPVIG00000020905
canis_lupus_dingo ENSCAFG00020012380
ursus_americanus ENSUAMG00000028005
panthera_tigris_altaica ENSPTIG00000020765
meriones_unguiculatus ENSMUGG00000013786
ornithorhynchus_anatinus ENSOANG00000009460
