pteropus_vampyrus ENSPVAG00000011809
canis_lupus_dingo ENSCAFG00020026627
gorilla_gorilla ENSGGOG00000015757
homo_sapiens ENSG00000183784
pan_paniscus ENSPPAG00000035014
nomascus_leucogenys ENSNLEG00000028331
cercocebus_atys ENSCATG00000035578
mandrillus_leucophaeus ENSMLEG00000037825
papio_anubis ENSPANG00000030685
macaca_fascicularis ENSMFAG00000045857
macaca_mulatta ENSMMUG00000013807
macaca_nemestrina ENSMNEG00000040201
rhinopithecus_bieti ENSRBIG00000041692
rhinopithecus_roxellana ENSRROG00000031285
colobus_angolensis_palliatus ENSCANG00000027800
saimiri_boliviensis_boliviensis ENSSBOG00000032210
cebus_capucinus_imitator ENSCCAG00000033543
aotus_nancymaae ENSANAG00000032441
propithecus_coquereli ENSPCOG00000025145
tupaia_belangeri ENSTBEG00000010052
