caenorhabditis_elegans_strain_n2 WBGene00003803
drosophila_melanogaster FBgn0034838
drosophila_melanogaster FBgn0034646
seriola_dumerili ENSSDUG00000021046
seriola_lalandi_dorsalis ENSSLDG00000011747
scophthalmus_maximus ENSSMAG00000012667
periophthalmus_magnuspinnatus ENSPMGG00000017096
monopterus_albus ENSMALG00000004708
mastacembelus_armatus ENSMAMG00000020502
anabas_testudineus ENSATEG00000016689
mola_mola ENSMMOG00000020049
labrus_bergylta ENSLBEG00000016318
tetraodon_nigroviridis ENSTNIG00000007092
takifugu_rubripes ENSTRUG00000011042
gasterosteus_aculeatus ENSGACG00000009882
cynoglossus_semilaevis ENSCSEG00000004706
amphiprion_percula ENSAPEG00000023589
amphiprion_ocellaris ENSAOCG00000012519
acanthochromis_polyacanthus ENSAPOG00000009907
stegastes_partitus ENSSPAG00000020972
maylandia_zebra ENSMZEG00005000880
astatotilapia_calliptera ENSACLG00000019520
haplochromis_burtoni ENSHBUG00000011788
pundamilia_nyererei ENSPNYG00000019671
neolamprologus_brichardi ENSNBRG00000022557
oreochromis_niloticus ENSONIG00000020323
amphilophus_citrinellus ENSACIG00000012474
xiphophorus_maculatus ENSXMAG00000010051
xiphophorus_couchianus ENSXCOG00000017330
gambusia_affinis ENSGAFG00000020325
poecilia_latipinna ENSPLAG00000002492
poecilia_formosa ENSPFOG00000005141
poecilia_mexicana ENSPMEG00000020909
poecilia_reticulata ENSPREG00000016576
fundulus_heteroclitus ENSFHEG00000006179
cyprinodon_variegatus ENSCVAG00000005499
kryptolebias_marmoratus ENSKMAG00000006024
oryzias_latipes_asm223471v1 ENSORLG00020020721
oryzias_latipes_asm223469v1 ENSORLG00015017015
oryzias_latipes_asm223467v1 ENSORLG00000013438
oryzias_melastigma ENSOMEG00000023913
hippocampus_comes ENSHCOG00000005616
esox_lucius ENSELUG00000005833
pygocentrus_nattereri ENSPNAG00000015017
astyanax_mexicanus ENSAMXG00000015616
ictalurus_punctatus ENSIPUG00000019366
danio_rerio ENSDARG00000007196
scleropages_formosus ENSSFOG00015004461
paramormyrops_kingsleyae ENSPKIG00000018254
gadus_morhua ENSGMOG00000016670
esox_lucius ENSELUG00000013556
lepisosteus_oculatus ENSLOCG00000003469
dasypus_novemcinctus ENSDNOG00000003627
choloepus_hoffmanni ENSCHOG00000008805
mus_spicilegus ENSMSIG00000026688
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027509
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025664
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024744
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026185
rattus_norvegicus ENSRNOG00000021295
meriones_unguiculatus ENSMUGG00000010027
meriones_unguiculatus ENSMUGG00000010317
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012313
cricetulus_griseus_crigri-picr ENSCGRG00015016883
