eptatretus_burgeri ENSEBUG00000001742
petromyzon_marinus ENSPMAG00000007793
ictalurus_punctatus ENSIPUG00000008410
zonotrichia_albicollis ENSZALG00000004931
pygocentrus_nattereri ENSPNAG00000010708
astyanax_mexicanus ENSAMXG00000008849
danio_rerio ENSDARG00000063570
esox_lucius ENSELUG00000013555
paramormyrops_kingsleyae ENSPKIG00000014213
scleropages_formosus ENSSFOG00015013261
monopterus_albus ENSMALG00000012320
mastacembelus_armatus ENSMAMG00000016573
mola_mola ENSMMOG00000014011
seriola_dumerili ENSSDUG00000001827
seriola_lalandi_dorsalis ENSSLDG00000013570
scophthalmus_maximus ENSSMAG00000008975
labrus_bergylta ENSLBEG00000024100
gasterosteus_aculeatus ENSGACG00000010440
takifugu_rubripes ENSTRUG00000006869
tetraodon_nigroviridis ENSTNIG00000005913
anabas_testudineus ENSATEG00000019767
amphiprion_percula ENSAPEG00000005935
amphiprion_ocellaris ENSAOCG00000019484
acanthochromis_polyacanthus ENSAPOG00000013865
stegastes_partitus ENSSPAG00000004605
poecilia_formosa ENSPFOG00000009262
poecilia_latipinna ENSPLAG00000015877
poecilia_mexicana ENSPMEG00000023950
poecilia_reticulata ENSPREG00000011700
xiphophorus_maculatus ENSXMAG00000001707
xiphophorus_couchianus ENSXCOG00000010651
gambusia_affinis ENSGAFG00000013853
fundulus_heteroclitus ENSFHEG00000005499
cyprinodon_variegatus ENSCVAG00000007522
kryptolebias_marmoratus ENSKMAG00000019933
oryzias_latipes_asm223471v1 ENSORLG00020007158
oryzias_latipes_asm223467v1 ENSORLG00000005417
oryzias_latipes_asm223469v1 ENSORLG00015000345
oryzias_melastigma ENSOMEG00000006496
astatotilapia_calliptera ENSACLG00000009745
pundamilia_nyererei ENSPNYG00000014417
maylandia_zebra ENSMZEG00005004603
haplochromis_burtoni ENSHBUG00000003633
neolamprologus_brichardi ENSNBRG00000022549
oreochromis_niloticus ENSONIG00000011165
amphilophus_citrinellus ENSACIG00000007706
periophthalmus_magnuspinnatus ENSPMGG00000011188
hippocampus_comes ENSHCOG00000002462
cynoglossus_semilaevis ENSCSEG00000015961
gadus_morhua ENSGMOG00000010249
esox_lucius ENSELUG00000019596
pygocentrus_nattereri ENSPNAG00000013205
astyanax_mexicanus ENSAMXG00000002931
ictalurus_punctatus ENSIPUG00000014580
danio_rerio ENSDARG00000023814
paramormyrops_kingsleyae ENSPKIG00000015403
lepisosteus_oculatus ENSLOCG00000004953
pogona_vitticeps ENSPVIG00000023761
anolis_carolinensis ENSACAG00000009116
notechis_scutatus ENSNSUG00000017825
salvator_merianae ENSSMRG00000023000
sphenodon_punctatus ENSSPUG00000000621
calidris_pugnax ENSCPUG00000012453
calidris_pygmaea ENSCPGG00000012415
parus_major ENSPMJG00000009547
cyanistes_caeruleus ENSCCEG00000017182
taeniopygia_guttata ENSTGUG00000004960
lonchura_striata_domestica ENSLSDG00000008264
serinus_canaria ENSSCAG00000010775
ficedula_albicollis ENSFALG00000005140
lepidothrix_coronata ENSLCOG00000006349
manacus_vitellinus ENSMVIG00005014948
junco_hyemalis ENSJHYG00000001964
melopsittacus_undulatus ENSMUNG00000008453
gallus_gallus ENSGALG00000016053
coturnix_japonica ENSCJPG00005007871
meleagris_gallopavo ENSMGAG00000014551
numida_meleagris ENSNMEG00000012838
anas_platyrhynchos_platyrhynchos ENSAPLG00000011621
anser_brachyrhynchus ENSABRG00000007369
apteryx_owenii ENSAOWG00000018204
apteryx_haastii ENSAHAG00000009146
apteryx_rowi ENSARWG00000013041
dromaius_novaehollandiae ENSDNVG00000009690
nothoprocta_perdicaria ENSNPEG00000013256
crocodylus_porosus ENSCPRG00005015754
chelonoidis_abingdonii ENSCABG00000021301
gopherus_agassizii ENSGAGG00000018907
chrysemys_picta_bellii ENSCPBG00000012395
pelodiscus_sinensis ENSPSIG00000011508
bos_taurus ENSBTAG00000001771
bos_mutus ENSBMUG00000006697
bison_bison_bison ENSBBBG00000008301
capra_hircus ENSCHIG00000026093
ovis_aries ENSOARG00000014368
sus_scrofa ENSSSCG00000030480
tursiops_truncatus ENSTTRG00000001410
vicugna_pacos ENSVPAG00000009787
sorex_araneus ENSSARG00000012399
ursus_americanus ENSUAMG00000002066
ursus_maritimus ENSUMAG00000000314
ailuropoda_melanoleuca ENSAMEG00000018223
mustela_putorius_furo ENSMPUG00000008456
neovison_vison ENSNVIG00000016237
canis_lupus_familiaris ENSCAFG00000009801
canis_lupus_dingo ENSCAFG00020024369
vulpes_vulpes ENSVVUG00000025378
panthera_tigris_altaica ENSPTIG00000017042
panthera_pardus ENSPPRG00000007385
felis_catus ENSFCAG00000024560
myotis_lucifugus ENSMLUG00000001435
pteropus_vampyrus ENSPVAG00000016997
equus_asinus_asinus ENSEASG00005006080
equus_caballus ENSECAG00000024965
octodon_degus ENSODEG00000011707
chinchilla_lanigera ENSCLAG00000011834
cavia_porcellus ENSCPOG00000037211
cavia_aperea ENSCAPG00000000366
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004983
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015475
fukomys_damarensis ENSFDAG00000013789
urocitellus_parryii ENSUPAG00010020176
marmota_marmota_marmota ENSMMMG00000003463
spermophilus_dauricus ENSSDAG00000007913
ictidomys_tridecemlineatus ENSSTOG00000016151
castor_canadensis ENSCCNG00000016820
dipodomys_ordii ENSDORG00000002472
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021898
mus_spicilegus ENSMSIG00000010496
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022897
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020992
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016697
rattus_norvegicus ENSRNOG00000001662
meriones_unguiculatus ENSMUGG00000005676
meriones_unguiculatus ENSMUGG00000005767
cricetulus_griseus_crigri-picr ENSCGRG00015016125
