tetraodon_nigroviridis ENSTNIG00000004023
labrus_bergylta ENSLBEG00000026173
periophthalmus_magnuspinnatus ENSPMGG00000005601
fundulus_heteroclitus ENSFHEG00000021174
cyprinodon_variegatus ENSCVAG00000006099
poecilia_formosa ENSPFOG00000012065
poecilia_mexicana ENSPMEG00000021527
poecilia_latipinna ENSPLAG00000002815
poecilia_reticulata ENSPREG00000003238
xiphophorus_couchianus ENSXCOG00000006463
xiphophorus_maculatus ENSXMAG00000007625
gambusia_affinis ENSGAFG00000001740
kryptolebias_marmoratus ENSKMAG00000015743
oryzias_latipes_asm223471v1 ENSORLG00020004671
oryzias_latipes_asm223469v1 ENSORLG00015011764
oryzias_latipes_asm223467v1 ENSORLG00000000674
oryzias_melastigma ENSOMEG00000018390
amphiprion_ocellaris ENSAOCG00000015639
amphiprion_percula ENSAPEG00000005522
acanthochromis_polyacanthus ENSAPOG00000003457
stegastes_partitus ENSSPAG00000004840
maylandia_zebra ENSMZEG00005012158
astatotilapia_calliptera ENSACLG00000018307
haplochromis_burtoni ENSHBUG00000004285
pundamilia_nyererei ENSPNYG00000005440
neolamprologus_brichardi ENSNBRG00000018463
oreochromis_niloticus ENSONIG00000014839
amphilophus_citrinellus ENSACIG00000001773
hippocampus_comes ENSHCOG00000005843
mastacembelus_armatus ENSMAMG00000012696
monopterus_albus ENSMALG00000009758
anabas_testudineus ENSATEG00000010453
mola_mola ENSMMOG00000008199
takifugu_rubripes ENSTRUG00000011249
gasterosteus_aculeatus ENSGACG00000002931
scophthalmus_maximus ENSSMAG00000014232
cynoglossus_semilaevis ENSCSEG00000008407
seriola_dumerili ENSSDUG00000019912
seriola_lalandi_dorsalis ENSSLDG00000021633
gadus_morhua ENSGMOG00000008291
esox_lucius ENSELUG00000019131
pygocentrus_nattereri ENSPNAG00000002156
astyanax_mexicanus ENSAMXG00000014450
ictalurus_punctatus ENSIPUG00000018774
danio_rerio ENSDARG00000059917
scleropages_formosus ENSSFOG00015005168
paramormyrops_kingsleyae ENSPKIG00000015771
lepisosteus_oculatus ENSLOCG00000007212
calidris_pygmaea ENSCPGG00000018545
calidris_pugnax ENSCPUG00000009385
melopsittacus_undulatus ENSMUNG00000007664
manacus_vitellinus ENSMVIG00005018333
manacus_vitellinus ENSMVIG00005000225
lepidothrix_coronata ENSLCOG00000000250
lonchura_striata_domestica ENSLSDG00000009744
taeniopygia_guttata ENSTGUG00000009052
serinus_canaria ENSSCAG00000016815
cyanistes_caeruleus ENSCCEG00000022205
parus_major ENSPMJG00000003240
ficedula_albicollis ENSFALG00000007967
junco_hyemalis ENSJHYG00000018462
zonotrichia_albicollis ENSZALG00000006983
gallus_gallus ENSGALG00000006955
meleagris_gallopavo ENSMGAG00000009211
coturnix_japonica ENSCJPG00005019501
numida_meleagris ENSNMEG00000014622
anser_brachyrhynchus ENSABRG00000018557
apteryx_haastii ENSAHAG00000011326
apteryx_rowi ENSARWG00000002195
apteryx_owenii ENSAOWG00000000125
dromaius_novaehollandiae ENSDNVG00000003317
nothoprocta_perdicaria ENSNPEG00000015442
crocodylus_porosus ENSCPRG00005013862
chelonoidis_abingdonii ENSCABG00000018190
gopherus_agassizii ENSGAGG00000008577
chrysemys_picta_bellii ENSCPBG00000023791
pelodiscus_sinensis ENSPSIG00000008157
anolis_carolinensis ENSACAG00000006178
pogona_vitticeps ENSPVIG00000021205
notechis_scutatus ENSNSUG00000012314
salvator_merianae ENSSMRG00000013498
sphenodon_punctatus ENSSPUG00000003868
phascolarctos_cinereus ENSPCIG00000015045
sarcophilus_harrisii ENSSHAG00000008374
monodelphis_domestica ENSMODG00000004869
peromyscus_maniculatus_bairdii ENSPEMG00000030735
microtus_ochrogaster ENSMOCG00000016510
cricetulus_griseus_crigri-picr ENSCGRG00015025376
cricetulus_griseus_crigri_1.0 ENSCGRG00000011036
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014847
mesocricetus_auratus ENSMAUG00000021828
mus_spicilegus ENSMSIG00000006212
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023864
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025010
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022943
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014433
rattus_norvegicus ENSRNOG00000048973
rattus_norvegicus ENSRNOG00000014551
meriones_unguiculatus ENSMUGG00000009190
nannospalax_galili ENSNGAG00000023593
jaculus_jaculus ENSJJAG00000013102
jaculus_jaculus ENSJJAG00000000459
jaculus_jaculus ENSJJAG00000022402
oryctolagus_cuniculus ENSOCUG00000011114
ochotona_princeps ENSOPRG00000009983
carlito_syrichta ENSTSYG00000009466
carlito_syrichta ENSTSYG00000035341
propithecus_coquereli ENSPCOG00000020585
microcebus_murinus ENSMICG00000037344
prolemur_simus ENSPSMG00000011211
otolemur_garnettii ENSOGAG00000015065
macaca_fascicularis ENSMFAG00000037933
macaca_mulatta ENSMMUG00000016689
macaca_nemestrina ENSMNEG00000034961
cercocebus_atys ENSCATG00000045279
papio_anubis ENSPANG00000021449
theropithecus_gelada ENSTGEG00000013676
mandrillus_leucophaeus ENSMLEG00000021833
chlorocebus_sabaeus ENSCSAG00000006119
rhinopithecus_roxellana ENSRROG00000001051
rhinopithecus_bieti ENSRBIG00000042455
piliocolobus_tephrosceles ENSPTEG00000033024
colobus_angolensis_palliatus ENSCANG00000036699
homo_sapiens ENSG00000107443
gorilla_gorilla ENSGGOG00000006034
pan_paniscus ENSPPAG00000039585
pan_troglodytes ENSPTRG00000002790
pongo_abelii ENSPPYG00000002515
nomascus_leucogenys ENSNLEG00000013305
gorilla_gorilla ENSGGOG00000040626
callithrix_jacchus ENSCJAG00000040339
saimiri_boliviensis_boliviensis ENSSBOG00000014297
cebus_capucinus_imitator ENSCCAG00000034523
aotus_nancymaae ENSANAG00000037354
aotus_nancymaae ENSANAG00000033982
castor_canadensis ENSCCNG00000030482
dipodomys_ordii ENSDORG00000008265
marmota_marmota_marmota ENSMMMG00000021357
marmota_marmota_marmota ENSMMMG00000010589
spermophilus_dauricus ENSSDAG00000023411
ictidomys_tridecemlineatus ENSSTOG00000005634
urocitellus_parryii ENSUPAG00010013959
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014255
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001386
fukomys_damarensis ENSFDAG00000006074
cavia_aperea ENSCAPG00000006825
cavia_porcellus ENSCPOG00000001476
chinchilla_lanigera ENSCLAG00000003191
octodon_degus ENSODEG00000016657
panthera_pardus ENSPPRG00000024619
panthera_tigris_altaica ENSPTIG00000011284
felis_catus ENSFCAG00000028842
ursus_americanus ENSUAMG00000020743
ursus_maritimus ENSUMAG00000021372
ailuropoda_melanoleuca ENSAMEG00000000344
neovison_vison ENSNVIG00000000041
mustela_putorius_furo ENSMPUG00000017092
canis_lupus_familiaris ENSCAFG00000008454
canis_lupus_dingo ENSCAFG00020005556
vulpes_vulpes ENSVVUG00000022906
sorex_araneus ENSSARG00000002857
equus_asinus_asinus ENSEASG00005011335
equus_caballus ENSECAG00000016020
pteropus_vampyrus ENSPVAG00000004147
myotis_lucifugus ENSMLUG00000022649
myotis_lucifugus ENSMLUG00000014058
erinaceus_europaeus ENSEEUG00000002270
tursiops_truncatus ENSTTRG00000005392
vicugna_pacos ENSVPAG00000000490
capra_hircus ENSCHIG00000018179
ovis_aries ENSOARG00000006990
bos_mutus ENSBMUG00000020483
bos_taurus ENSBTAG00000033685
bison_bison_bison ENSBBBG00000022128
sus_scrofa ENSSSCG00000010502
tupaia_belangeri ENSTBEG00000002833
dasypus_novemcinctus ENSDNOG00000046545
choloepus_hoffmanni ENSCHOG00000007958
procavia_capensis ENSPCAG00000011521
echinops_telfairi ENSETEG00000019929
loxodonta_africana ENSLAFG00000008972
ornithorhynchus_anatinus ENSOANG00000015791
xenopus_tropicalis ENSXETG00000012186
latimeria_chalumnae ENSLACG00000005878
