propithecus_coquereli ENSPCOG00000004123
microcebus_murinus ENSMICG00000017186
otolemur_garnettii ENSOGAG00000012274
pan_troglodytes ENSPTRG00000005432
pan_paniscus ENSPPAG00000038461
homo_sapiens ENSG00000139437
pongo_abelii ENSPPYG00000004940
papio_anubis ENSPANG00000006125
cercocebus_atys ENSCATG00000041253
mandrillus_leucophaeus ENSMLEG00000038876
macaca_fascicularis ENSMFAG00000038815
macaca_fascicularis ENSMFAG00000035910
macaca_mulatta ENSMMUG00000031562
macaca_nemestrina ENSMNEG00000029596
chlorocebus_sabaeus ENSCSAG00000002719
rhinopithecus_roxellana ENSRROG00000037380
rhinopithecus_bieti ENSRBIG00000016696
piliocolobus_tephrosceles ENSPTEG00000021824
callithrix_jacchus ENSCJAG00000009739
saimiri_boliviensis_boliviensis ENSSBOG00000031158
cebus_capucinus_imitator ENSCCAG00000027565
aotus_nancymaae ENSANAG00000028609
jaculus_jaculus ENSJJAG00000023867
oryctolagus_cuniculus ENSOCUG00000001055
tursiops_truncatus ENSTTRG00000005130
choloepus_hoffmanni ENSCHOG00000006740
loxodonta_africana ENSLAFG00000006926
notamacropus_eugenii ENSMEUG00000007420
ornithorhynchus_anatinus ENSOANG00000004097
