astyanax_mexicanus ENSAMXG00000035074
pygocentrus_nattereri ENSPNAG00000013749
ictalurus_punctatus ENSIPUG00000002360
danio_rerio ENSDARG00000039299
seriola_dumerili ENSSDUG00000020967
seriola_lalandi_dorsalis ENSSLDG00000013397
scophthalmus_maximus ENSSMAG00000013105
poecilia_formosa ENSPFOG00000006885
poecilia_latipinna ENSPLAG00000016252
poecilia_mexicana ENSPMEG00000019501
poecilia_reticulata ENSPREG00000011714
xiphophorus_couchianus ENSXCOG00000009415
xiphophorus_maculatus ENSXMAG00000021472
gambusia_affinis ENSGAFG00000010972
fundulus_heteroclitus ENSFHEG00000015655
cyprinodon_variegatus ENSCVAG00000013973
kryptolebias_marmoratus ENSKMAG00000002009
oryzias_latipes_asm223467v1 ENSORLG00000027646
oryzias_latipes_asm223471v1 ENSORLG00020022210
oryzias_latipes_asm223469v1 ENSORLG00015000636
oryzias_melastigma ENSOMEG00000019363
pundamilia_nyererei ENSPNYG00000009530
astatotilapia_calliptera ENSACLG00000003000
maylandia_zebra ENSMZEG00005016676
haplochromis_burtoni ENSHBUG00000005456
oreochromis_niloticus ENSONIG00000015633
neolamprologus_brichardi ENSNBRG00000016142
amphilophus_citrinellus ENSACIG00000003363
anabas_testudineus ENSATEG00000015130
labrus_bergylta ENSLBEG00000007818
gadus_morhua ENSGMOG00000001772
esox_lucius ENSELUG00000017067
scleropages_formosus ENSSFOG00015004000
paramormyrops_kingsleyae ENSPKIG00000022126
scleropages_formosus ENSSFOG00015004378
paramormyrops_kingsleyae ENSPKIG00000014519
oryzias_latipes_asm223467v1 ENSORLG00000011495
oryzias_latipes_asm223471v1 ENSORLG00020017140
oryzias_latipes_asm223469v1 ENSORLG00015012068
oryzias_melastigma ENSOMEG00000022779
cynoglossus_semilaevis ENSCSEG00000004035
seriola_lalandi_dorsalis ENSSLDG00000024268
seriola_dumerili ENSSDUG00000004236
labrus_bergylta ENSLBEG00000011927
mastacembelus_armatus ENSMAMG00000004120
monopterus_albus ENSMALG00000022241
anabas_testudineus ENSATEG00000017978
astatotilapia_calliptera ENSACLG00000025071
maylandia_zebra ENSMZEG00005002146
pundamilia_nyererei ENSPNYG00000023385
haplochromis_burtoni ENSHBUG00000023678
neolamprologus_brichardi ENSNBRG00000022525
oreochromis_niloticus ENSONIG00000005884
amphilophus_citrinellus ENSACIG00000009469
xiphophorus_couchianus ENSXCOG00000001715
xiphophorus_maculatus ENSXMAG00000022080
gambusia_affinis ENSGAFG00000001685
poecilia_formosa ENSPFOG00000018561
poecilia_mexicana ENSPMEG00000012315
poecilia_latipinna ENSPLAG00000019343
poecilia_reticulata ENSPREG00000009247
fundulus_heteroclitus ENSFHEG00000015249
cyprinodon_variegatus ENSCVAG00000002978
kryptolebias_marmoratus ENSKMAG00000019636
amphiprion_percula ENSAPEG00000008975
amphiprion_ocellaris ENSAOCG00000008410
acanthochromis_polyacanthus ENSAPOG00000008597
stegastes_partitus ENSSPAG00000013473
takifugu_rubripes ENSTRUG00000004920
tetraodon_nigroviridis ENSTNIG00000012234
mola_mola ENSMMOG00000015625
gasterosteus_aculeatus ENSGACG00000008356
scophthalmus_maximus ENSSMAG00000001843
hippocampus_comes ENSHCOG00000020123
periophthalmus_magnuspinnatus ENSPMGG00000022000
gadus_morhua ENSGMOG00000008647
esox_lucius ENSELUG00000008617
danio_rerio ENSDARG00000002467
