loxodonta_africana ENSLAFG00000014585
echinops_telfairi ENSETEG00000013662
choloepus_hoffmanni ENSCHOG00000012874
dasypus_novemcinctus ENSDNOG00000040193
mus_spicilegus ENSMSIG00000026978
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020460
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042888
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019564
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030581
rattus_norvegicus ENSRNOG00000025726
meriones_unguiculatus ENSMUGG00000027029
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012712
cricetulus_griseus_crigri-picr ENSCGRG00015026323
mesocricetus_auratus ENSMAUG00000001224
peromyscus_maniculatus_bairdii ENSPEMG00000030720
jaculus_jaculus ENSJJAG00000007138
castor_canadensis ENSCCNG00000005536
chinchilla_lanigera ENSCLAG00000007170
ictidomys_tridecemlineatus ENSSTOG00000012227
oryctolagus_cuniculus ENSOCUG00000006528
ochotona_princeps ENSOPRG00000011169
microcebus_murinus ENSMICG00000041580
otolemur_garnettii ENSOGAG00000000521
homo_sapiens ENSG00000186143
pongo_abelii ENSPPYG00000012561
chlorocebus_sabaeus ENSCSAG00000019460
macaca_mulatta ENSMMUG00000002393
equus_asinus_asinus ENSEASG00005012570
erinaceus_europaeus ENSEEUG00000001548
capra_hircus ENSCHIG00000003060
bos_taurus ENSBTAG00000047596
sus_scrofa ENSSSCG00000008552
ursus_americanus ENSUAMG00000006904
ailuropoda_melanoleuca ENSAMEG00000020107
mustela_putorius_furo ENSMPUG00000018646
canis_lupus_dingo ENSCAFG00020024698
canis_lupus_familiaris ENSCAFG00000032246
vulpes_vulpes ENSVVUG00000016238
pteropus_vampyrus ENSPVAG00000015151
myotis_lucifugus ENSMLUG00000001395
phascolarctos_cinereus ENSPCIG00000012263
ornithorhynchus_anatinus ENSOANG00000028267
