calidris_pygmaea ENSCPGG00000016930
calidris_pugnax ENSCPUG00000000290
melopsittacus_undulatus ENSMUNG00000000361
parus_major ENSPMJG00000016332
cyanistes_caeruleus ENSCCEG00000021105
ficedula_albicollis ENSFALG00000014046
zonotrichia_albicollis ENSZALG00000016050
junco_hyemalis ENSJHYG00000007237
taeniopygia_guttata ENSTGUG00000009447
lonchura_striata_domestica ENSLSDG00000004850
serinus_canaria ENSSCAG00000011250
manacus_vitellinus ENSMVIG00005004215
lepidothrix_coronata ENSLCOG00000003758
gallus_gallus ENSGALG00000030546
coturnix_japonica ENSCJPG00005015324
meleagris_gallopavo ENSMGAG00000007883
numida_meleagris ENSNMEG00000020350
anser_brachyrhynchus ENSABRG00000016511
anas_platyrhynchos_platyrhynchos ENSAPLG00000012276
apteryx_owenii ENSAOWG00000000869
apteryx_haastii ENSAHAG00000017359
apteryx_rowi ENSARWG00000002738
dromaius_novaehollandiae ENSDNVG00000012620
nothoprocta_perdicaria ENSNPEG00000005611
salvator_merianae ENSSMRG00000000309
pogona_vitticeps ENSPVIG00000012677
anolis_carolinensis ENSACAG00000001228
notechis_scutatus ENSNSUG00000003161
sphenodon_punctatus ENSSPUG00000006670
chrysemys_picta_bellii ENSCPBG00000010833
pelodiscus_sinensis ENSPSIG00000004191
chelonoidis_abingdonii ENSCABG00000003409
gopherus_agassizii ENSGAGG00000013983
crocodylus_porosus ENSCPRG00005007418
bos_mutus ENSBMUG00000025108
bison_bison_bison ENSBBBG00000022893
tursiops_truncatus ENSTTRG00000007510
equus_caballus ENSECAG00000038165
pteropus_vampyrus ENSPVAG00000006041
canis_lupus_dingo ENSCAFG00020022190
ursus_americanus ENSUAMG00000023969
felis_catus ENSFCAG00000013855
panthera_pardus ENSPPRG00000023487
procavia_capensis ENSPCAG00000004391
choloepus_hoffmanni ENSCHOG00000009223
pan_troglodytes ENSPTRG00000049065
pan_paniscus ENSPPAG00000037082
homo_sapiens ENSG00000261210
gorilla_gorilla ENSGGOG00000014011
pongo_abelii ENSPPYG00000007146
nomascus_leucogenys ENSNLEG00000005391
macaca_nemestrina ENSMNEG00000042205
macaca_fascicularis ENSMFAG00000031258
theropithecus_gelada ENSTGEG00000022997
papio_anubis ENSPANG00000025459
mandrillus_leucophaeus ENSMLEG00000030357
cercocebus_atys ENSCATG00000041390
rhinopithecus_bieti ENSRBIG00000034343
rhinopithecus_roxellana ENSRROG00000040948
colobus_angolensis_palliatus ENSCANG00000009646
piliocolobus_tephrosceles ENSPTEG00000025436
cebus_capucinus_imitator ENSCCAG00000022887
saimiri_boliviensis_boliviensis ENSSBOG00000031266
aotus_nancymaae ENSANAG00000022307
carlito_syrichta ENSTSYG00000006865
prolemur_simus ENSPSMG00000014100
propithecus_coquereli ENSPCOG00000025250
microcebus_murinus ENSMICG00000014006
spermophilus_dauricus ENSSDAG00000001136
urocitellus_parryii ENSUPAG00010009712
marmota_marmota_marmota ENSMMMG00000022680
ictidomys_tridecemlineatus ENSSTOG00000005574
panthera_tigris_altaica ENSPTIG00000007380
vulpes_vulpes ENSVVUG00000020729
capra_hircus ENSCHIG00000006771
bos_taurus ENSBTAG00000018250
peromyscus_maniculatus_bairdii ENSPEMG00000028498
meriones_unguiculatus ENSMUGG00000014027
oryctolagus_cuniculus ENSOCUG00000027083
loxodonta_africana ENSLAFG00000020762
chlorocebus_sabaeus ENSCSAG00000007816
otolemur_garnettii ENSOGAG00000012024
sarcophilus_harrisii ENSSHAG00000017841
monodelphis_domestica ENSMODG00000006115
ornithorhynchus_anatinus ENSOANG00000003223
latimeria_chalumnae ENSLACG00000007437
astyanax_mexicanus ENSAMXG00000009323
pygocentrus_nattereri ENSPNAG00000019660
ictalurus_punctatus ENSIPUG00000007735
danio_rerio ENSDARG00000115545
paramormyrops_kingsleyae ENSPKIG00000020080
scleropages_formosus ENSSFOG00015015230
esox_lucius ENSELUG00000012124
lepisosteus_oculatus ENSLOCG00000007089
