myotis_lucifugus ENSMLUG00000004698
spermophilus_dauricus ENSSDAG00000019334
phascolarctos_cinereus ENSPCIG00000017084
gopherus_agassizii ENSGAGG00000003996
gopherus_agassizii ENSGAGG00000003276
taeniopygia_guttata ENSTGUG00000018203
taeniopygia_guttata ENSTGUG00000016906
taeniopygia_guttata ENSTGUG00000018122
notechis_scutatus ENSNSUG00000011260
notechis_scutatus ENSNSUG00000005919
notechis_scutatus ENSNSUG00000003640
notechis_scutatus ENSNSUG00000003399
notechis_scutatus ENSNSUG00000017616
notechis_scutatus ENSNSUG00000017665
notechis_scutatus ENSNSUG00000004618
notechis_scutatus ENSNSUG00000008685
notechis_scutatus ENSNSUG00000003839
oryctolagus_cuniculus ENSOCUG00000029445
tupaia_belangeri ENSTBEG00000003410
pan_troglodytes ENSPTRG00000022702
gorilla_gorilla ENSGGOG00000026681
pan_paniscus ENSPPAG00000042150
nannospalax_galili ENSNGAG00000013756
bos_mutus ENSBMUG00000000300
monodelphis_domestica ENSMODG00000003732
bison_bison_bison ENSBBBG00000006402
bos_taurus ENSBTAG00000054887
ovis_aries ENSOARG00000003357
capra_hircus ENSCHIG00000024643
tursiops_truncatus ENSTTRG00000005556
sus_scrofa ENSSSCG00000003324
pteropus_vampyrus ENSPVAG00000004616
equus_asinus_asinus ENSEASG00005020469
equus_caballus ENSECAG00000013161
mustela_putorius_furo ENSMPUG00000006654
neovison_vison ENSNVIG00000012849
ursus_americanus ENSUAMG00000016125
ursus_maritimus ENSUMAG00000024766
canis_lupus_dingo ENSCAFG00020015147
canis_lupus_familiaris ENSCAFG00000030221
vulpes_vulpes ENSVVUG00000006567
panthera_pardus ENSPPRG00000010626
panthera_tigris_altaica ENSPTIG00000012452
felis_catus ENSFCAG00000025726
procavia_capensis ENSPCAG00000016671
dasypus_novemcinctus ENSDNOG00000044073
tupaia_belangeri ENSTBEG00000007314
castor_canadensis ENSCCNG00000005774
gorilla_gorilla ENSGGOG00000043593
gorilla_gorilla ENSGGOG00000009780
homo_sapiens ENSG00000196263
pan_paniscus ENSPPAG00000002078
pan_troglodytes ENSPTRG00000028873
pongo_abelii ENSPPYG00000010450
nomascus_leucogenys ENSNLEG00000035719
colobus_angolensis_palliatus ENSCANG00000028799
piliocolobus_tephrosceles ENSPTEG00000000988
rhinopithecus_bieti ENSRBIG00000039854
rhinopithecus_roxellana ENSRROG00000045375
macaca_nemestrina ENSMNEG00000037021
macaca_mulatta ENSMMUG00000044331
macaca_fascicularis ENSMFAG00000030605
mandrillus_leucophaeus ENSMLEG00000044463
cercocebus_atys ENSCATG00000040262
chlorocebus_sabaeus ENSCSAG00000001667
theropithecus_gelada ENSTGEG00000014191
papio_anubis ENSPANG00000016634
saimiri_boliviensis_boliviensis ENSSBOG00000020125
cebus_capucinus_imitator ENSCCAG00000036837
callithrix_jacchus ENSCJAG00000020296
aotus_nancymaae ENSANAG00000013231
carlito_syrichta ENSTSYG00000034034
microcebus_murinus ENSMICG00000014500
propithecus_coquereli ENSPCOG00000005892
ailuropoda_melanoleuca ENSAMEG00000010000
equus_caballus ENSECAG00000030010
bos_taurus ENSBTAG00000053375
choloepus_hoffmanni ENSCHOG00000001584
mus_spicilegus ENSMSIG00000003562
monodelphis_domestica ENSMODG00000002044
monodelphis_domestica ENSMODG00000022805
monodelphis_domestica ENSMODG00000025181
monodelphis_domestica ENSMODG00000023447
monodelphis_domestica ENSMODG00000023459
monodelphis_domestica ENSMODG00000023660
monodelphis_domestica ENSMODG00000023031
monodelphis_domestica ENSMODG00000006192
monodelphis_domestica ENSMODG00000023632
monodelphis_domestica ENSMODG00000029188
monodelphis_domestica ENSMODG00000025179
monodelphis_domestica ENSMODG00000010524
monodelphis_domestica ENSMODG00000029130
monodelphis_domestica ENSMODG00000017013
monodelphis_domestica ENSMODG00000023475
ursus_maritimus ENSUMAG00000003955
ursus_americanus ENSUAMG00000019484
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007530
echinops_telfairi ENSETEG00000016741
dasypus_novemcinctus ENSDNOG00000042295
salvator_merianae ENSSMRG00000020738
salvator_merianae ENSSMRG00000019918
salvator_merianae ENSSMRG00000019739
sphenodon_punctatus ENSSPUG00000013646
oreochromis_niloticus ENSONIG00000021440
