calidris_pugnax ENSCPUG00000017547
melopsittacus_undulatus ENSMUNG00000001830
calidris_pygmaea ENSCPGG00000013297
melopsittacus_undulatus ENSMUNG00000004374
anser_brachyrhynchus ENSABRG00000018825
anas_platyrhynchos_platyrhynchos ENSAPLG00000009237
coturnix_japonica ENSCJPG00005016997
coturnix_japonica ENSCJPG00005017000
gallus_gallus ENSGALG00000007656
numida_meleagris ENSNMEG00000020797
cyanistes_caeruleus ENSCCEG00000019653
parus_major ENSPMJG00000012220
ficedula_albicollis ENSFALG00000010773
junco_hyemalis ENSJHYG00000001141
zonotrichia_albicollis ENSZALG00000007327
serinus_canaria ENSSCAG00000016177
lonchura_striata_domestica ENSLSDG00000012190
lepidothrix_coronata ENSLCOG00000011378
manacus_vitellinus ENSMVIG00005016254
apteryx_haastii ENSAHAG00000019159
apteryx_rowi ENSARWG00000012553
apteryx_owenii ENSAOWG00000014609
nothoprocta_perdicaria ENSNPEG00000007225
dromaius_novaehollandiae ENSDNVG00000002380
crocodylus_porosus ENSCPRG00005007318
gopherus_agassizii ENSGAGG00000017670
chelonoidis_abingdonii ENSCABG00000022446
chrysemys_picta_bellii ENSCPBG00000014844
pelodiscus_sinensis ENSPSIG00000009496
meleagris_gallopavo ENSMGAG00000016420
pogona_vitticeps ENSPVIG00000005647
notechis_scutatus ENSNSUG00000020501
sphenodon_punctatus ENSSPUG00000012546
xenopus_tropicalis ENSXETG00000004589
latimeria_chalumnae ENSLACG00000012509
scleropages_formosus ENSSFOG00015005330
paramormyrops_kingsleyae ENSPKIG00000018962
seriola_dumerili ENSSDUG00000018491
seriola_lalandi_dorsalis ENSSLDG00000022727
cynoglossus_semilaevis ENSCSEG00000004854
mastacembelus_armatus ENSMAMG00000020985
monopterus_albus ENSMALG00000010928
anabas_testudineus ENSATEG00000015415
gasterosteus_aculeatus ENSGACG00000017113
mola_mola ENSMMOG00000002049
takifugu_rubripes ENSTRUG00000011401
labrus_bergylta ENSLBEG00000007834
scophthalmus_maximus ENSSMAG00000016233
fundulus_heteroclitus ENSFHEG00000015633
cyprinodon_variegatus ENSCVAG00000018106
poecilia_formosa ENSPFOG00000009872
poecilia_mexicana ENSPMEG00000014382
poecilia_latipinna ENSPLAG00000016807
poecilia_reticulata ENSPREG00000009155
xiphophorus_maculatus ENSXMAG00000013191
xiphophorus_couchianus ENSXCOG00000015739
gambusia_affinis ENSGAFG00000019863
kryptolebias_marmoratus ENSKMAG00000002979
oryzias_latipes_asm223467v1 ENSORLG00000001963
oryzias_latipes_asm223469v1 ENSORLG00015009778
oryzias_latipes_asm223471v1 ENSORLG00020020233
oryzias_melastigma ENSOMEG00000017478
maylandia_zebra ENSMZEG00005005584
astatotilapia_calliptera ENSACLG00000018817
pundamilia_nyererei ENSPNYG00000013615
haplochromis_burtoni ENSHBUG00000013732
neolamprologus_brichardi ENSNBRG00000022960
oreochromis_niloticus ENSONIG00000002817
amphilophus_citrinellus ENSACIG00000010629
amphiprion_ocellaris ENSAOCG00000007168
amphiprion_percula ENSAPEG00000008501
acanthochromis_polyacanthus ENSAPOG00000005959
stegastes_partitus ENSSPAG00000006405
periophthalmus_magnuspinnatus ENSPMGG00000017768
gadus_morhua ENSGMOG00000003732
esox_lucius ENSELUG00000002867
pygocentrus_nattereri ENSPNAG00000018771
astyanax_mexicanus ENSAMXG00000035488
ictalurus_punctatus ENSIPUG00000019736
danio_rerio ENSDARG00000036292
scleropages_formosus ENSSFOG00015010976
scleropages_formosus ENSSFOG00015010988
paramormyrops_kingsleyae ENSPKIG00000014211
lepisosteus_oculatus ENSLOCG00000015221
hippocampus_comes ENSHCOG00000004106
