seriola_lalandi_dorsalis ENSSLDG00000019003
scophthalmus_maximus ENSSMAG00000012205
monopterus_albus ENSMALG00000014752
mastacembelus_armatus ENSMAMG00000017953
anabas_testudineus ENSATEG00000019308
labrus_bergylta ENSLBEG00000004246
poecilia_mexicana ENSPMEG00000001626
poecilia_latipinna ENSPLAG00000007874
poecilia_formosa ENSPFOG00000022976
poecilia_reticulata ENSPREG00000019869
xiphophorus_maculatus ENSXMAG00000013090
xiphophorus_couchianus ENSXCOG00000017090
cyprinodon_variegatus ENSCVAG00000011262
fundulus_heteroclitus ENSFHEG00000015402
kryptolebias_marmoratus ENSKMAG00000018462
oryzias_latipes_asm223471v1 ENSORLG00020007117
oryzias_latipes_asm223467v1 ENSORLG00000025777
oryzias_latipes_asm223469v1 ENSORLG00015012559
oryzias_melastigma ENSOMEG00000020928
astatotilapia_calliptera ENSACLG00000018920
maylandia_zebra ENSMZEG00005018471
haplochromis_burtoni ENSHBUG00000021206
pundamilia_nyererei ENSPNYG00000014281
neolamprologus_brichardi ENSNBRG00000005133
oreochromis_niloticus ENSONIG00000005112
stegastes_partitus ENSSPAG00000000271
amphilophus_citrinellus ENSACIG00000002523
mola_mola ENSMMOG00000018653
seriola_dumerili ENSSDUG00000006027
cynoglossus_semilaevis ENSCSEG00000008912
hippocampus_comes ENSHCOG00000020360
esox_lucius ENSELUG00000020552
astyanax_mexicanus ENSAMXG00000039939
pygocentrus_nattereri ENSPNAG00000015840
ictalurus_punctatus ENSIPUG00000012433
danio_rerio ENSDARG00000103071
scleropages_formosus ENSSFOG00015012546
paramormyrops_kingsleyae ENSPKIG00000019501
