calidris_pugnax ENSCPUG00000013507
calidris_pygmaea ENSCPGG00000010384
melopsittacus_undulatus ENSMUNG00000015930
taeniopygia_guttata ENSTGUG00000005377
lonchura_striata_domestica ENSLSDG00000013635
serinus_canaria ENSSCAG00000003167
zonotrichia_albicollis ENSZALG00000015340
ficedula_albicollis ENSFALG00000010508
parus_major ENSPMJG00000016198
cyanistes_caeruleus ENSCCEG00000016098
manacus_vitellinus ENSMVIG00005010417
lepidothrix_coronata ENSLCOG00000003691
gallus_gallus ENSGALG00000010173
meleagris_gallopavo ENSMGAG00000001039
coturnix_japonica ENSCJPG00005003166
numida_meleagris ENSNMEG00000009989
anser_brachyrhynchus ENSABRG00000009444
anas_platyrhynchos_platyrhynchos ENSAPLG00000018126
apteryx_haastii ENSAHAG00000012316
apteryx_owenii ENSAOWG00000010884
apteryx_rowi ENSARWG00000004125
dromaius_novaehollandiae ENSDNVG00000007824
nothoprocta_perdicaria ENSNPEG00000013103
crocodylus_porosus ENSCPRG00005004751
chelonoidis_abingdonii ENSCABG00000019411
gopherus_agassizii ENSGAGG00000019091
chrysemys_picta_bellii ENSCPBG00000025469
pelodiscus_sinensis ENSPSIG00000016104
anolis_carolinensis ENSACAG00000003138
pogona_vitticeps ENSPVIG00000005362
notechis_scutatus ENSNSUG00000019916
salvator_merianae ENSSMRG00000012381
sphenodon_punctatus ENSSPUG00000001702
phascolarctos_cinereus ENSPCIG00000010599
notamacropus_eugenii ENSMEUG00000014802
sarcophilus_harrisii ENSSHAG00000004740
monodelphis_domestica ENSMODG00000003631
loxodonta_africana ENSLAFG00000017292
echinops_telfairi ENSETEG00000000231
dasypus_novemcinctus ENSDNOG00000041737
canis_lupus_familiaris ENSCAFG00000002032
canis_lupus_dingo ENSCAFG00020026866
vulpes_vulpes ENSVVUG00000006518
neovison_vison ENSNVIG00000007991
mustela_putorius_furo ENSMPUG00000005137
ursus_americanus ENSUAMG00000016424
ursus_maritimus ENSUMAG00000018690
ailuropoda_melanoleuca ENSAMEG00000012228
panthera_pardus ENSPPRG00000000862
