notamacropus_eugenii ENSMEUG00000010687
phascolarctos_cinereus ENSPCIG00000029785
sarcophilus_harrisii ENSSHAG00000005469
monodelphis_domestica ENSMODG00000011715
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021476
cricetulus_griseus_crigri_1.0 ENSCGRG00000016112
cricetulus_griseus_crigri-picr ENSCGRG00015000104
mesocricetus_auratus ENSMAUG00000011680
microtus_ochrogaster ENSMOCG00000000105
peromyscus_maniculatus_bairdii ENSPEMG00000024472
mus_spicilegus ENSMSIG00000017583
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021840
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020053
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019165
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030182
rattus_norvegicus ENSRNOG00000011611
meriones_unguiculatus ENSMUGG00000023762
peromyscus_maniculatus_bairdii ENSPEMG00000025489
microtus_ochrogaster ENSMOCG00000012555
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010991
cricetulus_griseus_crigri-picr ENSCGRG00015027919
mesocricetus_auratus ENSMAUG00000001985
mus_spicilegus ENSMSIG00000025440
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041775
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031720
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030609
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013814
rattus_norvegicus ENSRNOG00000016935
meriones_unguiculatus ENSMUGG00000010369
nannospalax_galili ENSNGAG00000002812
jaculus_jaculus ENSJJAG00000017492
jaculus_jaculus ENSJJAG00000013984
spermophilus_dauricus ENSSDAG00000018408
urocitellus_parryii ENSUPAG00010003130
ictidomys_tridecemlineatus ENSSTOG00000004388
marmota_marmota_marmota ENSMMMG00000002821
tupaia_belangeri ENSTBEG00000002697
propithecus_coquereli ENSPCOG00000025168
microcebus_murinus ENSMICG00000035738
prolemur_simus ENSPSMG00000004799
otolemur_garnettii ENSOGAG00000003471
castor_canadensis ENSCCNG00000004078
rhinopithecus_roxellana ENSRROG00000029721
rhinopithecus_bieti ENSRBIG00000024081
colobus_angolensis_palliatus ENSCANG00000042292
mandrillus_leucophaeus ENSMLEG00000028358
cercocebus_atys ENSCATG00000031704
colobus_angolensis_palliatus ENSCANG00000036898
macaca_nemestrina ENSMNEG00000038169
macaca_mulatta ENSMMUG00000048372
macaca_fascicularis ENSMFAG00000044107
chlorocebus_sabaeus ENSCSAG00000014664
cercocebus_atys ENSCATG00000029186
papio_anubis ENSPANG00000018091
mandrillus_leucophaeus ENSMLEG00000036018
theropithecus_gelada ENSTGEG00000010983
rhinopithecus_roxellana ENSRROG00000039841
colobus_angolensis_palliatus ENSCANG00000043084
pan_paniscus ENSPPAG00000027639
pan_troglodytes ENSPTRG00000044583
gorilla_gorilla ENSGGOG00000041654
homo_sapiens ENSG00000168175
pongo_abelii ENSPPYG00000005836
nomascus_leucogenys ENSNLEG00000027489
saimiri_boliviensis_boliviensis ENSSBOG00000023553
cebus_capucinus_imitator ENSCCAG00000030913
callithrix_jacchus ENSCJAG00000007515
callithrix_jacchus ENSCJAG00000022153
aotus_nancymaae ENSANAG00000037823
aotus_nancymaae ENSANAG00000019793
carlito_syrichta ENSTSYG00000001166
oryctolagus_cuniculus ENSOCUG00000004003
ochotona_princeps ENSOPRG00000013895
chinchilla_lanigera ENSCLAG00000009943
octodon_degus ENSODEG00000010738
cavia_aperea ENSCAPG00000017676
cavia_porcellus ENSCPOG00000003450
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017663
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001657
fukomys_damarensis ENSFDAG00000004836
panthera_pardus ENSPPRG00000008054
panthera_tigris_altaica ENSPTIG00000012239
felis_catus ENSFCAG00000040319
ursus_americanus ENSUAMG00000015356
ursus_maritimus ENSUMAG00000015971
ailuropoda_melanoleuca ENSAMEG00000007059
mustela_putorius_furo ENSMPUG00000005722
neovison_vison ENSNVIG00000004019
canis_lupus_dingo ENSCAFG00020018241
canis_lupus_familiaris ENSCAFG00000015007
vulpes_vulpes ENSVVUG00000029608
pteropus_vampyrus ENSPVAG00000016066
myotis_lucifugus ENSMLUG00000010402
equus_asinus_asinus ENSEASG00005003133
equus_caballus ENSECAG00000026837
bos_taurus ENSBTAG00000021986
bos_mutus ENSBMUG00000009871
bison_bison_bison ENSBBBG00000018974
capra_hircus ENSCHIG00000015375
ovis_aries ENSOARG00000021084
tursiops_truncatus ENSTTRG00000003317
sus_scrofa ENSSSCG00000005054
vicugna_pacos ENSVPAG00000008398
loxodonta_africana ENSLAFG00000026164
procavia_capensis ENSPCAG00000001536
echinops_telfairi ENSETEG00000018608
dasypus_novemcinctus ENSDNOG00000024969
choloepus_hoffmanni ENSCHOG00000001003
sorex_araneus ENSSARG00000011951
dipodomys_ordii ENSDORG00000027672
gopherus_agassizii ENSGAGG00000012394
chelonoidis_abingdonii ENSCABG00000018456
chrysemys_picta_bellii ENSCPBG00000020075
pelodiscus_sinensis ENSPSIG00000011538
apteryx_owenii ENSAOWG00000006206
apteryx_rowi ENSARWG00000008036
apteryx_haastii ENSAHAG00000003777
nothoprocta_perdicaria ENSNPEG00000014895
dromaius_novaehollandiae ENSDNVG00000008687
cyanistes_caeruleus ENSCCEG00000003450
parus_major ENSPMJG00000011812
lonchura_striata_domestica ENSLSDG00000008841
taeniopygia_guttata ENSTGUG00000013078
serinus_canaria ENSSCAG00000002421
zonotrichia_albicollis ENSZALG00000004143
junco_hyemalis ENSJHYG00000016176
ficedula_albicollis ENSFALG00000003774
lepidothrix_coronata ENSLCOG00000011697
manacus_vitellinus ENSMVIG00005011042
melopsittacus_undulatus ENSMUNG00000004325
calidris_pugnax ENSCPUG00000000172
calidris_pygmaea ENSCPGG00000001788
anser_brachyrhynchus ENSABRG00000012888
anas_platyrhynchos_platyrhynchos ENSAPLG00000006181
gallus_gallus ENSGALG00000035490
meleagris_gallopavo ENSMGAG00000013675
coturnix_japonica ENSCJPG00005006239
numida_meleagris ENSNMEG00000017132
pogona_vitticeps ENSPVIG00000002560
anolis_carolinensis ENSACAG00000016297
notechis_scutatus ENSNSUG00000019296
salvator_merianae ENSSMRG00000009557
sphenodon_punctatus ENSSPUG00000004696
