ciona_intestinalis ENSCING00000011278
caenorhabditis_elegans_strain_n2 WBGene00016442
chelonoidis_abingdonii ENSCABG00000002887
gopherus_agassizii ENSGAGG00000011771
pelodiscus_sinensis ENSPSIG00000010800
crocodylus_porosus ENSCPRG00005014004
chrysemys_picta_bellii ENSCPBG00000005029
apteryx_rowi ENSARWG00000001533
apteryx_haastii ENSAHAG00000007217
apteryx_owenii ENSAOWG00000014513
nothoprocta_perdicaria ENSNPEG00000004075
anas_platyrhynchos_platyrhynchos ENSAPLG00000007532
anser_brachyrhynchus ENSABRG00000020490
gallus_gallus ENSGALG00000040254
coturnix_japonica ENSCJPG00005020523
meleagris_gallopavo ENSMGAG00000001931
numida_meleagris ENSNMEG00000014221
lepidothrix_coronata ENSLCOG00000009581
manacus_vitellinus ENSMVIG00005013005
cyanistes_caeruleus ENSCCEG00000008063
parus_major ENSPMJG00000002034
ficedula_albicollis ENSFALG00000012458
taeniopygia_guttata ENSTGUG00000003601
lonchura_striata_domestica ENSLSDG00000015066
zonotrichia_albicollis ENSZALG00000017461
junco_hyemalis ENSJHYG00000005085
serinus_canaria ENSSCAG00000010855
calidris_pygmaea ENSCPGG00000009621
calidris_pugnax ENSCPUG00000003807
melopsittacus_undulatus ENSMUNG00000011212
anolis_carolinensis ENSACAG00000005691
pogona_vitticeps ENSPVIG00000007357
notechis_scutatus ENSNSUG00000014911
salvator_merianae ENSSMRG00000003151
sphenodon_punctatus ENSSPUG00000012456
propithecus_coquereli ENSPCOG00000001441
prolemur_simus ENSPSMG00000003423
microcebus_murinus ENSMICG00000006027
otolemur_garnettii ENSOGAG00000001840
pan_paniscus ENSPPAG00000040071
pan_troglodytes ENSPTRG00000013438
homo_sapiens ENSG00000101019
gorilla_gorilla ENSGGOG00000012109
pongo_abelii ENSPPYG00000010951
nomascus_leucogenys ENSNLEG00000035988
macaca_fascicularis ENSMFAG00000034648
macaca_nemestrina ENSMNEG00000035001
macaca_mulatta ENSMMUG00000010403
mandrillus_leucophaeus ENSMLEG00000038496
papio_anubis ENSPANG00000020456
theropithecus_gelada ENSTGEG00000004640
cercocebus_atys ENSCATG00000030969
chlorocebus_sabaeus ENSCSAG00000010434
rhinopithecus_roxellana ENSRROG00000041381
rhinopithecus_bieti ENSRBIG00000009679
colobus_angolensis_palliatus ENSCANG00000040124
piliocolobus_tephrosceles ENSPTEG00000011473
saimiri_boliviensis_boliviensis ENSSBOG00000015918
cebus_capucinus_imitator ENSCCAG00000020072
callithrix_jacchus ENSCJAG00000017831
aotus_nancymaae ENSANAG00000020623
oryctolagus_cuniculus ENSOCUG00000010593
ochotona_princeps ENSOPRG00000005485
tupaia_belangeri ENSTBEG00000009109
pteropus_vampyrus ENSPVAG00000010436
myotis_lucifugus ENSMLUG00000004477
ovis_aries ENSOARG00000012269
capra_hircus ENSCHIG00000012942
bos_mutus ENSBMUG00000004875
bison_bison_bison ENSBBBG00000017394
bos_taurus ENSBTAG00000030990
tursiops_truncatus ENSTTRG00000017016
vicugna_pacos ENSVPAG00000011024
sus_scrofa ENSSSCG00000038237
erinaceus_europaeus ENSEEUG00000010110
ursus_maritimus ENSUMAG00000005083
ursus_americanus ENSUAMG00000007961
ailuropoda_melanoleuca ENSAMEG00000009796
neovison_vison ENSNVIG00000015323
mustela_putorius_furo ENSMPUG00000017800
canis_lupus_dingo ENSCAFG00020005381
canis_lupus_familiaris ENSCAFG00000008016
panthera_tigris_altaica ENSPTIG00000000492
panthera_pardus ENSPPRG00000008852
felis_catus ENSFCAG00000033453
equus_caballus ENSECAG00000011605
equus_asinus_asinus ENSEASG00005005823
sorex_araneus ENSSARG00000000730
vulpes_vulpes ENSVVUG00000003951
carlito_syrichta ENSTSYG00000002277
choloepus_hoffmanni ENSCHOG00000012249
dasypus_novemcinctus ENSDNOG00000044074
loxodonta_africana ENSLAFG00000012360
procavia_capensis ENSPCAG00000004397
marmota_marmota_marmota ENSMMMG00000023253
spermophilus_dauricus ENSSDAG00000020667
ictidomys_tridecemlineatus ENSSTOG00000013116
urocitellus_parryii ENSUPAG00010004223
dipodomys_ordii ENSDORG00000001426
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025463
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005882
mus_spicilegus ENSMSIG00000003378
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024541
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025986
rattus_norvegicus ENSRNOG00000048309
meriones_unguiculatus ENSMUGG00000007953
peromyscus_maniculatus_bairdii ENSPEMG00000022290
microtus_ochrogaster ENSMOCG00000021669
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015318
cricetulus_griseus_crigri-picr ENSCGRG00015026023
