oryzias_latipes_asm223467v1 ENSORLG00000018713
oryzias_latipes_asm223471v1 ENSORLG00020009485
oryzias_latipes_asm223469v1 ENSORLG00015005759
oryzias_melastigma ENSOMEG00000004703
cynoglossus_semilaevis ENSCSEG00000001880
takifugu_rubripes ENSTRUG00000011873
tetraodon_nigroviridis ENSTNIG00000014671
labrus_bergylta ENSLBEG00000020641
gasterosteus_aculeatus ENSGACG00000001197
mola_mola ENSMMOG00000021736
mastacembelus_armatus ENSMAMG00000023849
monopterus_albus ENSMALG00000019028
anabas_testudineus ENSATEG00000007950
seriola_lalandi_dorsalis ENSSLDG00000023457
seriola_dumerili ENSSDUG00000013323
scophthalmus_maximus ENSSMAG00000000100
amphiprion_ocellaris ENSAOCG00000015299
amphiprion_percula ENSAPEG00000018823
acanthochromis_polyacanthus ENSAPOG00000011145
stegastes_partitus ENSSPAG00000012253
maylandia_zebra ENSMZEG00005011885
astatotilapia_calliptera ENSACLG00000021152
pundamilia_nyererei ENSPNYG00000009298
haplochromis_burtoni ENSHBUG00000022932
neolamprologus_brichardi ENSNBRG00000005487
oreochromis_niloticus ENSONIG00000018885
amphilophus_citrinellus ENSACIG00000018738
fundulus_heteroclitus ENSFHEG00000004394
cyprinodon_variegatus ENSCVAG00000008827
xiphophorus_maculatus ENSXMAG00000016879
gambusia_affinis ENSGAFG00000021564
poecilia_formosa ENSPFOG00000019073
poecilia_latipinna ENSPLAG00000016777
poecilia_mexicana ENSPMEG00000017342
poecilia_reticulata ENSPREG00000005557
kryptolebias_marmoratus ENSKMAG00000021780
periophthalmus_magnuspinnatus ENSPMGG00000003568
hippocampus_comes ENSHCOG00000006406
gadus_morhua ENSGMOG00000008185
esox_lucius ENSELUG00000007918
pygocentrus_nattereri ENSPNAG00000021935
astyanax_mexicanus ENSAMXG00000008389
ictalurus_punctatus ENSIPUG00000018435
paramormyrops_kingsleyae ENSPKIG00000024093
scleropages_formosus ENSSFOG00015006129
lepisosteus_oculatus ENSLOCG00000013056
manacus_vitellinus ENSMVIG00005018143
lepidothrix_coronata ENSLCOG00000012166
lonchura_striata_domestica ENSLSDG00000009773
taeniopygia_guttata ENSTGUG00000008280
serinus_canaria ENSSCAG00000004954
junco_hyemalis ENSJHYG00000002918
zonotrichia_albicollis ENSZALG00000016796
ficedula_albicollis ENSFALG00000012635
parus_major ENSPMJG00000012830
cyanistes_caeruleus ENSCCEG00000002856
taeniopygia_guttata ENSTGUG00000016948
melopsittacus_undulatus ENSMUNG00000005976
calidris_pygmaea ENSCPGG00000005770
calidris_pugnax ENSCPUG00000019849
anas_platyrhynchos_platyrhynchos ENSAPLG00000013959
anser_brachyrhynchus ENSABRG00000010309
meleagris_gallopavo ENSMGAG00000007717
coturnix_japonica ENSCJPG00005016123
gallus_gallus ENSGALG00000006345
numida_meleagris ENSNMEG00000020259
apteryx_haastii ENSAHAG00000009243
apteryx_rowi ENSARWG00000004099
apteryx_owenii ENSAOWG00000018556
dromaius_novaehollandiae ENSDNVG00000002767
nothoprocta_perdicaria ENSNPEG00000005224
crocodylus_porosus ENSCPRG00005017741
gopherus_agassizii ENSGAGG00000025704
chelonoidis_abingdonii ENSCABG00000004679
chrysemys_picta_bellii ENSCPBG00000014515
pelodiscus_sinensis ENSPSIG00000015061
pogona_vitticeps ENSPVIG00000020355
anolis_carolinensis ENSACAG00000013570
notechis_scutatus ENSNSUG00000001998
salvator_merianae ENSSMRG00000002526
sphenodon_punctatus ENSSPUG00000017015
ornithorhynchus_anatinus ENSOANG00000002492
ornithorhynchus_anatinus ENSOANG00000020335
sarcophilus_harrisii ENSSHAG00000002624
sarcophilus_harrisii ENSSHAG00000006646
phascolarctos_cinereus ENSPCIG00000007570
notamacropus_eugenii ENSMEUG00000011543
monodelphis_domestica ENSMODG00000007313
pteropus_vampyrus ENSPVAG00000016792
myotis_lucifugus ENSMLUG00000010638
equus_asinus_asinus ENSEASG00005015445
equus_caballus ENSECAG00000005661
ursus_americanus ENSUAMG00000017256
ursus_maritimus ENSUMAG00000015893
ailuropoda_melanoleuca ENSAMEG00000009426
mustela_putorius_furo ENSMPUG00000017259
neovison_vison ENSNVIG00000010171
canis_lupus_dingo ENSCAFG00020005686
canis_lupus_familiaris ENSCAFG00000004446
vulpes_vulpes ENSVVUG00000018128
felis_catus ENSFCAG00000001863
panthera_tigris_altaica ENSPTIG00000014059
