periophthalmus_magnuspinnatus ENSPMGG00000012658
labrus_bergylta ENSLBEG00000021388
ictalurus_punctatus ENSIPUG00000024935
equus_caballus ENSECAG00000013855
chrysemys_picta_bellii ENSCPBG00000006294
kryptolebias_marmoratus ENSKMAG00000017545
pundamilia_nyererei ENSPNYG00000004657
danio_rerio ENSDARG00000100588
scleropages_formosus ENSSFOG00015019558
lepisosteus_oculatus ENSLOCG00000003106
astyanax_mexicanus ENSAMXG00000021566
pygocentrus_nattereri ENSPNAG00000022340
paramormyrops_kingsleyae ENSPKIG00000009092
bison_bison_bison ENSBBBG00000021559
ovis_aries ENSOARG00000016333
capra_hircus ENSCHIG00000014701
bison_bison_bison ENSBBBG00000009917
ovis_aries ENSOARG00000007383
bos_taurus ENSBTAG00000001794
equus_asinus_asinus ENSEASG00005023046
felis_catus ENSFCAG00000011838
octodon_degus ENSODEG00000019772
octodon_degus ENSODEG00000019405
octodon_degus ENSODEG00000019017
microtus_ochrogaster ENSMOCG00000013679
microtus_ochrogaster ENSMOCG00000005921
mesocricetus_auratus ENSMAUG00000018691
microtus_ochrogaster ENSMOCG00000005162
mesocricetus_auratus ENSMAUG00000018374
rattus_norvegicus ENSRNOG00000060478
microtus_ochrogaster ENSMOCG00000022651
octodon_degus ENSODEG00000008241
microtus_ochrogaster ENSMOCG00000010848
saimiri_boliviensis_boliviensis ENSSBOG00000018267
rhinopithecus_bieti ENSRBIG00000042035
octodon_degus ENSODEG00000020422
octodon_degus ENSODEG00000019646
rattus_norvegicus ENSRNOG00000055777
octodon_degus ENSODEG00000018868
propithecus_coquereli ENSPCOG00000026724
rattus_norvegicus ENSRNOG00000029560
gorilla_gorilla ENSGGOG00000023917
octodon_degus ENSODEG00000020089
cavia_porcellus ENSCPOG00000022839
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022693
rhinopithecus_roxellana ENSRROG00000040246
octodon_degus ENSODEG00000019777
prolemur_simus ENSPSMG00000014136
meriones_unguiculatus ENSMUGG00000017642
mus_spicilegus ENSMSIG00000022557
peromyscus_maniculatus_bairdii ENSPEMG00000014036
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020793
octodon_degus ENSODEG00000017182
octodon_degus ENSODEG00000018931
octodon_degus ENSODEG00000010562
octodon_degus ENSODEG00000018615
octodon_degus ENSODEG00000018776
castor_canadensis ENSCCNG00000025677
macaca_mulatta ENSMMUG00000048946
macaca_fascicularis ENSMFAG00000013646
cercocebus_atys ENSCATG00000038417
papio_anubis ENSPANG00000032168
macaca_nemestrina ENSMNEG00000001691
theropithecus_gelada ENSTGEG00000018428
pan_troglodytes ENSPTRG00000010338
pan_paniscus ENSPPAG00000027352
aotus_nancymaae ENSANAG00000029130
cebus_capucinus_imitator ENSCCAG00000018119
cebus_capucinus_imitator ENSCCAG00000025354
macaca_fascicularis ENSMFAG00000029971
macaca_mulatta ENSMMUG00000030445
macaca_nemestrina ENSMNEG00000037779
macaca_mulatta ENSMMUG00000029624
mus_spicilegus ENSMSIG00000013143
mus_spicilegus ENSMSIG00000023669
rattus_norvegicus ENSRNOG00000029988
mus_spicilegus ENSMSIG00000026025
rattus_norvegicus ENSRNOG00000002340
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020144
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019909
octodon_degus ENSODEG00000019238
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020771
nannospalax_galili ENSNGAG00000021002
octodon_degus ENSODEG00000020026
mustela_putorius_furo ENSMPUG00000006166
panthera_pardus ENSPPRG00000024592
pteropus_vampyrus ENSPVAG00000004923
oryctolagus_cuniculus ENSOCUG00000027382
octodon_degus ENSODEG00000019779
jaculus_jaculus ENSJJAG00000014967
jaculus_jaculus ENSJJAG00000012055
jaculus_jaculus ENSJJAG00000020144
dipodomys_ordii ENSDORG00000025864
oryctolagus_cuniculus ENSOCUG00000024020
oryctolagus_cuniculus ENSOCUG00000020961
oryctolagus_cuniculus ENSOCUG00000021220
colobus_angolensis_palliatus ENSCANG00000009332
colobus_angolensis_palliatus ENSCANG00000009183
octodon_degus ENSODEG00000018834
colobus_angolensis_palliatus ENSCANG00000011617
mustela_putorius_furo ENSMPUG00000019693
canis_lupus_dingo ENSCAFG00020018966
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021782
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057863
chinchilla_lanigera ENSCLAG00000012455
piliocolobus_tephrosceles ENSPTEG00000025849
rhinopithecus_bieti ENSRBIG00000001639
macaca_mulatta ENSMMUG00000041188
nomascus_leucogenys ENSNLEG00000013689
otolemur_garnettii ENSOGAG00000027049
ictidomys_tridecemlineatus ENSSTOG00000020518
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013869
cricetulus_griseus_crigri-picr ENSCGRG00015002401
macaca_fascicularis ENSMFAG00000034345
macaca_nemestrina ENSMNEG00000044430
rhinopithecus_roxellana ENSRROG00000027854
piliocolobus_tephrosceles ENSPTEG00000024505
cebus_capucinus_imitator ENSCCAG00000033023
meriones_unguiculatus ENSMUGG00000005922
rattus_norvegicus ENSRNOG00000031947
octodon_degus ENSODEG00000020051
octodon_degus ENSODEG00000018935
urocitellus_parryii ENSUPAG00010023635
cebus_capucinus_imitator ENSCCAG00000000163
callithrix_jacchus ENSCJAG00000017072
pongo_abelii ENSPPYG00000009431
octodon_degus ENSODEG00000019312
tursiops_truncatus ENSTTRG00000013593
bos_mutus ENSBMUG00000026257
ursus_americanus ENSUAMG00000024537
octodon_degus ENSODEG00000019097
octodon_degus ENSODEG00000019811
rattus_norvegicus ENSRNOG00000033473
saimiri_boliviensis_boliviensis ENSSBOG00000034984
cebus_capucinus_imitator ENSCCAG00000020715
mandrillus_leucophaeus ENSMLEG00000040908
propithecus_coquereli ENSPCOG00000014752
equus_caballus ENSECAG00000036419
neovison_vison ENSNVIG00000014479
canis_lupus_familiaris ENSCAFG00000030352
rhinopithecus_roxellana ENSRROG00000010865
rhinopithecus_bieti ENSRBIG00000040853
nomascus_leucogenys ENSNLEG00000027120
pan_troglodytes ENSPTRG00000043558
gorilla_gorilla ENSGGOG00000022649
nomascus_leucogenys ENSNLEG00000028662
papio_anubis ENSPANG00000030284
cercocebus_atys ENSCATG00000032385
theropithecus_gelada ENSTGEG00000021845
cebus_capucinus_imitator ENSCCAG00000012127
aotus_nancymaae ENSANAG00000018768
cebus_capucinus_imitator ENSCCAG00000033214
otolemur_garnettii ENSOGAG00000030519
bos_taurus ENSBTAG00000045991
felis_catus ENSFCAG00000036281
carlito_syrichta ENSTSYG00000002350
vulpes_vulpes ENSVVUG00000022190
panthera_tigris_altaica ENSPTIG00000017235
castor_canadensis ENSCCNG00000029178
peromyscus_maniculatus_bairdii ENSPEMG00000028982
mus_spicilegus ENSMSIG00000007083
mus_spicilegus ENSMSIG00000018241
microtus_ochrogaster ENSMOCG00000017431
microtus_ochrogaster ENSMOCG00000013616
octodon_degus ENSODEG00000015156
piliocolobus_tephrosceles ENSPTEG00000000566
piliocolobus_tephrosceles ENSPTEG00000033048
aotus_nancymaae ENSANAG00000020975
macaca_mulatta ENSMMUG00000029285
macaca_nemestrina ENSMNEG00000028016
theropithecus_gelada ENSTGEG00000023096
aotus_nancymaae ENSANAG00000033757
saimiri_boliviensis_boliviensis ENSSBOG00000030685
sorex_araneus ENSSARG00000009625
canis_lupus_dingo ENSCAFG00020016544
pan_paniscus ENSPPAG00000035498
pan_troglodytes ENSPTRG00000052140
theropithecus_gelada ENSTGEG00000021146
bos_mutus ENSBMUG00000025956
procavia_capensis ENSPCAG00000006649
dasypus_novemcinctus ENSDNOG00000005163
theropithecus_gelada ENSTGEG00000011819
macaca_mulatta ENSMMUG00000038860
piliocolobus_tephrosceles ENSPTEG00000038990
carlito_syrichta ENSTSYG00000011608
chinchilla_lanigera ENSCLAG00000004460
castor_canadensis ENSCCNG00000014775
saimiri_boliviensis_boliviensis ENSSBOG00000036228
rattus_norvegicus ENSRNOG00000059955
ursus_americanus ENSUAMG00000016611
ursus_maritimus ENSUMAG00000007548
dasypus_novemcinctus ENSDNOG00000013511
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003962
rattus_norvegicus ENSRNOG00000061711
prolemur_simus ENSPSMG00000008491
equus_asinus_asinus ENSEASG00005001914
bos_taurus ENSBTAG00000048429
mustela_putorius_furo ENSMPUG00000020019
felis_catus ENSFCAG00000034509
peromyscus_maniculatus_bairdii ENSPEMG00000000976
rattus_norvegicus ENSRNOG00000061615
chinchilla_lanigera ENSCLAG00000017976
papio_anubis ENSPANG00000009506
cercocebus_atys ENSCATG00000021702
cebus_capucinus_imitator ENSCCAG00000019367
microtus_ochrogaster ENSMOCG00000016521
nannospalax_galili ENSNGAG00000001896
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020919
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019885
theropithecus_gelada ENSTGEG00000004587
papio_anubis ENSPANG00000035545
cercocebus_atys ENSCATG00000017493
macaca_fascicularis ENSMFAG00000033405
pongo_abelii ENSPPYG00000001725
ursus_maritimus ENSUMAG00000018923
sus_scrofa ENSSSCG00000011718
cricetulus_griseus_crigri_1.0 ENSCGRG00000002862
vulpes_vulpes ENSVVUG00000008688
rattus_norvegicus ENSRNOG00000030045
callithrix_jacchus ENSCJAG00000021859
microcebus_murinus ENSMICG00000035474
prolemur_simus ENSPSMG00000001940
aotus_nancymaae ENSANAG00000019538
cercocebus_atys ENSCATG00000032940
octodon_degus ENSODEG00000020286
octodon_degus ENSODEG00000018880
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010079
myotis_lucifugus ENSMLUG00000001381
octodon_degus ENSODEG00000012166
mus_spicilegus ENSMSIG00000025995
chlorocebus_sabaeus ENSCSAG00000018603
cebus_capucinus_imitator ENSCCAG00000020651
myotis_lucifugus ENSMLUG00000027660
octodon_degus ENSODEG00000018522
octodon_degus ENSODEG00000020193
octodon_degus ENSODEG00000019451
octodon_degus ENSODEG00000019330
mus_spicilegus ENSMSIG00000025745
gorilla_gorilla ENSGGOG00000015365
homo_sapiens ENSG00000130255
papio_anubis ENSPANG00000032485
rhinopithecus_bieti ENSRBIG00000008613
macaca_fascicularis ENSMFAG00000030267
macaca_mulatta ENSMMUG00000031532
mandrillus_leucophaeus ENSMLEG00000027974
colobus_angolensis_palliatus ENSCANG00000022235
saimiri_boliviensis_boliviensis ENSSBOG00000018984
otolemur_garnettii ENSOGAG00000024461
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022867
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000093922
ictidomys_tridecemlineatus ENSSTOG00000024075
fukomys_damarensis ENSFDAG00000019920
saimiri_boliviensis_boliviensis ENSSBOG00000034030
cebus_capucinus_imitator ENSCCAG00000030843
otolemur_garnettii ENSOGAG00000034009
theropithecus_gelada ENSTGEG00000018317
piliocolobus_tephrosceles ENSPTEG00000027346
pan_troglodytes ENSPTRG00000051647
pan_troglodytes ENSPTRG00000044154
fukomys_damarensis ENSFDAG00000006109
ovis_aries ENSOARG00000005723
capra_hircus ENSCHIG00000009813
bos_taurus ENSBTAG00000002565
bos_mutus ENSBMUG00000004464
oryctolagus_cuniculus ENSOCUG00000026408
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020254
rattus_norvegicus ENSRNOG00000032317
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014534
panthera_tigris_altaica ENSPTIG00000010112
panthera_pardus ENSPPRG00000009816
felis_catus ENSFCAG00000038313
cavia_porcellus ENSCPOG00000040089
bos_taurus ENSBTAG00000026034
bos_mutus ENSBMUG00000006498
bison_bison_bison ENSBBBG00000014372
capra_hircus ENSCHIG00000026735
sus_scrofa ENSSSCG00000039140
pongo_abelii ENSPPYG00000014856
piliocolobus_tephrosceles ENSPTEG00000025485
carlito_syrichta ENSTSYG00000030131
microcebus_murinus ENSMICG00000046401
sus_scrofa ENSSSCG00000033603
echinops_telfairi ENSETEG00000012943
vulpes_vulpes ENSVVUG00000027315
loxodonta_africana ENSLAFG00000028725
notamacropus_eugenii ENSMEUG00000004568
meleagris_gallopavo ENSMGAG00000000811
coturnix_japonica ENSCJPG00005006077
gopherus_agassizii ENSGAGG00000016477
notechis_scutatus ENSNSUG00000012412
monodelphis_domestica ENSMODG00000024858
notamacropus_eugenii ENSMEUG00000011606
chinchilla_lanigera ENSCLAG00000005568
chinchilla_lanigera ENSCLAG00000006297
mesocricetus_auratus ENSMAUG00000010470
rhinopithecus_roxellana ENSRROG00000044011
rhinopithecus_bieti ENSRBIG00000028205
papio_anubis ENSPANG00000033299
panthera_tigris_altaica ENSPTIG00000012120
ailuropoda_melanoleuca ENSAMEG00000012349
calidris_pygmaea ENSCPGG00000006191
manacus_vitellinus ENSMVIG00005019681
sphenodon_punctatus ENSSPUG00000012130
notamacropus_eugenii ENSMEUG00000002743
phascolarctos_cinereus ENSPCIG00000009495
monodelphis_domestica ENSMODG00000001275
apteryx_rowi ENSARWG00000015801
apteryx_owenii ENSAOWG00000003193
apteryx_haastii ENSAHAG00000010222
dromaius_novaehollandiae ENSDNVG00000005172
nothoprocta_perdicaria ENSNPEG00000010962
calidris_pygmaea ENSCPGG00000018452
calidris_pugnax ENSCPUG00000012946
junco_hyemalis ENSJHYG00000014462
zonotrichia_albicollis ENSZALG00000001487
ficedula_albicollis ENSFALG00000011964
lonchura_striata_domestica ENSLSDG00000014530
taeniopygia_guttata ENSTGUG00000000049
serinus_canaria ENSSCAG00000000651
parus_major ENSPMJG00000004382
cyanistes_caeruleus ENSCCEG00000022146
lepidothrix_coronata ENSLCOG00000007193
melopsittacus_undulatus ENSMUNG00000001570
anser_brachyrhynchus ENSABRG00000006017
anas_platyrhynchos_platyrhynchos ENSAPLG00000018797
crocodylus_porosus ENSCPRG00005013297
chelonoidis_abingdonii ENSCABG00000011601
gopherus_agassizii ENSGAGG00000013862
gopherus_agassizii ENSGAGG00000011379
chelonoidis_abingdonii ENSCABG00000021333
chrysemys_picta_bellii ENSCPBG00000016136
pelodiscus_sinensis ENSPSIG00000002110
pogona_vitticeps ENSPVIG00000017755
salvator_merianae ENSSMRG00000005597
numida_meleagris ENSNMEG00000007720
gallus_gallus ENSGALG00000000474
phascolarctos_cinereus ENSPCIG00000030836
phascolarctos_cinereus ENSPCIG00000033458
sarcophilus_harrisii ENSSHAG00000013492
ornithorhynchus_anatinus ENSOANG00000009202
notechis_scutatus ENSNSUG00000016321
xenopus_tropicalis ENSXETG00000027840
latimeria_chalumnae ENSLACG00000015161
seriola_dumerili ENSSDUG00000009676
scophthalmus_maximus ENSSMAG00000005612
amphiprion_ocellaris ENSAOCG00000001396
amphiprion_percula ENSAPEG00000022120
acanthochromis_polyacanthus ENSAPOG00000002210
stegastes_partitus ENSSPAG00000011406
kryptolebias_marmoratus ENSKMAG00000008851
cynoglossus_semilaevis ENSCSEG00000019593
oryzias_melastigma ENSOMEG00000008286
anabas_testudineus ENSATEG00000005826
monopterus_albus ENSMALG00000020032
gasterosteus_aculeatus ENSGACG00000002088
fundulus_heteroclitus ENSFHEG00000012296
cyprinodon_variegatus ENSCVAG00000012927
xiphophorus_couchianus ENSXCOG00000009298
xiphophorus_maculatus ENSXMAG00000007975
gambusia_affinis ENSGAFG00000004732
poecilia_formosa ENSPFOG00000012886
poecilia_mexicana ENSPMEG00000007053
poecilia_latipinna ENSPLAG00000011465
mastacembelus_armatus ENSMAMG00000022314
takifugu_rubripes ENSTRUG00000024410
tetraodon_nigroviridis ENSTNIG00000007140
seriola_lalandi_dorsalis ENSSLDG00000013576
astatotilapia_calliptera ENSACLG00000020683
maylandia_zebra ENSMZEG00005017959
haplochromis_burtoni ENSHBUG00000002097
oreochromis_niloticus ENSONIG00000007736
neolamprologus_brichardi ENSNBRG00000003011
amphilophus_citrinellus ENSACIG00000019581
oryzias_latipes_asm223467v1 ENSORLG00000002693
oryzias_latipes_asm223471v1 ENSORLG00020007064
oryzias_latipes_asm223469v1 ENSORLG00015003365
mola_mola ENSMMOG00000008661
hippocampus_comes ENSHCOG00000007716
gadus_morhua ENSGMOG00000010881
esox_lucius ENSELUG00000011198
eptatretus_burgeri ENSEBUG00000001377
