meleagris_gallopavo ENSMGAG00000003467
gopherus_agassizii ENSGAGG00000009495
anas_platyrhynchos_platyrhynchos ENSAPLG00000010344
anser_brachyrhynchus ENSABRG00000017815
gallus_gallus ENSGALG00000005768
coturnix_japonica ENSCJPG00005005451
numida_meleagris ENSNMEG00000015304
calidris_pygmaea ENSCPGG00000013696
calidris_pugnax ENSCPUG00000013589
melopsittacus_undulatus ENSMUNG00000008751
lonchura_striata_domestica ENSLSDG00000000766
taeniopygia_guttata ENSTGUG00000006059
junco_hyemalis ENSJHYG00000017268
zonotrichia_albicollis ENSZALG00000005472
serinus_canaria ENSSCAG00000007931
ficedula_albicollis ENSFALG00000003383
cyanistes_caeruleus ENSCCEG00000020569
parus_major ENSPMJG00000016507
lepidothrix_coronata ENSLCOG00000006709
manacus_vitellinus ENSMVIG00005014690
apteryx_haastii ENSAHAG00000019086
apteryx_rowi ENSARWG00000008226
apteryx_owenii ENSAOWG00000012802
dromaius_novaehollandiae ENSDNVG00000017896
nothoprocta_perdicaria ENSNPEG00000001437
gopherus_agassizii ENSGAGG00000009460
chelonoidis_abingdonii ENSCABG00000021753
chrysemys_picta_bellii ENSCPBG00000007351
pelodiscus_sinensis ENSPSIG00000014193
crocodylus_porosus ENSCPRG00005005052
anolis_carolinensis ENSACAG00000008128
pogona_vitticeps ENSPVIG00000021744
notechis_scutatus ENSNSUG00000013185
salvator_merianae ENSSMRG00000022097
sphenodon_punctatus ENSSPUG00000016594
loxodonta_africana ENSLAFG00000016796
procavia_capensis ENSPCAG00000011636
echinops_telfairi ENSETEG00000017405
dasypus_novemcinctus ENSDNOG00000032900
choloepus_hoffmanni ENSCHOG00000011509
urocitellus_parryii ENSUPAG00010001897
ictidomys_tridecemlineatus ENSSTOG00000006743
spermophilus_dauricus ENSSDAG00000018905
marmota_marmota_marmota ENSMMMG00000008749
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016507
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012090
fukomys_damarensis ENSFDAG00000015155
cavia_porcellus ENSCPOG00000010094
cavia_aperea ENSCAPG00000008115
chinchilla_lanigera ENSCLAG00000014773
octodon_degus ENSODEG00000001410
castor_canadensis ENSCCNG00000031053
dipodomys_ordii ENSDORG00000023735
peromyscus_maniculatus_bairdii ENSPEMG00000006146
microtus_ochrogaster ENSMOCG00000013798
cricetulus_griseus_crigri-picr ENSCGRG00015025789
