junco_hyemalis ENSJHYG00000000715
zonotrichia_albicollis ENSZALG00000007361
serinus_canaria ENSSCAG00000012568
taeniopygia_guttata ENSTGUG00000005629
lonchura_striata_domestica ENSLSDG00000010935
ficedula_albicollis ENSFALG00000002351
parus_major ENSPMJG00000019359
cyanistes_caeruleus ENSCCEG00000001647
manacus_vitellinus ENSMVIG00005000316
lepidothrix_coronata ENSLCOG00000002197
melopsittacus_undulatus ENSMUNG00000011538
calidris_pygmaea ENSCPGG00000001745
calidris_pugnax ENSCPUG00000003814
anas_platyrhynchos_platyrhynchos ENSAPLG00000010624
anser_brachyrhynchus ENSABRG00000014978
coturnix_japonica ENSCJPG00005000427
gallus_gallus ENSGALG00000005610
meleagris_gallopavo ENSMGAG00000007428
numida_meleagris ENSNMEG00000018155
apteryx_rowi ENSARWG00000014962
apteryx_owenii ENSAOWG00000002810
apteryx_haastii ENSAHAG00000005176
dromaius_novaehollandiae ENSDNVG00000007601
nothoprocta_perdicaria ENSNPEG00000004502
crocodylus_porosus ENSCPRG00005014876
gopherus_agassizii ENSGAGG00000012957
chelonoidis_abingdonii ENSCABG00000014019
chrysemys_picta_bellii ENSCPBG00000017381
pelodiscus_sinensis ENSPSIG00000007191
sphenodon_punctatus ENSSPUG00000008172
pogona_vitticeps ENSPVIG00000021287
anolis_carolinensis ENSACAG00000004877
notechis_scutatus ENSNSUG00000008051
salvator_merianae ENSSMRG00000017814
ornithorhynchus_anatinus ENSOANG00000031192
ornithorhynchus_anatinus ENSOANG00000029088
ornithorhynchus_anatinus ENSOANG00000031173
ornithorhynchus_anatinus ENSOANG00000011157
ornithorhynchus_anatinus ENSOANG00000028251
phascolarctos_cinereus ENSPCIG00000005899
notamacropus_eugenii ENSMEUG00000002906
sarcophilus_harrisii ENSSHAG00000001240
monodelphis_domestica ENSMODG00000004435
ovis_aries ENSOARG00000017408
capra_hircus ENSCHIG00000025875
bos_taurus ENSBTAG00000020344
bos_mutus ENSBMUG00000026298
bison_bison_bison ENSBBBG00000008523
tursiops_truncatus ENSTTRG00000005711
sus_scrofa ENSSSCG00000006888
vicugna_pacos ENSVPAG00000004888
equus_asinus_asinus ENSEASG00005015701
equus_caballus ENSECAG00000021520
pteropus_vampyrus ENSPVAG00000014328
