mastacembelus_armatus ENSMAMG00000006915
anabas_testudineus ENSATEG00000004682
scophthalmus_maximus ENSSMAG00000000709
cynoglossus_semilaevis ENSCSEG00000002060
seriola_dumerili ENSSDUG00000014528
seriola_lalandi_dorsalis ENSSLDG00000007641
labrus_bergylta ENSLBEG00000009276
takifugu_rubripes ENSTRUG00000015295
xiphophorus_maculatus ENSXMAG00000014770
xiphophorus_couchianus ENSXCOG00000015997
poecilia_formosa ENSPFOG00000012767
poecilia_mexicana ENSPMEG00000007726
poecilia_latipinna ENSPLAG00000006408
poecilia_reticulata ENSPREG00000000146
gambusia_affinis ENSGAFG00000011045
fundulus_heteroclitus ENSFHEG00000013388
kryptolebias_marmoratus ENSKMAG00000009488
oryzias_latipes_asm223471v1 ENSORLG00020010270
oryzias_latipes_asm223469v1 ENSORLG00015009678
oryzias_latipes_asm223467v1 ENSORLG00000009738
oryzias_melastigma ENSOMEG00000019491
astatotilapia_calliptera ENSACLG00000004778
maylandia_zebra ENSMZEG00005013657
haplochromis_burtoni ENSHBUG00000017976
pundamilia_nyererei ENSPNYG00000006922
neolamprologus_brichardi ENSNBRG00000006877
oreochromis_niloticus ENSONIG00000000148
acanthochromis_polyacanthus ENSAPOG00000008514
amphiprion_percula ENSAPEG00000010627
stegastes_partitus ENSSPAG00000007050
amphiprion_ocellaris ENSAOCG00000003481
cyprinodon_variegatus ENSCVAG00000014887
monopterus_albus ENSMALG00000019483
mola_mola ENSMMOG00000011330
gasterosteus_aculeatus ENSGACG00000019507
tetraodon_nigroviridis ENSTNIG00000008251
hippocampus_comes ENSHCOG00000008648
gadus_morhua ENSGMOG00000003287
esox_lucius ENSELUG00000013782
pygocentrus_nattereri ENSPNAG00000018866
scleropages_formosus ENSSFOG00015007581
paramormyrops_kingsleyae ENSPKIG00000014406
apteryx_owenii ENSAOWG00000001588
apteryx_haastii ENSAHAG00000013501
apteryx_rowi ENSARWG00000000664
dromaius_novaehollandiae ENSDNVG00000007896
nothoprocta_perdicaria ENSNPEG00000004924
lonchura_striata_domestica ENSLSDG00000004588
taeniopygia_guttata ENSTGUG00000009219
serinus_canaria ENSSCAG00000010743
