bos_taurus ENSBTAG00000048681
bison_bison_bison ENSBBBG00000011785
capra_hircus ENSCHIG00000020455
sus_scrofa ENSSSCG00000038928
vulpes_vulpes ENSVVUG00000004640
canis_lupus_dingo ENSCAFG00020023867
ursus_americanus ENSUAMG00000019332
panthera_pardus ENSPPRG00000020529
panthera_tigris_altaica ENSPTIG00000007019
equus_asinus_asinus ENSEASG00005001061
aotus_nancymaae ENSANAG00000011408
callithrix_jacchus ENSCJAG00000044171
piliocolobus_tephrosceles ENSPTEG00000000402
theropithecus_gelada ENSTGEG00000022080
cebus_capucinus_imitator ENSCCAG00000014864
callithrix_jacchus ENSCJAG00000040430
theropithecus_gelada ENSTGEG00000022703
macaca_fascicularis ENSMFAG00000004599
papio_anubis ENSPANG00000032897
cercocebus_atys ENSCATG00000021010
macaca_fascicularis ENSMFAG00000033839
macaca_mulatta ENSMMUG00000040488
cercocebus_atys ENSCATG00000042901
colobus_angolensis_palliatus ENSCANG00000019458
piliocolobus_tephrosceles ENSPTEG00000015155
prolemur_simus ENSPSMG00000007414
castor_canadensis ENSCCNG00000024213
castor_canadensis ENSCCNG00000024182
castor_canadensis ENSCCNG00000031639
castor_canadensis ENSCCNG00000005832
castor_canadensis ENSCCNG00000013345
castor_canadensis ENSCCNG00000011478
castor_canadensis ENSCCNG00000001385
mus_spicilegus ENSMSIG00000003363
