serinus_canaria ENSSCAG00000012347
ficedula_albicollis ENSFALG00000005160
cyanistes_caeruleus ENSCCEG00000004204
parus_major ENSPMJG00000013100
manacus_vitellinus ENSMVIG00005018893
lepidothrix_coronata ENSLCOG00000013347
calidris_pugnax ENSCPUG00000003583
calidris_pygmaea ENSCPGG00000013042
anser_brachyrhynchus ENSABRG00000006999
anas_platyrhynchos_platyrhynchos ENSAPLG00000017656
apteryx_rowi ENSARWG00000000308
coturnix_japonica ENSCJPG00005004000
numida_meleagris ENSNMEG00000001155
crocodylus_porosus ENSCPRG00005002153
gopherus_agassizii ENSGAGG00000021772
