amphiprion_percula ENSAPEG00000001453
amphiprion_ocellaris ENSAOCG00000005019
acanthochromis_polyacanthus ENSAPOG00000013307
stegastes_partitus ENSSPAG00000003680
astatotilapia_calliptera ENSACLG00000014273
pundamilia_nyererei ENSPNYG00000011048
maylandia_zebra ENSMZEG00005003442
haplochromis_burtoni ENSHBUG00000016805
neolamprologus_brichardi ENSNBRG00000003846
oreochromis_niloticus ENSONIG00000010765
amphilophus_citrinellus ENSACIG00000021137
xiphophorus_maculatus ENSXMAG00000008196
xiphophorus_couchianus ENSXCOG00000004643
gambusia_affinis ENSGAFG00000020937
poecilia_formosa ENSPFOG00000013917
poecilia_latipinna ENSPLAG00000001121
poecilia_mexicana ENSPMEG00000017839
poecilia_reticulata ENSPREG00000010402
fundulus_heteroclitus ENSFHEG00000021132
cyprinodon_variegatus ENSCVAG00000005193
kryptolebias_marmoratus ENSKMAG00000014661
oryzias_latipes_asm223471v1 ENSORLG00020019106
oryzias_latipes_asm223469v1 ENSORLG00015022937
oryzias_latipes_asm223467v1 ENSORLG00000009316
oryzias_melastigma ENSOMEG00000019260
scophthalmus_maximus ENSSMAG00000020601
cynoglossus_semilaevis ENSCSEG00000005386
seriola_lalandi_dorsalis ENSSLDG00000025323
seriola_dumerili ENSSDUG00000009476
mastacembelus_armatus ENSMAMG00000011683
monopterus_albus ENSMALG00000021478
anabas_testudineus ENSATEG00000020995
tetraodon_nigroviridis ENSTNIG00000014303
takifugu_rubripes ENSTRUG00000010637
mola_mola ENSMMOG00000005876
labrus_bergylta ENSLBEG00000017788
gasterosteus_aculeatus ENSGACG00000000219
hippocampus_comes ENSHCOG00000016220
periophthalmus_magnuspinnatus ENSPMGG00000022542
gadus_morhua ENSGMOG00000009432
esox_lucius ENSELUG00000015004
pygocentrus_nattereri ENSPNAG00000023178
astyanax_mexicanus ENSAMXG00000016101
ictalurus_punctatus ENSIPUG00000017888
danio_rerio ENSDARG00000029353
scleropages_formosus ENSSFOG00015014492
paramormyrops_kingsleyae ENSPKIG00000010406
lepisosteus_oculatus ENSLOCG00000004009
pogona_vitticeps ENSPVIG00000008621
anolis_carolinensis ENSACAG00000004328
notechis_scutatus ENSNSUG00000014478
salvator_merianae ENSSMRG00000002329
sphenodon_punctatus ENSSPUG00000015285
chelonoidis_abingdonii ENSCABG00000000651
gopherus_agassizii ENSGAGG00000006289
chrysemys_picta_bellii ENSCPBG00000019374
pelodiscus_sinensis ENSPSIG00000004940
apteryx_haastii ENSAHAG00000009590
apteryx_owenii ENSAOWG00000017499
apteryx_rowi ENSARWG00000006480
dromaius_novaehollandiae ENSDNVG00000002059
nothoprocta_perdicaria ENSNPEG00000012813
taeniopygia_guttata ENSTGUG00000007943
lonchura_striata_domestica ENSLSDG00000005135
serinus_canaria ENSSCAG00000002609
junco_hyemalis ENSJHYG00000016280
zonotrichia_albicollis ENSZALG00000012332
ficedula_albicollis ENSFALG00000006776
cyanistes_caeruleus ENSCCEG00000001860
parus_major ENSPMJG00000017197
lepidothrix_coronata ENSLCOG00000002826
manacus_vitellinus ENSMVIG00005010175
melopsittacus_undulatus ENSMUNG00000014268
calidris_pygmaea ENSCPGG00000006592
calidris_pugnax ENSCPUG00000014197
anser_brachyrhynchus ENSABRG00000019444
anas_platyrhynchos_platyrhynchos ENSAPLG00000008646
gallus_gallus ENSGALG00000005135
coturnix_japonica ENSCJPG00005005800
meleagris_gallopavo ENSMGAG00000004930
numida_meleagris ENSNMEG00000014200
crocodylus_porosus ENSCPRG00005004494
phascolarctos_cinereus ENSPCIG00000000743
notamacropus_eugenii ENSMEUG00000004621
sarcophilus_harrisii ENSSHAG00000009047
monodelphis_domestica ENSMODG00000021201
castor_canadensis ENSCCNG00000000145
dipodomys_ordii ENSDORG00000003161
mus_spicilegus ENSMSIG00000017045
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026249
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015125
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014319
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027557
rattus_norvegicus ENSRNOG00000015461
meriones_unguiculatus ENSMUGG00000019971
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021899
cricetulus_griseus_crigri-picr ENSCGRG00015006605
cricetulus_griseus_crigri_1.0 ENSCGRG00000001268
cricetulus_griseus_crigri_1.0 ENSCGRG00000002263
mesocricetus_auratus ENSMAUG00000001014
peromyscus_maniculatus_bairdii ENSPEMG00000015844
microtus_ochrogaster ENSMOCG00000006755
nannospalax_galili ENSNGAG00000003149
jaculus_jaculus ENSJJAG00000003757
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002297
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008269
fukomys_damarensis ENSFDAG00000013615
cavia_aperea ENSCAPG00000006086
cavia_porcellus ENSCPOG00000002016
chinchilla_lanigera ENSCLAG00000011483
octodon_degus ENSODEG00000005496
ictidomys_tridecemlineatus ENSSTOG00000009649
spermophilus_dauricus ENSSDAG00000018208
urocitellus_parryii ENSUPAG00010013865
marmota_marmota_marmota ENSMMMG00000021184
oryctolagus_cuniculus ENSOCUG00000004359
ochotona_princeps ENSOPRG00000016556
tupaia_belangeri ENSTBEG00000003712
pan_paniscus ENSPPAG00000041368
pan_troglodytes ENSPTRG00000012982
homo_sapiens ENSG00000135919
gorilla_gorilla ENSGGOG00000000976
pongo_abelii ENSPPYG00000013229
nomascus_leucogenys ENSNLEG00000009729
rhinopithecus_roxellana ENSRROG00000040515
rhinopithecus_bieti ENSRBIG00000028172
colobus_angolensis_palliatus ENSCANG00000038741
piliocolobus_tephrosceles ENSPTEG00000039628
papio_anubis ENSPANG00000012881
theropithecus_gelada ENSTGEG00000014477
cercocebus_atys ENSCATG00000038444
mandrillus_leucophaeus ENSMLEG00000031695
macaca_mulatta ENSMMUG00000006161
macaca_fascicularis ENSMFAG00000043725
macaca_nemestrina ENSMNEG00000013420
chlorocebus_sabaeus ENSCSAG00000007733
saimiri_boliviensis_boliviensis ENSSBOG00000036217
cebus_capucinus_imitator ENSCCAG00000028898
callithrix_jacchus ENSCJAG00000012404
aotus_nancymaae ENSANAG00000033921
carlito_syrichta ENSTSYG00000005461
propithecus_coquereli ENSPCOG00000023476
prolemur_simus ENSPSMG00000025628
microcebus_murinus ENSMICG00000014427
otolemur_garnettii ENSOGAG00000015229
erinaceus_europaeus ENSEEUG00000012917
sorex_araneus ENSSARG00000006949
loxodonta_africana ENSLAFG00000000176
procavia_capensis ENSPCAG00000000473
echinops_telfairi ENSETEG00000017184
capra_hircus ENSCHIG00000016288
ovis_aries ENSOARG00000020413
bos_taurus ENSBTAG00000008717
bos_mutus ENSBMUG00000011830
bison_bison_bison ENSBBBG00000000389
tursiops_truncatus ENSTTRG00000013405
sus_scrofa ENSSSCG00000016233
equus_caballus ENSECAG00000035967
equus_caballus ENSECAG00000016075
equus_caballus ENSECAG00000034824
equus_caballus ENSECAG00000028571
equus_asinus_asinus ENSEASG00005011286
myotis_lucifugus ENSMLUG00000002624
pteropus_vampyrus ENSPVAG00000014489
mustela_putorius_furo ENSMPUG00000016691
neovison_vison ENSNVIG00000000560
ursus_maritimus ENSUMAG00000017941
ursus_americanus ENSUAMG00000007804
ailuropoda_melanoleuca ENSAMEG00000011687
canis_lupus_dingo ENSCAFG00020026647
canis_lupus_familiaris ENSCAFG00000016228
vulpes_vulpes ENSVVUG00000023963
panthera_tigris_altaica ENSPTIG00000008697
panthera_pardus ENSPPRG00000014247
felis_catus ENSFCAG00000002680
dasypus_novemcinctus ENSDNOG00000013507
choloepus_hoffmanni ENSCHOG00000006224
vicugna_pacos ENSVPAG00000005872
ornithorhynchus_anatinus ENSOANG00000003555
ornithorhynchus_anatinus ENSOANG00000021896
xenopus_tropicalis ENSXETG00000028081
latimeria_chalumnae ENSLACG00000004704
