caenorhabditis_elegans_strain_n2 WBGene00011392
drosophila_melanogaster FBgn0041707
fundulus_heteroclitus ENSFHEG00000015365
cyprinodon_variegatus ENSCVAG00000003918
poecilia_formosa ENSPFOG00000016687
poecilia_mexicana ENSPMEG00000013065
gambusia_affinis ENSGAFG00000003423
xiphophorus_maculatus ENSXMAG00000007696
poecilia_latipinna ENSPLAG00000013677
xiphophorus_couchianus ENSXCOG00000001386
kryptolebias_marmoratus ENSKMAG00000022139
oryzias_latipes_asm223467v1 ENSORLG00000026625
oryzias_latipes_asm223469v1 ENSORLG00015013941
oryzias_latipes_asm223471v1 ENSORLG00020015938
oryzias_melastigma ENSOMEG00000002067
tetraodon_nigroviridis ENSTNIG00000012218
takifugu_rubripes ENSTRUG00000018017
periophthalmus_magnuspinnatus ENSPMGG00000020945
cynoglossus_semilaevis ENSCSEG00000003592
hippocampus_comes ENSHCOG00000008989
seriola_lalandi_dorsalis ENSSLDG00000022953
seriola_dumerili ENSSDUG00000006471
scophthalmus_maximus ENSSMAG00000019357
labrus_bergylta ENSLBEG00000015659
mastacembelus_armatus ENSMAMG00000002089
monopterus_albus ENSMALG00000021671
gasterosteus_aculeatus ENSGACG00000007699
anabas_testudineus ENSATEG00000021462
haplochromis_burtoni ENSHBUG00000011902
maylandia_zebra ENSMZEG00005004120
astatotilapia_calliptera ENSACLG00000026743
pundamilia_nyererei ENSPNYG00000001865
neolamprologus_brichardi ENSNBRG00000001943
oreochromis_niloticus ENSONIG00000005685
amphilophus_citrinellus ENSACIG00000009745
amphiprion_percula ENSAPEG00000007144
amphiprion_ocellaris ENSAOCG00000018495
stegastes_partitus ENSSPAG00000015880
acanthochromis_polyacanthus ENSAPOG00000016029
mola_mola ENSMMOG00000015504
gadus_morhua ENSGMOG00000001443
esox_lucius ENSELUG00000019157
pygocentrus_nattereri ENSPNAG00000023468
astyanax_mexicanus ENSAMXG00000004801
ictalurus_punctatus ENSIPUG00000023546
danio_rerio ENSDARG00000032126
danio_rerio ENSDARG00000077045
paramormyrops_kingsleyae ENSPKIG00000002463
scleropages_formosus ENSSFOG00015009375
lepisosteus_oculatus ENSLOCG00000012605
pogona_vitticeps ENSPVIG00000019296
anolis_carolinensis ENSACAG00000015837
notechis_scutatus ENSNSUG00000006088
salvator_merianae ENSSMRG00000014736
sphenodon_punctatus ENSSPUG00000019115
taeniopygia_guttata ENSTGUG00000011734
lonchura_striata_domestica ENSLSDG00000017985
serinus_canaria ENSSCAG00000011896
parus_major ENSPMJG00000016586
cyanistes_caeruleus ENSCCEG00000015242
