gasterosteus_aculeatus ENSGACG00000005025
labrus_bergylta ENSLBEG00000002937
mastacembelus_armatus ENSMAMG00000002552
anabas_testudineus ENSATEG00000024700
seriola_lalandi_dorsalis ENSSLDG00000011094
seriola_dumerili ENSSDUG00000009016
scophthalmus_maximus ENSSMAG00000008664
cynoglossus_semilaevis ENSCSEG00000008680
periophthalmus_magnuspinnatus ENSPMGG00000022063
fundulus_heteroclitus ENSFHEG00000009679
cyprinodon_variegatus ENSCVAG00000023345
xiphophorus_maculatus ENSXMAG00000002538
gambusia_affinis ENSGAFG00000000744
poecilia_mexicana ENSPMEG00000017604
poecilia_formosa ENSPFOG00000019376
poecilia_latipinna ENSPLAG00000003777
poecilia_reticulata ENSPREG00000015647
kryptolebias_marmoratus ENSKMAG00000002849
oryzias_latipes_asm223469v1 ENSORLG00015016568
oryzias_latipes_asm223467v1 ENSORLG00000002143
oryzias_melastigma ENSOMEG00000005538
amphiprion_ocellaris ENSAOCG00000001992
amphiprion_percula ENSAPEG00000020664
acanthochromis_polyacanthus ENSAPOG00000000868
maylandia_zebra ENSMZEG00005011838
astatotilapia_calliptera ENSACLG00000024753
haplochromis_burtoni ENSHBUG00000015518
pundamilia_nyererei ENSPNYG00000004327
neolamprologus_brichardi ENSNBRG00000007526
oreochromis_niloticus ENSONIG00000000113
amphilophus_citrinellus ENSACIG00000002637
gadus_morhua ENSGMOG00000006108
esox_lucius ENSELUG00000021548
pygocentrus_nattereri ENSPNAG00000000095
astyanax_mexicanus ENSAMXG00000008892
danio_rerio ENSDARG00000053201
pygocentrus_nattereri ENSPNAG00000023327
ictalurus_punctatus ENSIPUG00000017581
danio_rerio ENSDARG00000054321
tetraodon_nigroviridis ENSTNIG00000010931
takifugu_rubripes ENSTRUG00000014856
mola_mola ENSMMOG00000015231
labrus_bergylta ENSLBEG00000007398
mastacembelus_armatus ENSMAMG00000015318
anabas_testudineus ENSATEG00000002828
scophthalmus_maximus ENSSMAG00000009188
cynoglossus_semilaevis ENSCSEG00000019611
seriola_lalandi_dorsalis ENSSLDG00000025453
seriola_dumerili ENSSDUG00000011359
xiphophorus_couchianus ENSXCOG00000007577
xiphophorus_maculatus ENSXMAG00000007252
gambusia_affinis ENSGAFG00000005382
poecilia_formosa ENSPFOG00000009914
poecilia_latipinna ENSPLAG00000010844
poecilia_mexicana ENSPMEG00000002798
poecilia_reticulata ENSPREG00000012319
fundulus_heteroclitus ENSFHEG00000009316
cyprinodon_variegatus ENSCVAG00000006760
kryptolebias_marmoratus ENSKMAG00000014686
oryzias_latipes_asm223469v1 ENSORLG00015021664
oryzias_latipes_asm223471v1 ENSORLG00020002640
oryzias_latipes_asm223467v1 ENSORLG00000016953
oryzias_melastigma ENSOMEG00000018393
maylandia_zebra ENSMZEG00005014781
astatotilapia_calliptera ENSACLG00000008001
haplochromis_burtoni ENSHBUG00000014923
pundamilia_nyererei ENSPNYG00000015196
neolamprologus_brichardi ENSNBRG00000021477
oreochromis_niloticus ENSONIG00000000635
amphilophus_citrinellus ENSACIG00000008327
amphiprion_ocellaris ENSAOCG00000020261
amphiprion_percula ENSAPEG00000006494
acanthochromis_polyacanthus ENSAPOG00000019099
stegastes_partitus ENSSPAG00000006465
periophthalmus_magnuspinnatus ENSPMGG00000004529
gadus_morhua ENSGMOG00000007384
esox_lucius ENSELUG00000005514
scleropages_formosus ENSSFOG00015011336
paramormyrops_kingsleyae ENSPKIG00000022840
scleropages_formosus ENSSFOG00015005446
paramormyrops_kingsleyae ENSPKIG00000012629
pygocentrus_nattereri ENSPNAG00000021011
astyanax_mexicanus ENSAMXG00000036378
ictalurus_punctatus ENSIPUG00000018912
danio_rerio ENSDARG00000105188
seriola_lalandi_dorsalis ENSSLDG00000002603
oreochromis_niloticus ENSONIG00000002594
poecilia_formosa ENSPFOG00000022482
poecilia_latipinna ENSPLAG00000020432
xiphophorus_maculatus ENSXMAG00000026082
cyprinodon_variegatus ENSCVAG00000005522
paramormyrops_kingsleyae ENSPKIG00000013464
lepisosteus_oculatus ENSLOCG00000017085
latimeria_chalumnae ENSLACG00000009314
xenopus_tropicalis ENSXETG00000006876
