neovison_vison ENSNVIG00000008129
canis_lupus_familiaris ENSCAFG00000029768
ursus_americanus ENSUAMG00000003273
ursus_maritimus ENSUMAG00000025531
equus_caballus ENSECAG00000035370
equus_asinus_asinus ENSEASG00005012661
bos_taurus ENSBTAG00000051902
meriones_unguiculatus ENSMUGG00000025608
rattus_norvegicus ENSRNOG00000049177
microtus_ochrogaster ENSMOCG00000017823
mesocricetus_auratus ENSMAUG00000000252
nannospalax_galili ENSNGAG00000000228
jaculus_jaculus ENSJJAG00000003186
castor_canadensis ENSCCNG00000027761
spermophilus_dauricus ENSSDAG00000018305
ictidomys_tridecemlineatus ENSSTOG00000020963
marmota_marmota_marmota ENSMMMG00000018256
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001152
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010280
cavia_aperea ENSCAPG00000000472
pan_troglodytes ENSPTRG00000052191
gorilla_gorilla ENSGGOG00000038176
piliocolobus_tephrosceles ENSPTEG00000024007
rhinopithecus_bieti ENSRBIG00000043241
macaca_nemestrina ENSMNEG00000028769
macaca_mulatta ENSMMUG00000048087
theropithecus_gelada ENSTGEG00000022493
callithrix_jacchus ENSCJAG00000043480
prolemur_simus ENSPSMG00000024193
