dasypus_novemcinctus ENSDNOG00000004905
choloepus_hoffmanni ENSCHOG00000003802
sorex_araneus ENSSARG00000003357
neovison_vison ENSNVIG00000006514
cebus_capucinus_imitator ENSCCAG00000033777
callithrix_jacchus ENSCJAG00000041650
saimiri_boliviensis_boliviensis ENSSBOG00000034701
pan_paniscus ENSPPAG00000038668
pan_troglodytes ENSPTRG00000008766
homo_sapiens ENSG00000006788
gorilla_gorilla ENSGGOG00000013609
pongo_abelii ENSPPYG00000007979
nomascus_leucogenys ENSNLEG00000010134
piliocolobus_tephrosceles ENSPTEG00000003031
colobus_angolensis_palliatus ENSCANG00000037131
rhinopithecus_roxellana ENSRROG00000027480
rhinopithecus_bieti ENSRBIG00000031890
cercocebus_atys ENSCATG00000029782
mandrillus_leucophaeus ENSMLEG00000036595
theropithecus_gelada ENSTGEG00000027242
papio_anubis ENSPANG00000023756
macaca_mulatta ENSMMUG00000009759
macaca_nemestrina ENSMNEG00000042325
macaca_fascicularis ENSMFAG00000001638
chlorocebus_sabaeus ENSCSAG00000010104
carlito_syrichta ENSTSYG00000008430
prolemur_simus ENSPSMG00000014990
propithecus_coquereli ENSPCOG00000013573
microcebus_murinus ENSMICG00000005392
otolemur_garnettii ENSOGAG00000011817
tupaia_belangeri ENSTBEG00000016929
castor_canadensis ENSCCNG00000000653
dipodomys_ordii ENSDORG00000006705
peromyscus_maniculatus_bairdii ENSPEMG00000001511
microtus_ochrogaster ENSMOCG00000014800
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020908
cricetulus_griseus_crigri-picr ENSCGRG00015012822
cricetulus_griseus_crigri_1.0 ENSCGRG00000013265
mesocricetus_auratus ENSMAUG00000018965
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060180
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017362
mus_spicilegus ENSMSIG00000007672
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016526
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017656
nannospalax_galili ENSNGAG00000009353
jaculus_jaculus ENSJJAG00000012026
urocitellus_parryii ENSUPAG00010017113
spermophilus_dauricus ENSSDAG00000006253
ictidomys_tridecemlineatus ENSSTOG00000008550
marmota_marmota_marmota ENSMMMG00000020714
cavia_porcellus ENSCPOG00000036992
cavia_aperea ENSCAPG00000009423
chinchilla_lanigera ENSCLAG00000007994
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014677
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015815
fukomys_damarensis ENSFDAG00000010859
oryctolagus_cuniculus ENSOCUG00000010207
ochotona_princeps ENSOPRG00000004180
bison_bison_bison ENSBBBG00000013356
bos_mutus ENSBMUG00000017694
sus_scrofa ENSSSCG00000024416
pteropus_vampyrus ENSPVAG00000005307
ursus_maritimus ENSUMAG00000018054
ailuropoda_melanoleuca ENSAMEG00000001675
canis_lupus_dingo ENSCAFG00020006005
canis_lupus_familiaris ENSCAFG00000017460
vulpes_vulpes ENSVVUG00000029033
neovison_vison ENSNVIG00000006374
mustela_putorius_furo ENSMPUG00000007602
panthera_pardus ENSPPRG00000001845
panthera_tigris_altaica ENSPTIG00000021611
felis_catus ENSFCAG00000009091
erinaceus_europaeus ENSEEUG00000005824
loxodonta_africana ENSLAFG00000015382
procavia_capensis ENSPCAG00000014508
phascolarctos_cinereus ENSPCIG00000014313
notamacropus_eugenii ENSMEUG00000001636
sphenodon_punctatus ENSSPUG00000006673
rattus_norvegicus ENSRNOG00000052646
astatotilapia_calliptera ENSACLG00000020664
maylandia_zebra ENSMZEG00005000061
haplochromis_burtoni ENSHBUG00000017553
amphilophus_citrinellus ENSACIG00000002768
oryzias_melastigma ENSOMEG00000016629
xiphophorus_maculatus ENSXMAG00000027952
