ciona_intestinalis ENSCING00000000226
ciona_savignyi ENSCSAVG00000005731
caenorhabditis_elegans_strain_n2 WBGene00016113
pogona_vitticeps ENSPVIG00000023249
anolis_carolinensis ENSACAG00000007724
notechis_scutatus ENSNSUG00000016392
salvator_merianae ENSSMRG00000008616
sphenodon_punctatus ENSSPUG00000008418
apteryx_haastii ENSAHAG00000019034
apteryx_owenii ENSAOWG00000009870
apteryx_rowi ENSARWG00000017618
dromaius_novaehollandiae ENSDNVG00000013006
nothoprocta_perdicaria ENSNPEG00000007580
lonchura_striata_domestica ENSLSDG00000001740
taeniopygia_guttata ENSTGUG00000001092
serinus_canaria ENSSCAG00000011707
parus_major ENSPMJG00000016355
cyanistes_caeruleus ENSCCEG00000017275
ficedula_albicollis ENSFALG00000000564
junco_hyemalis ENSJHYG00000017147
zonotrichia_albicollis ENSZALG00000003176
lepidothrix_coronata ENSLCOG00000000323
manacus_vitellinus ENSMVIG00005017649
calidris_pygmaea ENSCPGG00000018790
calidris_pugnax ENSCPUG00000014295
melopsittacus_undulatus ENSMUNG00000011333
anser_brachyrhynchus ENSABRG00000003175
anas_platyrhynchos_platyrhynchos ENSAPLG00000014849
gallus_gallus ENSGALG00000000856
meleagris_gallopavo ENSMGAG00000003648
coturnix_japonica ENSCJPG00005015038
numida_meleagris ENSNMEG00000009831
crocodylus_porosus ENSCPRG00005008148
gopherus_agassizii ENSGAGG00000010058
chelonoidis_abingdonii ENSCABG00000003301
chrysemys_picta_bellii ENSCPBG00000001908
pelodiscus_sinensis ENSPSIG00000003547
phascolarctos_cinereus ENSPCIG00000001093
notamacropus_eugenii ENSMEUG00000008777
sarcophilus_harrisii ENSSHAG00000017769
monodelphis_domestica ENSMODG00000002070
sarcophilus_harrisii ENSSHAG00000016470
oryctolagus_cuniculus ENSOCUG00000015451
ochotona_princeps ENSOPRG00000000585
tupaia_belangeri ENSTBEG00000017584
pan_paniscus ENSPPAG00000034016
pan_troglodytes ENSPTRG00000001913
homo_sapiens ENSG00000143486
gorilla_gorilla ENSGGOG00000015270
pongo_abelii ENSPPYG00000000285
nomascus_leucogenys ENSNLEG00000000648
papio_anubis ENSPANG00000012287
theropithecus_gelada ENSTGEG00000012542
cercocebus_atys ENSCATG00000030190
mandrillus_leucophaeus ENSMLEG00000030616
macaca_fascicularis ENSMFAG00000033925
macaca_mulatta ENSMMUG00000002528
macaca_nemestrina ENSMNEG00000028643
chlorocebus_sabaeus ENSCSAG00000014939
colobus_angolensis_palliatus ENSCANG00000033926
piliocolobus_tephrosceles ENSPTEG00000034429
rhinopithecus_bieti ENSRBIG00000011644
rhinopithecus_roxellana ENSRROG00000034152
cebus_capucinus_imitator ENSCCAG00000026977
saimiri_boliviensis_boliviensis ENSSBOG00000018387
callithrix_jacchus ENSCJAG00000018600
aotus_nancymaae ENSANAG00000022240
carlito_syrichta ENSTSYG00000007829
propithecus_coquereli ENSPCOG00000028365
microcebus_murinus ENSMICG00000017696
prolemur_simus ENSPSMG00000007902
otolemur_garnettii ENSOGAG00000010156
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026427
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015372
mus_spicilegus ENSMSIG00000024733
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014568
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027802
rattus_norvegicus ENSRNOG00000004910
meriones_unguiculatus ENSMUGG00000020323
cricetulus_griseus_crigri_1.0 ENSCGRG00000014164
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019105
cricetulus_griseus_crigri-picr ENSCGRG00015004706
mesocricetus_auratus ENSMAUG00000008390
microtus_ochrogaster ENSMOCG00000015872
peromyscus_maniculatus_bairdii ENSPEMG00000010082
nannospalax_galili ENSNGAG00000017892
chinchilla_lanigera ENSCLAG00000014401
octodon_degus ENSODEG00000005533
cavia_porcellus ENSCPOG00000008935
cavia_aperea ENSCAPG00000008619
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008498
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006825
fukomys_damarensis ENSFDAG00000011373
castor_canadensis ENSCCNG00000027992
dipodomys_ordii ENSDORG00000012925
urocitellus_parryii ENSUPAG00010014904
spermophilus_dauricus ENSSDAG00000016216
ictidomys_tridecemlineatus ENSSTOG00000006329
marmota_marmota_marmota ENSMMMG00000003360
dasypus_novemcinctus ENSDNOG00000009251
dasypus_novemcinctus ENSDNOG00000036562
choloepus_hoffmanni ENSCHOG00000007330
loxodonta_africana ENSLAFG00000000517
procavia_capensis ENSPCAG00000010685
echinops_telfairi ENSETEG00000015298
ursus_americanus ENSUAMG00000022745
ursus_maritimus ENSUMAG00000004182
ailuropoda_melanoleuca ENSAMEG00000011880
neovison_vison ENSNVIG00000018620
mustela_putorius_furo ENSMPUG00000012089
canis_lupus_familiaris ENSCAFG00000010261
canis_lupus_dingo ENSCAFG00020004757
vulpes_vulpes ENSVVUG00000013525
felis_catus ENSFCAG00000013786
felis_catus ENSFCAG00000024072
panthera_tigris_altaica ENSPTIG00000012728
panthera_pardus ENSPPRG00000010958
equus_asinus_asinus ENSEASG00005004921
equus_caballus ENSECAG00000000127
capra_hircus ENSCHIG00000009380
ovis_aries ENSOARG00000005917
bos_mutus ENSBMUG00000025372
bos_taurus ENSBTAG00000010432
bison_bison_bison ENSBBBG00000001248
tursiops_truncatus ENSTTRG00000012099
sus_scrofa ENSSSCG00000015648
vicugna_pacos ENSVPAG00000007046
myotis_lucifugus ENSMLUG00000001410
myotis_lucifugus ENSMLUG00000013479
pteropus_vampyrus ENSPVAG00000008053
erinaceus_europaeus ENSEEUG00000004047
sorex_araneus ENSSARG00000012911
ornithorhynchus_anatinus ENSOANG00000002339
xenopus_tropicalis ENSXETG00000023678
latimeria_chalumnae ENSLACG00000008651
