labrus_bergylta ENSLBEG00000010138
gasterosteus_aculeatus ENSGACG00000009430
seriola_dumerili ENSSDUG00000013839
cynoglossus_semilaevis ENSCSEG00000007650
mastacembelus_armatus ENSMAMG00000007575
monopterus_albus ENSMALG00000014117
amphiprion_percula ENSAPEG00000004115
acanthochromis_polyacanthus ENSAPOG00000019282
stegastes_partitus ENSSPAG00000022236
poecilia_formosa ENSPFOG00000023077
poecilia_mexicana ENSPMEG00000002398
poecilia_reticulata ENSPREG00000020306
xiphophorus_couchianus ENSXCOG00000008790
xiphophorus_maculatus ENSXMAG00000025199
fundulus_heteroclitus ENSFHEG00000023346
cyprinodon_variegatus ENSCVAG00000012701
oryzias_latipes_asm223471v1 ENSORLG00020006621
oryzias_latipes_asm223467v1 ENSORLG00000027670
oryzias_latipes_asm223469v1 ENSORLG00015022330
oryzias_melastigma ENSOMEG00000015989
astatotilapia_calliptera ENSACLG00000006920
maylandia_zebra ENSMZEG00005027176
pundamilia_nyererei ENSPNYG00000017101
haplochromis_burtoni ENSHBUG00000005626
neolamprologus_brichardi ENSNBRG00000018397
gadus_morhua ENSGMOG00000017920
ciona_savignyi ENSCSAVG00000001985
ciona_intestinalis ENSCING00000006963
