equus_caballus ENSECAG00000016542
equus_asinus_asinus ENSEASG00005010952
myotis_lucifugus ENSMLUG00000008326
vicugna_pacos ENSVPAG00000002901
tursiops_truncatus ENSTTRG00000014178
ovis_aries ENSOARG00000017706
capra_hircus ENSCHIG00000019184
bos_taurus ENSBTAG00000004124
bos_mutus ENSBMUG00000020874
bison_bison_bison ENSBBBG00000005731
sus_scrofa ENSSSCG00000011978
ursus_maritimus ENSUMAG00000001904
ailuropoda_melanoleuca ENSAMEG00000015511
mustela_putorius_furo ENSMPUG00000011268
neovison_vison ENSNVIG00000016650
canis_lupus_dingo ENSCAFG00020009568
canis_lupus_familiaris ENSCAFG00000009182
vulpes_vulpes ENSVVUG00000021582
panthera_pardus ENSPPRG00000002075
panthera_tigris_altaica ENSPTIG00000010451
felis_catus ENSFCAG00000040516
sorex_araneus ENSSARG00000005158
castor_canadensis ENSCCNG00000011138
dipodomys_ordii ENSDORG00000014882
cavia_porcellus ENSCPOG00000034735
octodon_degus ENSODEG00000004750
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002882
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002023
fukomys_damarensis ENSFDAG00000013506
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021731
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022742
mus_spicilegus ENSMSIG00000006251
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020831
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016531
rattus_norvegicus ENSRNOG00000001654
meriones_unguiculatus ENSMUGG00000001793
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014251
cricetulus_griseus_crigri_1.0 ENSCGRG00000015147
cricetulus_griseus_crigri-picr ENSCGRG00015006597
mesocricetus_auratus ENSMAUG00000010131
microtus_ochrogaster ENSMOCG00000017490
peromyscus_maniculatus_bairdii ENSPEMG00000006385
nannospalax_galili ENSNGAG00000007543
jaculus_jaculus ENSJJAG00000016155
urocitellus_parryii ENSUPAG00010008270
ictidomys_tridecemlineatus ENSSTOG00000010516
spermophilus_dauricus ENSSDAG00000021252
marmota_marmota_marmota ENSMMMG00000015709
oryctolagus_cuniculus ENSOCUG00000003580
ochotona_princeps ENSOPRG00000002744
pan_troglodytes ENSPTRG00000015151
pan_paniscus ENSPPAG00000041386
homo_sapiens ENSG00000080819
gorilla_gorilla ENSGGOG00000014315
pongo_abelii ENSPPYG00000013612
nomascus_leucogenys ENSNLEG00000031110
rhinopithecus_roxellana ENSRROG00000032768
rhinopithecus_bieti ENSRBIG00000032080
piliocolobus_tephrosceles ENSPTEG00000030222
colobus_angolensis_palliatus ENSCANG00000032607
macaca_nemestrina ENSMNEG00000018637
macaca_fascicularis ENSMFAG00000046380
chlorocebus_sabaeus ENSCSAG00000006006
cercocebus_atys ENSCATG00000025419
