loxodonta_africana ENSLAFG00000025878
vulpes_vulpes ENSVVUG00000025147
mesocricetus_auratus ENSMAUG00000014651
ornithorhynchus_anatinus ENSOANG00000008985
notechis_scutatus ENSNSUG00000005189
sphenodon_punctatus ENSSPUG00000006756
chelonoidis_abingdonii ENSCABG00000010690
nothoprocta_perdicaria ENSNPEG00000007216
sphenodon_punctatus ENSSPUG00000006769
paramormyrops_kingsleyae ENSPKIG00000009565
scleropages_formosus ENSSFOG00015018868
takifugu_rubripes ENSTRUG00000022409
hippocampus_comes ENSHCOG00000013283
xiphophorus_couchianus ENSXCOG00000009990
poecilia_reticulata ENSPREG00000006519
cyprinodon_variegatus ENSCVAG00000004745
kryptolebias_marmoratus ENSKMAG00000010725
haplochromis_burtoni ENSHBUG00000010073
pundamilia_nyererei ENSPNYG00000017649
neolamprologus_brichardi ENSNBRG00000023933
scophthalmus_maximus ENSSMAG00000006903
periophthalmus_magnuspinnatus ENSPMGG00000001752
esox_lucius ENSELUG00000024229
