astyanax_mexicanus ENSAMXG00000040365
pygocentrus_nattereri ENSPNAG00000021637
ictalurus_punctatus ENSIPUG00000016163
danio_rerio ENSDARG00000111759
mola_mola ENSMMOG00000009351
takifugu_rubripes ENSTRUG00000022161
seriola_dumerili ENSSDUG00000023469
seriola_lalandi_dorsalis ENSSLDG00000007767
anabas_testudineus ENSATEG00000004231
periophthalmus_magnuspinnatus ENSPMGG00000017212
gasterosteus_aculeatus ENSGACG00000015624
gasterosteus_aculeatus ENSGACG00000015623
mastacembelus_armatus ENSMAMG00000011400
labrus_bergylta ENSLBEG00000021608
xiphophorus_maculatus ENSXMAG00000019237
gambusia_affinis ENSGAFG00000004225
poecilia_formosa ENSPFOG00000022537
poecilia_latipinna ENSPLAG00000014864
poecilia_mexicana ENSPMEG00000020766
poecilia_reticulata ENSPREG00000017283
fundulus_heteroclitus ENSFHEG00000007683
cyprinodon_variegatus ENSCVAG00000006790
oryzias_latipes_asm223467v1 ENSORLG00000029471
oryzias_latipes_asm223469v1 ENSORLG00015000079
oryzias_latipes_asm223471v1 ENSORLG00020015456
oryzias_melastigma ENSOMEG00000021753
maylandia_zebra ENSMZEG00005007962
astatotilapia_calliptera ENSACLG00000024796
haplochromis_burtoni ENSHBUG00000011729
neolamprologus_brichardi ENSNBRG00000018935
pundamilia_nyererei ENSPNYG00000003883
oreochromis_niloticus ENSONIG00000015323
amphilophus_citrinellus ENSACIG00000007719
stegastes_partitus ENSSPAG00000019568
acanthochromis_polyacanthus ENSAPOG00000021032
gadus_morhua ENSGMOG00000017398
esox_lucius ENSELUG00000002709
scleropages_formosus ENSSFOG00015018502
paramormyrops_kingsleyae ENSPKIG00000001151
