loxodonta_africana ENSLAFG00000014729
procavia_capensis ENSPCAG00000007107
echinops_telfairi ENSETEG00000019345
dasypus_novemcinctus ENSDNOG00000024156
castor_canadensis ENSCCNG00000006859
dipodomys_ordii ENSDORG00000026699
peromyscus_maniculatus_bairdii ENSPEMG00000018115
microtus_ochrogaster ENSMOCG00000022456
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020097
cricetulus_griseus_crigri-picr ENSCGRG00015025145
cricetulus_griseus_crigri_1.0 ENSCGRG00000003792
mesocricetus_auratus ENSMAUG00000019331
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023873
mus_spicilegus ENSMSIG00000015282
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090673
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022952
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014442
rattus_norvegicus ENSRNOG00000042679
meriones_unguiculatus ENSMUGG00000011798
nannospalax_galili ENSNGAG00000015021
jaculus_jaculus ENSJJAG00000006963
marmota_marmota_marmota ENSMMMG00000021462
urocitellus_parryii ENSUPAG00010014187
spermophilus_dauricus ENSSDAG00000023281
ictidomys_tridecemlineatus ENSSTOG00000010811
chinchilla_lanigera ENSCLAG00000008402
octodon_degus ENSODEG00000016196
cavia_porcellus ENSCPOG00000035033
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010902
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011520
fukomys_damarensis ENSFDAG00000011923
oryctolagus_cuniculus ENSOCUG00000029435
prolemur_simus ENSPSMG00000007345
microcebus_murinus ENSMICG00000007572
propithecus_coquereli ENSPCOG00000017788
otolemur_garnettii ENSOGAG00000030295
pan_troglodytes ENSPTRG00000002801
pan_paniscus ENSPPAG00000024948
homo_sapiens ENSG00000196233
gorilla_gorilla ENSGGOG00000005550
pongo_abelii ENSPPYG00000002523
nomascus_leucogenys ENSNLEG00000019109
cercocebus_atys ENSCATG00000032950
mandrillus_leucophaeus ENSMLEG00000017762
papio_anubis ENSPANG00000021376
theropithecus_gelada ENSTGEG00000014584
macaca_mulatta ENSMMUG00000010427
macaca_fascicularis ENSMFAG00000039632
macaca_nemestrina ENSMNEG00000030522
chlorocebus_sabaeus ENSCSAG00000018446
rhinopithecus_roxellana ENSRROG00000041759
rhinopithecus_bieti ENSRBIG00000000077
colobus_angolensis_palliatus ENSCANG00000034152
piliocolobus_tephrosceles ENSPTEG00000032309
cebus_capucinus_imitator ENSCCAG00000022922
saimiri_boliviensis_boliviensis ENSSBOG00000025139
callithrix_jacchus ENSCJAG00000022966
aotus_nancymaae ENSANAG00000033126
sorex_araneus ENSSARG00000008226
erinaceus_europaeus ENSEEUG00000004463
bos_taurus ENSBTAG00000046239
bos_mutus ENSBMUG00000020906
bison_bison_bison ENSBBBG00000021665
capra_hircus ENSCHIG00000008908
ovis_aries ENSOARG00000014892
tursiops_truncatus ENSTTRG00000009862
sus_scrofa ENSSSCG00000010513
equus_caballus ENSECAG00000013509
equus_asinus_asinus ENSEASG00005009256
pteropus_vampyrus ENSPVAG00000003365
myotis_lucifugus ENSMLUG00000015786
ursus_maritimus ENSUMAG00000021534
ursus_americanus ENSUAMG00000027852
ailuropoda_melanoleuca ENSAMEG00000018798
neovison_vison ENSNVIG00000020819
mustela_putorius_furo ENSMPUG00000017050
canis_lupus_dingo ENSCAFG00020005805
canis_lupus_familiaris ENSCAFG00000031956
vulpes_vulpes ENSVVUG00000023048
panthera_tigris_altaica ENSPTIG00000011664
panthera_pardus ENSPPRG00000007441
felis_catus ENSFCAG00000002718
phascolarctos_cinereus ENSPCIG00000001958
ornithorhynchus_anatinus ENSOANG00000012073
pogona_vitticeps ENSPVIG00000013954
anolis_carolinensis ENSACAG00000021055
notechis_scutatus ENSNSUG00000007045
salvator_merianae ENSSMRG00000021676
sphenodon_punctatus ENSSPUG00000012129
apteryx_haastii ENSAHAG00000015524
apteryx_owenii ENSAOWG00000005306
apteryx_rowi ENSARWG00000000844
dromaius_novaehollandiae ENSDNVG00000014883
nothoprocta_perdicaria ENSNPEG00000009044
calidris_pugnax ENSCPUG00000010650
calidris_pygmaea ENSCPGG00000005524
melopsittacus_undulatus ENSMUNG00000008895
serinus_canaria ENSSCAG00000016580
lonchura_striata_domestica ENSLSDG00000005387
junco_hyemalis ENSJHYG00000001311
zonotrichia_albicollis ENSZALG00000006800
ficedula_albicollis ENSFALG00000008480
cyanistes_caeruleus ENSCCEG00000022338
parus_major ENSPMJG00000004409
lepidothrix_coronata ENSLCOG00000016496
anser_brachyrhynchus ENSABRG00000007875
anas_platyrhynchos_platyrhynchos ENSAPLG00000013561
gallus_gallus ENSGALG00000028512
meleagris_gallopavo ENSMGAG00000009950
coturnix_japonica ENSCJPG00005019736
numida_meleagris ENSNMEG00000013586
crocodylus_porosus ENSCPRG00005013234
gopherus_agassizii ENSGAGG00000019016
chelonoidis_abingdonii ENSCABG00000016654
chrysemys_picta_bellii ENSCPBG00000005416
pelodiscus_sinensis ENSPSIG00000009090
latimeria_chalumnae ENSLACG00000004554
scleropages_formosus ENSSFOG00015005179
paramormyrops_kingsleyae ENSPKIG00000015096
scleropages_formosus ENSSFOG00015015746
scophthalmus_maximus ENSSMAG00000003340
cynoglossus_semilaevis ENSCSEG00000008438
seriola_dumerili ENSSDUG00000008108
anabas_testudineus ENSATEG00000000527
maylandia_zebra ENSMZEG00005000159
astatotilapia_calliptera ENSACLG00000009523
pundamilia_nyererei ENSPNYG00000008611
haplochromis_burtoni ENSHBUG00000002232
amphilophus_citrinellus ENSACIG00000022157
poecilia_reticulata ENSPREG00000020025
poecilia_mexicana ENSPMEG00000005424
xiphophorus_couchianus ENSXCOG00000012235
kryptolebias_marmoratus ENSKMAG00000021239
amphiprion_percula ENSAPEG00000014749
amphiprion_ocellaris ENSAOCG00000005488
acanthochromis_polyacanthus ENSAPOG00000020357
stegastes_partitus ENSSPAG00000013103
mola_mola ENSMMOG00000010593
takifugu_rubripes ENSTRUG00000008704
