hippocampus_comes ENSHCOG00000010958
takifugu_rubripes ENSTRUG00000020999
scophthalmus_maximus ENSSMAG00000003324
seriola_dumerili ENSSDUG00000005471
seriola_lalandi_dorsalis ENSSLDG00000009321
mastacembelus_armatus ENSMAMG00000013992
pundamilia_nyererei ENSPNYG00000011918
haplochromis_burtoni ENSHBUG00000004156
maylandia_zebra ENSMZEG00005013092
astatotilapia_calliptera ENSACLG00000001647
neolamprologus_brichardi ENSNBRG00000000700
amphilophus_citrinellus ENSACIG00000022646
stegastes_partitus ENSSPAG00000015721
kryptolebias_marmoratus ENSKMAG00000001604
monopterus_albus ENSMALG00000010765
anabas_testudineus ENSATEG00000000708
mola_mola ENSMMOG00000004947
poecilia_latipinna ENSPLAG00000010633
poecilia_mexicana ENSPMEG00000005951
poecilia_reticulata ENSPREG00000004243
gambusia_affinis ENSGAFG00000001017
xiphophorus_maculatus ENSXMAG00000023186
oryzias_latipes_asm223471v1 ENSORLG00020000280
oryzias_latipes_asm223467v1 ENSORLG00000024020
amphiprion_percula ENSAPEG00000021772
acanthochromis_polyacanthus ENSAPOG00000012441
oryzias_melastigma ENSOMEG00000012550
oryzias_latipes_asm223469v1 ENSORLG00015019509
fundulus_heteroclitus ENSFHEG00000015677
amphiprion_ocellaris ENSAOCG00000024373
periophthalmus_magnuspinnatus ENSPMGG00000016156
labrus_bergylta ENSLBEG00000001207
cynoglossus_semilaevis ENSCSEG00000002221
esox_lucius ENSELUG00000017997
pygocentrus_nattereri ENSPNAG00000003306
astyanax_mexicanus ENSAMXG00000037258
ictalurus_punctatus ENSIPUG00000009567
danio_rerio ENSDARG00000105882
scleropages_formosus ENSSFOG00015016139
