latimeria_chalumnae ENSLACG00000001616
xenopus_tropicalis ENSXETG00000004744
pygocentrus_nattereri ENSPNAG00000011006
astyanax_mexicanus ENSAMXG00000039124
ictalurus_punctatus ENSIPUG00000003497
danio_rerio ENSDARG00000078805
xiphophorus_maculatus ENSXMAG00000029589
gambusia_affinis ENSGAFG00000007559
poecilia_formosa ENSPFOG00000010820
poecilia_latipinna ENSPLAG00000019432
poecilia_mexicana ENSPMEG00000008025
poecilia_reticulata ENSPREG00000020478
fundulus_heteroclitus ENSFHEG00000011590
cyprinodon_variegatus ENSCVAG00000012552
kryptolebias_marmoratus ENSKMAG00000020423
oryzias_latipes_asm223471v1 ENSORLG00020002171
oryzias_latipes_asm223467v1 ENSORLG00000012579
oryzias_latipes_asm223469v1 ENSORLG00015018697
oryzias_melastigma ENSOMEG00000023845
maylandia_zebra ENSMZEG00005007391
pundamilia_nyererei ENSPNYG00000006339
haplochromis_burtoni ENSHBUG00000023657
astatotilapia_calliptera ENSACLG00000025453
oreochromis_niloticus ENSONIG00000003364
neolamprologus_brichardi ENSNBRG00000017085
amphilophus_citrinellus ENSACIG00000000491
amphiprion_ocellaris ENSAOCG00000006086
amphiprion_ocellaris ENSAOCG00000017996
amphiprion_percula ENSAPEG00000018086
acanthochromis_polyacanthus ENSAPOG00000007563
stegastes_partitus ENSSPAG00000013202
gasterosteus_aculeatus ENSGACG00000011070
mastacembelus_armatus ENSMAMG00000023551
monopterus_albus ENSMALG00000005817
anabas_testudineus ENSATEG00000004959
scophthalmus_maximus ENSSMAG00000002491
cynoglossus_semilaevis ENSCSEG00000016947
seriola_lalandi_dorsalis ENSSLDG00000016022
seriola_dumerili ENSSDUG00000009603
takifugu_rubripes ENSTRUG00000021052
tetraodon_nigroviridis ENSTNIG00000001487
mola_mola ENSMMOG00000009997
labrus_bergylta ENSLBEG00000009386
labrus_bergylta ENSLBEG00000008749
hippocampus_comes ENSHCOG00000009155
periophthalmus_magnuspinnatus ENSPMGG00000009612
esox_lucius ENSELUG00000013098
scleropages_formosus ENSSFOG00015001957
paramormyrops_kingsleyae ENSPKIG00000019180
lepisosteus_oculatus ENSLOCG00000001028
pogona_vitticeps ENSPVIG00000010880
anolis_carolinensis ENSACAG00000008835
notechis_scutatus ENSNSUG00000000920
salvator_merianae ENSSMRG00000020362
sphenodon_punctatus ENSSPUG00000000608
gopherus_agassizii ENSGAGG00000008195
chelonoidis_abingdonii ENSCABG00000017764
chrysemys_picta_bellii ENSCPBG00000023410
pelodiscus_sinensis ENSPSIG00000002926
bos_mutus ENSBMUG00000001015
bos_taurus ENSBTAG00000046875
bison_bison_bison ENSBBBG00000006321
capra_hircus ENSCHIG00000022385
ovis_aries ENSOARG00000017827
sus_scrofa ENSSSCG00000012978
ursus_americanus ENSUAMG00000020792
ailuropoda_melanoleuca ENSAMEG00000019238
mustela_putorius_furo ENSMPUG00000011617
neovison_vison ENSNVIG00000015570
canis_lupus_dingo ENSCAFG00020015080
canis_lupus_familiaris ENSCAFG00000025135
vulpes_vulpes ENSVVUG00000027075
felis_catus ENSFCAG00000026295
panthera_pardus ENSPPRG00000000658
equus_caballus ENSECAG00000035192
equus_asinus_asinus ENSEASG00005004309
myotis_lucifugus ENSMLUG00000023619
prolemur_simus ENSPSMG00000022959
microcebus_murinus ENSMICG00000032450
propithecus_coquereli ENSPCOG00000018818
otolemur_garnettii ENSOGAG00000027376
homo_sapiens ENSG00000254470
pan_troglodytes ENSPTRG00000042895
gorilla_gorilla ENSGGOG00000038885
pongo_abelii ENSPPYG00000029664
nomascus_leucogenys ENSNLEG00000031058
papio_anubis ENSPANG00000005284
theropithecus_gelada ENSTGEG00000008042
cercocebus_atys ENSCATG00000038336
mandrillus_leucophaeus ENSMLEG00000038856
macaca_fascicularis ENSMFAG00000031665
macaca_nemestrina ENSMNEG00000003347
macaca_mulatta ENSMMUG00000038363
chlorocebus_sabaeus ENSCSAG00000007994
piliocolobus_tephrosceles ENSPTEG00000025893
colobus_angolensis_palliatus ENSCANG00000041046
rhinopithecus_bieti ENSRBIG00000029910
rhinopithecus_roxellana ENSRROG00000040382
cebus_capucinus_imitator ENSCCAG00000016243
saimiri_boliviensis_boliviensis ENSSBOG00000033418
callithrix_jacchus ENSCJAG00000045485
aotus_nancymaae ENSANAG00000030089
chinchilla_lanigera ENSCLAG00000016777
octodon_degus ENSODEG00000017827
cavia_porcellus ENSCPOG00000011201
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014408
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018174
fukomys_damarensis ENSFDAG00000008669
urocitellus_parryii ENSUPAG00010009408
spermophilus_dauricus ENSSDAG00000013422
ictidomys_tridecemlineatus ENSSTOG00000025490
marmota_marmota_marmota ENSMMMG00000021100
castor_canadensis ENSCCNG00000024674
dipodomys_ordii ENSDORG00000028410
mus_spicilegus ENSMSIG00000001503
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049562
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023473
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022559
