sarcophilus_harrisii ENSSHAG00000009176
phascolarctos_cinereus ENSPCIG00000017041
monodelphis_domestica ENSMODG00000013566
chlorocebus_sabaeus ENSCSAG00000016780
chlorocebus_sabaeus ENSCSAG00000018983
cercocebus_atys ENSCATG00000033268
papio_anubis ENSPANG00000017179
macaca_fascicularis ENSMFAG00000040373
macaca_mulatta ENSMMUG00000031677
macaca_nemestrina ENSMNEG00000041906
mandrillus_leucophaeus ENSMLEG00000038927
theropithecus_gelada ENSTGEG00000014634
rhinopithecus_bieti ENSRBIG00000035471
rhinopithecus_roxellana ENSRROG00000041115
colobus_angolensis_palliatus ENSCANG00000028951
piliocolobus_tephrosceles ENSPTEG00000014549
pan_paniscus ENSPPAG00000028484
pan_troglodytes ENSPTRG00000052353
homo_sapiens ENSG00000008324
gorilla_gorilla ENSGGOG00000036655
pongo_abelii ENSPPYG00000013979
nomascus_leucogenys ENSNLEG00000005848
nomascus_leucogenys ENSNLEG00000031224
pan_troglodytes ENSPTRG00000040987
piliocolobus_tephrosceles ENSPTEG00000029038
cebus_capucinus_imitator ENSCCAG00000036916
cebus_capucinus_imitator ENSCCAG00000019950
saimiri_boliviensis_boliviensis ENSSBOG00000034669
callithrix_jacchus ENSCJAG00000018064
aotus_nancymaae ENSANAG00000034843
carlito_syrichta ENSTSYG00000037328
prolemur_simus ENSPSMG00000008364
propithecus_coquereli ENSPCOG00000021343
microcebus_murinus ENSMICG00000049577
otolemur_garnettii ENSOGAG00000003829
castor_canadensis ENSCCNG00000003046
dipodomys_ordii ENSDORG00000027512
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032828
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032526
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033976
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015694
rattus_norvegicus ENSRNOG00000047853
meriones_unguiculatus ENSMUGG00000023759
peromyscus_maniculatus_bairdii ENSPEMG00000027266
microtus_ochrogaster ENSMOCG00000019547
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018261
cricetulus_griseus_crigri_1.0 ENSCGRG00000010228
cricetulus_griseus_crigri-picr ENSCGRG00015011088
mesocricetus_auratus ENSMAUG00000018546
nannospalax_galili ENSNGAG00000017640
jaculus_jaculus ENSJJAG00000014027
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018993
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011957
fukomys_damarensis ENSFDAG00000016012
octodon_degus ENSODEG00000011232
chinchilla_lanigera ENSCLAG00000015815
cavia_porcellus ENSCPOG00000030688
marmota_marmota_marmota ENSMMMG00000009295
marmota_marmota_marmota ENSMMMG00000007564
spermophilus_dauricus ENSSDAG00000004812
spermophilus_dauricus ENSSDAG00000001245
marmota_marmota_marmota ENSMMMG00000013419
marmota_marmota_marmota ENSMMMG00000000219
marmota_marmota_marmota ENSMMMG00000004872
spermophilus_dauricus ENSSDAG00000010390
urocitellus_parryii ENSUPAG00010012192
ictidomys_tridecemlineatus ENSSTOG00000031866
ursus_maritimus ENSUMAG00000002050
ursus_americanus ENSUAMG00000008408
ailuropoda_melanoleuca ENSAMEG00000012530
canis_lupus_dingo ENSCAFG00020025271
canis_lupus_familiaris ENSCAFG00000005281
vulpes_vulpes ENSVVUG00000005232
neovison_vison ENSNVIG00000017015
