chrysemys_picta_bellii ENSCPBG00000012242
gopherus_agassizii ENSGAGG00000005867
taeniopygia_guttata ENSTGUG00000009386
lonchura_striata_domestica ENSLSDG00000009878
serinus_canaria ENSSCAG00000016732
ficedula_albicollis ENSFALG00000008209
melopsittacus_undulatus ENSMUNG00000007682
gallus_gallus ENSGALG00000020754
numida_meleagris ENSNMEG00000013822
calidris_pygmaea ENSCPGG00000017556
calidris_pugnax ENSCPUG00000009458
anas_platyrhynchos_platyrhynchos ENSAPLG00000020113
anser_brachyrhynchus ENSABRG00000002230
lepidothrix_coronata ENSLCOG00000016526
junco_hyemalis ENSJHYG00000018484
coturnix_japonica ENSCJPG00005019526
apteryx_owenii ENSAOWG00000018037
apteryx_rowi ENSARWG00000006816
nothoprocta_perdicaria ENSNPEG00000008796
anolis_carolinensis ENSACAG00000026586
pogona_vitticeps ENSPVIG00000013711
salvator_merianae ENSSMRG00000021707
notechis_scutatus ENSNSUG00000007665
sphenodon_punctatus ENSSPUG00000013368
cricetulus_griseus_crigri_1.0 ENSCGRG00000014292
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023528
cricetulus_griseus_crigri-picr ENSCGRG00015007908
mesocricetus_auratus ENSMAUG00000020438
peromyscus_maniculatus_bairdii ENSPEMG00000027502
microtus_ochrogaster ENSMOCG00000015643
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028338
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029341
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022094
rattus_norvegicus ENSRNOG00000008218
meriones_unguiculatus ENSMUGG00000008887
nannospalax_galili ENSNGAG00000014677
dipodomys_ordii ENSDORG00000028926
castor_canadensis ENSCCNG00000013983
cavia_porcellus ENSCPOG00000030406
cavia_aperea ENSCAPG00000016522
octodon_degus ENSODEG00000013140
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018787
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003317
fukomys_damarensis ENSFDAG00000014835
chinchilla_lanigera ENSCLAG00000005030
spermophilus_dauricus ENSSDAG00000019084
urocitellus_parryii ENSUPAG00010020899
ictidomys_tridecemlineatus ENSSTOG00000030808
marmota_marmota_marmota ENSMMMG00000006553
jaculus_jaculus ENSJJAG00000015500
piliocolobus_tephrosceles ENSPTEG00000029751
colobus_angolensis_palliatus ENSCANG00000037158
rhinopithecus_bieti ENSRBIG00000043728
rhinopithecus_roxellana ENSRROG00000041921
cercocebus_atys ENSCATG00000045053
papio_anubis ENSPANG00000007835
theropithecus_gelada ENSTGEG00000003329
mandrillus_leucophaeus ENSMLEG00000025932
homo_sapiens ENSG00000171130
gorilla_gorilla ENSGGOG00000006898
pan_troglodytes ENSPTRG00000019850
pan_paniscus ENSPPAG00000032602
saimiri_boliviensis_boliviensis ENSSBOG00000032809
cebus_capucinus_imitator ENSCCAG00000036006
canis_lupus_familiaris ENSCAFG00000004543
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039347
mus_spicilegus ENSMSIG00000021071
callithrix_jacchus ENSCJAG00000010462
aotus_nancymaae ENSANAG00000027446
chlorocebus_sabaeus ENSCSAG00000006895
nomascus_leucogenys ENSNLEG00000029896
carlito_syrichta ENSTSYG00000037372
prolemur_simus ENSPSMG00000014784
propithecus_coquereli ENSPCOG00000018286
microcebus_murinus ENSMICG00000044948
vulpes_vulpes ENSVVUG00000009186
canis_lupus_dingo ENSCAFG00020006523
ailuropoda_melanoleuca ENSAMEG00000002473
ursus_americanus ENSUAMG00000023297
neovison_vison ENSNVIG00000002393
mustela_putorius_furo ENSMPUG00000007307
panthera_tigris_altaica ENSPTIG00000009231
panthera_pardus ENSPPRG00000020377
felis_catus ENSFCAG00000036752
equus_caballus ENSECAG00000014451
equus_asinus_asinus ENSEASG00005020642
oryctolagus_cuniculus ENSOCUG00000014554
ovis_aries ENSOARG00000001047
capra_hircus ENSCHIG00000011623
bos_mutus ENSBMUG00000010402
bos_taurus ENSBTAG00000006022
bison_bison_bison ENSBBBG00000018178
loxodonta_africana ENSLAFG00000006800
myotis_lucifugus ENSMLUG00000029276
phascolarctos_cinereus ENSPCIG00000014501
ornithorhynchus_anatinus ENSOANG00000005970
xenopus_tropicalis ENSXETG00000026348
fundulus_heteroclitus ENSFHEG00000002546
cyprinodon_variegatus ENSCVAG00000003019
xiphophorus_couchianus ENSXCOG00000011856
xiphophorus_maculatus ENSXMAG00000027815
gambusia_affinis ENSGAFG00000004742
poecilia_mexicana ENSPMEG00000003188
poecilia_latipinna ENSPLAG00000022437
poecilia_reticulata ENSPREG00000021108
kryptolebias_marmoratus ENSKMAG00000004434
oryzias_latipes_asm223467v1 ENSORLG00000021962
oryzias_latipes_asm223469v1 ENSORLG00015021782
oryzias_latipes_asm223471v1 ENSORLG00020021075
oryzias_melastigma ENSOMEG00000011709
scophthalmus_maximus ENSSMAG00000021097
cynoglossus_semilaevis ENSCSEG00000020814
