taeniopygia_guttata ENSTGUG00000003409
lonchura_striata_domestica ENSLSDG00000003013
cyanistes_caeruleus ENSCCEG00000020215
lepidothrix_coronata ENSLCOG00000012610
serinus_canaria ENSSCAG00000011219
xenopus_tropicalis ENSXETG00000025485
esox_lucius ENSELUG00000011858
danio_rerio ENSDARG00000059498
pygocentrus_nattereri ENSPNAG00000003349
ictalurus_punctatus ENSIPUG00000007077
seriola_dumerili ENSSDUG00000014361
scophthalmus_maximus ENSSMAG00000001537
anabas_testudineus ENSATEG00000023990
monopterus_albus ENSMALG00000000937
cynoglossus_semilaevis ENSCSEG00000008910
fundulus_heteroclitus ENSFHEG00000014309
cyprinodon_variegatus ENSCVAG00000008849
poecilia_latipinna ENSPLAG00000002485
poecilia_mexicana ENSPMEG00000021080
poecilia_reticulata ENSPREG00000004041
xiphophorus_maculatus ENSXMAG00000022817
gambusia_affinis ENSGAFG00000003634
kryptolebias_marmoratus ENSKMAG00000012632
oryzias_latipes_asm223467v1 ENSORLG00000007204
oryzias_latipes_asm223471v1 ENSORLG00020001211
oryzias_latipes_asm223469v1 ENSORLG00015011876
oryzias_melastigma ENSOMEG00000007092
stegastes_partitus ENSSPAG00000011000
haplochromis_burtoni ENSHBUG00000004565
pundamilia_nyererei ENSPNYG00000009209
astatotilapia_calliptera ENSACLG00000023106
maylandia_zebra ENSMZEG00005021546
neolamprologus_brichardi ENSNBRG00000021073
oreochromis_niloticus ENSONIG00000002021
amphilophus_citrinellus ENSACIG00000005289
takifugu_rubripes ENSTRUG00000011387
tetraodon_nigroviridis ENSTNIG00000010432
mola_mola ENSMMOG00000011200
labrus_bergylta ENSLBEG00000021156
periophthalmus_magnuspinnatus ENSPMGG00000008582
paramormyrops_kingsleyae ENSPKIG00000017866
scleropages_formosus ENSSFOG00015017239
ciona_intestinalis ENSCING00000012074
drosophila_melanogaster FBgn0031254
