cynoglossus_semilaevis ENSCSEG00000019914
hippocampus_comes ENSHCOG00000014098
xiphophorus_maculatus ENSXMAG00000027769
gambusia_affinis ENSGAFG00000008143
poecilia_formosa ENSPFOG00000014880
poecilia_mexicana ENSPMEG00000021268
poecilia_latipinna ENSPLAG00000022850
poecilia_reticulata ENSPREG00000021729
fundulus_heteroclitus ENSFHEG00000017725
cyprinodon_variegatus ENSCVAG00000015073
kryptolebias_marmoratus ENSKMAG00000001322
oryzias_latipes_asm223471v1 ENSORLG00020001870
oryzias_latipes_asm223467v1 ENSORLG00000024693
oryzias_latipes_asm223469v1 ENSORLG00015019732
takifugu_rubripes ENSTRUG00000000118
tetraodon_nigroviridis ENSTNIG00000002837
labrus_bergylta ENSLBEG00000017682
gasterosteus_aculeatus ENSGACG00000000010
scophthalmus_maximus ENSSMAG00000005653
monopterus_albus ENSMALG00000020023
periophthalmus_magnuspinnatus ENSPMGG00000012334
haplochromis_burtoni ENSHBUG00000009767
pundamilia_nyererei ENSPNYG00000019429
astatotilapia_calliptera ENSACLG00000013273
maylandia_zebra ENSMZEG00005009135
oreochromis_niloticus ENSONIG00000018567
anabas_testudineus ENSATEG00000008188
amphiprion_percula ENSAPEG00000022980
amphiprion_ocellaris ENSAOCG00000010703
acanthochromis_polyacanthus ENSAPOG00000006113
stegastes_partitus ENSSPAG00000017817
mastacembelus_armatus ENSMAMG00000010557
seriola_dumerili ENSSDUG00000017497
seriola_lalandi_dorsalis ENSSLDG00000011467
gadus_morhua ENSGMOG00000011688
amphilophus_citrinellus ENSACIG00000007522
oryzias_melastigma ENSOMEG00000003708
mola_mola ENSMMOG00000016288
bos_taurus ENSBTAG00000006135
petromyzon_marinus ENSPMAG00000000595
eptatretus_burgeri ENSEBUG00000004577
pygocentrus_nattereri ENSPNAG00000007430
astyanax_mexicanus ENSAMXG00000035620
ictalurus_punctatus ENSIPUG00000014184
danio_rerio ENSDARG00000033609
esox_lucius ENSELUG00000014347
scleropages_formosus ENSSFOG00015004071
paramormyrops_kingsleyae ENSPKIG00000023334
lepisosteus_oculatus ENSLOCG00000006440
phascolarctos_cinereus ENSPCIG00000028153
phascolarctos_cinereus ENSPCIG00000019794
monodelphis_domestica ENSMODG00000002694
ornithorhynchus_anatinus ENSOANG00000011546
prolemur_simus ENSPSMG00000018505
propithecus_coquereli ENSPCOG00000027110
chlorocebus_sabaeus ENSCSAG00000012080
pongo_abelii ENSPPYG00000010938
bison_bison_bison ENSBBBG00000017926
bos_mutus ENSBMUG00000005414
ovis_aries ENSOARG00000009989
capra_hircus ENSCHIG00000022203
vicugna_pacos ENSVPAG00000010075
mandrillus_leucophaeus ENSMLEG00000040666
neovison_vison ENSNVIG00000017515
spermophilus_dauricus ENSSDAG00000019685
dasypus_novemcinctus ENSDNOG00000010044
loxodonta_africana ENSLAFG00000027645
erinaceus_europaeus ENSEEUG00000007021
sorex_araneus ENSSARG00000009151
ochotona_princeps ENSOPRG00000015751
echinops_telfairi ENSETEG00000012407
microcebus_murinus ENSMICG00000028466
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005970
cricetulus_griseus_crigri-picr ENSCGRG00015026373
cricetulus_griseus_crigri_1.0 ENSCGRG00000007083
mesocricetus_auratus ENSMAUG00000011722
microtus_ochrogaster ENSMOCG00000022232
peromyscus_maniculatus_bairdii ENSPEMG00000001010
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027602
mus_spicilegus ENSMSIG00000002049
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025447
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024525
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025970
rattus_norvegicus ENSRNOG00000025443
meriones_unguiculatus ENSMUGG00000006405
nannospalax_galili ENSNGAG00000019254
castor_canadensis ENSCCNG00000015481
otolemur_garnettii ENSOGAG00000027682
myotis_lucifugus ENSMLUG00000006105
canis_lupus_familiaris ENSCAFG00000007559
canis_lupus_dingo ENSCAFG00020005136
mustela_putorius_furo ENSMPUG00000017814
ailuropoda_melanoleuca ENSAMEG00000009183
panthera_tigris_altaica ENSPTIG00000008448
panthera_pardus ENSPPRG00000020454
felis_catus ENSFCAG00000022040
equus_asinus_asinus ENSEASG00005007320
equus_caballus ENSECAG00000010011
sus_scrofa ENSSSCG00000007281
ictidomys_tridecemlineatus ENSSTOG00000006158
urocitellus_parryii ENSUPAG00010004647
marmota_marmota_marmota ENSMMMG00000010048
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004510
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009257
fukomys_damarensis ENSFDAG00000018572
octodon_degus ENSODEG00000013000
chinchilla_lanigera ENSCLAG00000016760
cavia_porcellus ENSCPOG00000030093
papio_anubis ENSPANG00000014240
theropithecus_gelada ENSTGEG00000005636
cercocebus_atys ENSCATG00000009117
macaca_mulatta ENSMMUG00000045825
macaca_fascicularis ENSMFAG00000035423
macaca_nemestrina ENSMNEG00000033581
rhinopithecus_bieti ENSRBIG00000034582
rhinopithecus_roxellana ENSRROG00000032284
colobus_angolensis_palliatus ENSCANG00000031112
piliocolobus_tephrosceles ENSPTEG00000008839
pan_troglodytes ENSPTRG00000013417
pan_paniscus ENSPPAG00000037098
homo_sapiens ENSG00000101460
gorilla_gorilla ENSGGOG00000006431
nomascus_leucogenys ENSNLEG00000010086
cebus_capucinus_imitator ENSCCAG00000026883
callithrix_jacchus ENSCJAG00000045544
saimiri_boliviensis_boliviensis ENSSBOG00000027529
aotus_nancymaae ENSANAG00000022249
pteropus_vampyrus ENSPVAG00000005446
choloepus_hoffmanni ENSCHOG00000009260
jaculus_jaculus ENSJJAG00000010977
vulpes_vulpes ENSVVUG00000004393
ursus_americanus ENSUAMG00000020939
chrysemys_picta_bellii ENSCPBG00000018213
petromyzon_marinus ENSPMAG00000005119
eptatretus_burgeri ENSEBUG00000001084
petromyzon_marinus ENSPMAG00000005148
meleagris_gallopavo ENSMGAG00000002052
coturnix_japonica ENSCJPG00005020526
gallus_gallus ENSGALG00000038721
numida_meleagris ENSNMEG00000006240
anas_platyrhynchos_platyrhynchos ENSAPLG00000013983
calidris_pygmaea ENSCPGG00000018593
calidris_pugnax ENSCPUG00000004071
melopsittacus_undulatus ENSMUNG00000011208
parus_major ENSPMJG00000001994
cyanistes_caeruleus ENSCCEG00000008068
lepidothrix_coronata ENSLCOG00000009577
manacus_vitellinus ENSMVIG00005011326
taeniopygia_guttata ENSTGUG00000003576
lonchura_striata_domestica ENSLSDG00000015101
zonotrichia_albicollis ENSZALG00000010229
serinus_canaria ENSSCAG00000008224
ficedula_albicollis ENSFALG00000012540
apteryx_haastii ENSAHAG00000012326
apteryx_owenii ENSAOWG00000014247
apteryx_rowi ENSARWG00000005823
dromaius_novaehollandiae ENSDNVG00000018794
nothoprocta_perdicaria ENSNPEG00000003006
anser_brachyrhynchus ENSABRG00000008160
junco_hyemalis ENSJHYG00000005122
gopherus_agassizii ENSGAGG00000024174
notechis_scutatus ENSNSUG00000004753
notamacropus_eugenii ENSMEUG00000002213
chelonoidis_abingdonii ENSCABG00000001089
pelodiscus_sinensis ENSPSIG00000011131
xenopus_tropicalis ENSXETG00000019473
anolis_carolinensis ENSACAG00000009374
pogona_vitticeps ENSPVIG00000000641
salvator_merianae ENSSMRG00000001142
sphenodon_punctatus ENSSPUG00000008352
crocodylus_porosus ENSCPRG00005012842
latimeria_chalumnae ENSLACG00000019052
eptatretus_burgeri ENSEBUG00000015838
neolamprologus_brichardi ENSNBRG00000007815
neolamprologus_brichardi ENSNBRG00000007797
mola_mola ENSMMOG00000016287
tursiops_truncatus ENSTTRG00000012466
tupaia_belangeri ENSTBEG00000003611
eptatretus_burgeri ENSEBUG00000013758
