eptatretus_burgeri ENSEBUG00000011876
petromyzon_marinus ENSPMAG00000002230
petromyzon_marinus ENSPMAG00000004717
haplochromis_burtoni ENSHBUG00000012234
astatotilapia_calliptera ENSACLG00000013199
oreochromis_niloticus ENSONIG00000015269
maylandia_zebra ENSMZEG00005016419
amphiprion_percula ENSAPEG00000001634
anabas_testudineus ENSATEG00000006349
mastacembelus_armatus ENSMAMG00000017509
gasterosteus_aculeatus ENSGACG00000010524
seriola_dumerili ENSSDUG00000015277
seriola_lalandi_dorsalis ENSSLDG00000011946
monopterus_albus ENSMALG00000015466
mastacembelus_armatus ENSMAMG00000006220
anabas_testudineus ENSATEG00000001794
scophthalmus_maximus ENSSMAG00000005061
cynoglossus_semilaevis ENSCSEG00000000695
seriola_lalandi_dorsalis ENSSLDG00000021472
seriola_dumerili ENSSDUG00000003905
fundulus_heteroclitus ENSFHEG00000017929
cyprinodon_variegatus ENSCVAG00000022255
xiphophorus_maculatus ENSXMAG00000014608
gambusia_affinis ENSGAFG00000017071
poecilia_formosa ENSPFOG00000014267
poecilia_reticulata ENSPREG00000019186
poecilia_mexicana ENSPMEG00000011465
poecilia_latipinna ENSPLAG00000013607
kryptolebias_marmoratus ENSKMAG00000002140
oryzias_latipes_asm223469v1 ENSORLG00015005572
oryzias_latipes_asm223471v1 ENSORLG00020005804
oryzias_latipes_asm223467v1 ENSORLG00000016633
oryzias_melastigma ENSOMEG00000020376
pundamilia_nyererei ENSPNYG00000021737
haplochromis_burtoni ENSHBUG00000018359
maylandia_zebra ENSMZEG00005008679
astatotilapia_calliptera ENSACLG00000024864
neolamprologus_brichardi ENSNBRG00000003682
amphilophus_citrinellus ENSACIG00000008362
amphiprion_ocellaris ENSAOCG00000003723
amphiprion_percula ENSAPEG00000011761
acanthochromis_polyacanthus ENSAPOG00000010406
stegastes_partitus ENSSPAG00000009128
takifugu_rubripes ENSTRUG00000015492
tetraodon_nigroviridis ENSTNIG00000017421
mola_mola ENSMMOG00000001449
labrus_bergylta ENSLBEG00000000179
hippocampus_comes ENSHCOG00000015323
periophthalmus_magnuspinnatus ENSPMGG00000019057
gasterosteus_aculeatus ENSGACG00000007497
gadus_morhua ENSGMOG00000014977
esox_lucius ENSELUG00000006925
astyanax_mexicanus ENSAMXG00000014305
pygocentrus_nattereri ENSPNAG00000001356
ictalurus_punctatus ENSIPUG00000008118
danio_rerio ENSDARG00000060062
scleropages_formosus ENSSFOG00015023917
paramormyrops_kingsleyae ENSPKIG00000003331
lepisosteus_oculatus ENSLOCG00000010657
pogona_vitticeps ENSPVIG00000020150
anolis_carolinensis ENSACAG00000017127
notechis_scutatus ENSNSUG00000001823
salvator_merianae ENSSMRG00000012501
sphenodon_punctatus ENSSPUG00000014134
anas_platyrhynchos_platyrhynchos ENSAPLG00000013057
anser_brachyrhynchus ENSABRG00000002224
numida_meleagris ENSNMEG00000022391
gallus_gallus ENSGALG00000048497
meleagris_gallopavo ENSMGAG00000012822
coturnix_japonica ENSCJPG00005019271
calidris_pygmaea ENSCPGG00000002946
calidris_pugnax ENSCPUG00000019454
melopsittacus_undulatus ENSMUNG00000009358
apteryx_haastii ENSAHAG00000009501
apteryx_owenii ENSAOWG00000003739
apteryx_rowi ENSARWG00000011983
dromaius_novaehollandiae ENSDNVG00000002868
nothoprocta_perdicaria ENSNPEG00000011609
crocodylus_porosus ENSCPRG00005005288
chrysemys_picta_bellii ENSCPBG00000026279
chrysemys_picta_bellii ENSCPBG00000026278
gopherus_agassizii ENSGAGG00000020483
chelonoidis_abingdonii ENSCABG00000022791
pelodiscus_sinensis ENSPSIG00000018030
castor_canadensis ENSCCNG00000007462
dipodomys_ordii ENSDORG00000007720
mus_spicilegus ENSMSIG00000011897
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018825
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059114
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017979
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029738
rattus_norvegicus ENSRNOG00000052456
meriones_unguiculatus ENSMUGG00000021109
cricetulus_griseus_crigri-picr ENSCGRG00015002096
cricetulus_griseus_crigri_1.0 ENSCGRG00000008572
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000662
mesocricetus_auratus ENSMAUG00000000421
microtus_ochrogaster ENSMOCG00000004739
peromyscus_maniculatus_bairdii ENSPEMG00000023400
nannospalax_galili ENSNGAG00000020875
jaculus_jaculus ENSJJAG00000019570
chinchilla_lanigera ENSCLAG00000008596
cavia_porcellus ENSCPOG00000011481
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002666
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013955
fukomys_damarensis ENSFDAG00000013734
octodon_degus ENSODEG00000013756
oryctolagus_cuniculus ENSOCUG00000017758
ochotona_princeps ENSOPRG00000013824
macaca_mulatta ENSMMUG00000022904
macaca_fascicularis ENSMFAG00000046151
macaca_nemestrina ENSMNEG00000031633
mandrillus_leucophaeus ENSMLEG00000041219
cercocebus_atys ENSCATG00000043880
papio_anubis ENSPANG00000019311
theropithecus_gelada ENSTGEG00000025800
chlorocebus_sabaeus ENSCSAG00000011921
colobus_angolensis_palliatus ENSCANG00000006701
piliocolobus_tephrosceles ENSPTEG00000024481
rhinopithecus_bieti ENSRBIG00000031026
rhinopithecus_roxellana ENSRROG00000043657
homo_sapiens ENSG00000100565
gorilla_gorilla ENSGGOG00000010758
pan_troglodytes ENSPTRG00000006570
pan_paniscus ENSPPAG00000037806
