notechis_scutatus ENSNSUG00000019530
pogona_vitticeps ENSPVIG00000009197
salvator_merianae ENSSMRG00000002405
sphenodon_punctatus ENSSPUG00000010496
chelonoidis_abingdonii ENSCABG00000009252
phascolarctos_cinereus ENSPCIG00000025193
notamacropus_eugenii ENSMEUG00000013777
monodelphis_domestica ENSMODG00000015679
tursiops_truncatus ENSTTRG00000005536
sus_scrofa ENSSSCG00000035430
myotis_lucifugus ENSMLUG00000011260
ursus_maritimus ENSUMAG00000011030
ursus_americanus ENSUAMG00000024154
ailuropoda_melanoleuca ENSAMEG00000015270
canis_lupus_dingo ENSCAFG00020017655
canis_lupus_familiaris ENSCAFG00000017095
vulpes_vulpes ENSVVUG00000026009
panthera_tigris_altaica ENSPTIG00000005775
panthera_pardus ENSPPRG00000002738
felis_catus ENSFCAG00000031006
mustela_putorius_furo ENSMPUG00000012595
pteropus_vampyrus ENSPVAG00000010557
neovison_vison ENSNVIG00000000694
bos_mutus ENSBMUG00000026307
bos_taurus ENSBTAG00000009047
bison_bison_bison ENSBBBG00000017652
ovis_aries ENSOARG00000003882
capra_hircus ENSCHIG00000022021
equus_caballus ENSECAG00000024038
equus_asinus_asinus ENSEASG00005014675
castor_canadensis ENSCCNG00000028434
dipodomys_ordii ENSDORG00000023793
marmota_marmota_marmota ENSMMMG00000023726
spermophilus_dauricus ENSSDAG00000007591
urocitellus_parryii ENSUPAG00010009692
ictidomys_tridecemlineatus ENSSTOG00000020976
microtus_ochrogaster ENSMOCG00000003598
peromyscus_maniculatus_bairdii ENSPEMG00000027115
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014821
cricetulus_griseus_crigri_1.0 ENSCGRG00000007072
cricetulus_griseus_crigri-picr ENSCGRG00015025574
mesocricetus_auratus ENSMAUG00000011044
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030463
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042675
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031577
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013673
rattus_norvegicus ENSRNOG00000019721
nannospalax_galili ENSNGAG00000018590
jaculus_jaculus ENSJJAG00000018230
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004236
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010682
fukomys_damarensis ENSFDAG00000013437
cavia_porcellus ENSCPOG00000003249
cavia_aperea ENSCAPG00000015933
chinchilla_lanigera ENSCLAG00000010065
octodon_degus ENSODEG00000014110
oryctolagus_cuniculus ENSOCUG00000023899
otolemur_garnettii ENSOGAG00000011660
carlito_syrichta ENSTSYG00000028159
propithecus_coquereli ENSPCOG00000019682
prolemur_simus ENSPSMG00000020746
microcebus_murinus ENSMICG00000031208
mandrillus_leucophaeus ENSMLEG00000025543
pongo_abelii ENSPPYG00000007241
saimiri_boliviensis_boliviensis ENSSBOG00000019067
rhinopithecus_bieti ENSRBIG00000043195
rhinopithecus_roxellana ENSRROG00000006739
macaca_nemestrina ENSMNEG00000032402
macaca_mulatta ENSMMUG00000000980
macaca_fascicularis ENSMFAG00000003117
colobus_angolensis_palliatus ENSCANG00000033654
papio_anubis ENSPANG00000016127
aotus_nancymaae ENSANAG00000026920
pan_troglodytes ENSPTRG00000007986
pan_paniscus ENSPPAG00000030320
gorilla_gorilla ENSGGOG00000012931
homo_sapiens ENSG00000090238
nomascus_leucogenys ENSNLEG00000001996
theropithecus_gelada ENSTGEG00000014369
callithrix_jacchus ENSCJAG00000006829
cercocebus_atys ENSCATG00000038922
cebus_capucinus_imitator ENSCCAG00000014313
chlorocebus_sabaeus ENSCSAG00000006177
dasypus_novemcinctus ENSDNOG00000024482
procavia_capensis ENSPCAG00000000073
loxodonta_africana ENSLAFG00000017893
chrysemys_picta_bellii ENSCPBG00000012655
pogona_vitticeps ENSPVIG00000003089
meriones_unguiculatus ENSMUGG00000012068
mus_spicilegus ENSMSIG00000015447
piliocolobus_tephrosceles ENSPTEG00000024069
latimeria_chalumnae ENSLACG00000003941
tetraodon_nigroviridis ENSTNIG00000002428
takifugu_rubripes ENSTRUG00000023381
mola_mola ENSMMOG00000012492
seriola_lalandi_dorsalis ENSSLDG00000019040
seriola_dumerili ENSSDUG00000016503
scophthalmus_maximus ENSSMAG00000009762
mastacembelus_armatus ENSMAMG00000002454
hippocampus_comes ENSHCOG00000000409
gasterosteus_aculeatus ENSGACG00000013080
labrus_bergylta ENSLBEG00000024696
amphiprion_ocellaris ENSAOCG00000014406
amphiprion_percula ENSAPEG00000015098
acanthochromis_polyacanthus ENSAPOG00000007698
stegastes_partitus ENSSPAG00000010578
maylandia_zebra ENSMZEG00005009048
pundamilia_nyererei ENSPNYG00000016971
astatotilapia_calliptera ENSACLG00000007835
haplochromis_burtoni ENSHBUG00000020708
neolamprologus_brichardi ENSNBRG00000002588
oreochromis_niloticus ENSONIG00000019406
amphilophus_citrinellus ENSACIG00000006927
anabas_testudineus ENSATEG00000004884
monopterus_albus ENSMALG00000019854
xiphophorus_couchianus ENSXCOG00000018107
xiphophorus_maculatus ENSXMAG00000027984
poecilia_reticulata ENSPREG00000015178
poecilia_latipinna ENSPLAG00000019643
poecilia_formosa ENSPFOG00000022327
poecilia_mexicana ENSPMEG00000024134
gambusia_affinis ENSGAFG00000005090
cyprinodon_variegatus ENSCVAG00000000415
fundulus_heteroclitus ENSFHEG00000019925
kryptolebias_marmoratus ENSKMAG00000009444
oryzias_latipes_asm223467v1 ENSORLG00000011915
oryzias_latipes_asm223469v1 ENSORLG00015001508
oryzias_latipes_asm223471v1 ENSORLG00020012491
oryzias_melastigma ENSOMEG00000018490
cynoglossus_semilaevis ENSCSEG00000017602
periophthalmus_magnuspinnatus ENSPMGG00000016489
gadus_morhua ENSGMOG00000009414
esox_lucius ENSELUG00000023389
astyanax_mexicanus ENSAMXG00000037728
pygocentrus_nattereri ENSPNAG00000022115
ictalurus_punctatus ENSIPUG00000016665
danio_rerio ENSDARG00000055510
scleropages_formosus ENSSFOG00015003651
paramormyrops_kingsleyae ENSPKIG00000002210
paramormyrops_kingsleyae ENSPKIG00000016900
ciona_savignyi ENSCSAVG00000003330
ciona_intestinalis ENSCING00000024049
