xiphophorus_maculatus ENSXMAG00000001895
xiphophorus_couchianus ENSXCOG00000005408
gambusia_affinis ENSGAFG00000003113
poecilia_formosa ENSPFOG00000003773
poecilia_latipinna ENSPLAG00000003931
poecilia_mexicana ENSPMEG00000016342
poecilia_reticulata ENSPREG00000021756
cyprinodon_variegatus ENSCVAG00000017121
fundulus_heteroclitus ENSFHEG00000015112
kryptolebias_marmoratus ENSKMAG00000015992
oryzias_latipes_asm223467v1 ENSORLG00000012377
oryzias_latipes_asm223471v1 ENSORLG00020007406
oryzias_latipes_asm223469v1 ENSORLG00015021905
oryzias_melastigma ENSOMEG00000018389
takifugu_rubripes ENSTRUG00000005482
tetraodon_nigroviridis ENSTNIG00000005414
gasterosteus_aculeatus ENSGACG00000018142
mola_mola ENSMMOG00000011759
seriola_dumerili ENSSDUG00000011639
seriola_lalandi_dorsalis ENSSLDG00000013735
scophthalmus_maximus ENSSMAG00000015257
monopterus_albus ENSMALG00000004184
mastacembelus_armatus ENSMAMG00000003160
anabas_testudineus ENSATEG00000002511
amphiprion_ocellaris ENSAOCG00000015077
amphiprion_percula ENSAPEG00000016178
acanthochromis_polyacanthus ENSAPOG00000023732
stegastes_partitus ENSSPAG00000022930
astatotilapia_calliptera ENSACLG00000027017
maylandia_zebra ENSMZEG00005015629
pundamilia_nyererei ENSPNYG00000018577
haplochromis_burtoni ENSHBUG00000005333
neolamprologus_brichardi ENSNBRG00000012195
oreochromis_niloticus ENSONIG00000013016
amphilophus_citrinellus ENSACIG00000002002
cynoglossus_semilaevis ENSCSEG00000001289
hippocampus_comes ENSHCOG00000013608
periophthalmus_magnuspinnatus ENSPMGG00000006016
gadus_morhua ENSGMOG00000018323
pygocentrus_nattereri ENSPNAG00000023849
astyanax_mexicanus ENSAMXG00000006921
ictalurus_punctatus ENSIPUG00000012720
danio_rerio ENSDARG00000069538
esox_lucius ENSELUG00000016991
scleropages_formosus ENSSFOG00015011515
paramormyrops_kingsleyae ENSPKIG00000003905
scleropages_formosus ENSSFOG00015013009
paramormyrops_kingsleyae ENSPKIG00000006709
lepisosteus_oculatus ENSLOCG00000005643
oryctolagus_cuniculus ENSOCUG00000008751
ochotona_princeps ENSOPRG00000001748
pteropus_vampyrus ENSPVAG00000002052
myotis_lucifugus ENSMLUG00000011547
sus_scrofa ENSSSCG00000005731
castor_canadensis ENSCCNG00000009032
dipodomys_ordii ENSDORG00000005077
microtus_ochrogaster ENSMOCG00000011365
peromyscus_maniculatus_bairdii ENSPEMG00000002789
cricetulus_griseus_crigri_1.0 ENSCGRG00000005776
cricetulus_griseus_crigri-picr ENSCGRG00015013322
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012779
mesocricetus_auratus ENSMAUG00000008231
mus_spicilegus ENSMSIG00000020618
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035666
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024276
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023359
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024816
rattus_norvegicus ENSRNOG00000054725
meriones_unguiculatus ENSMUGG00000005974
nannospalax_galili ENSNGAG00000014984
jaculus_jaculus ENSJJAG00000017992
cavia_aperea ENSCAPG00000010650
cavia_porcellus ENSCPOG00000014247
octodon_degus ENSODEG00000016319
chinchilla_lanigera ENSCLAG00000009930
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016612
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011891
fukomys_damarensis ENSFDAG00000012047
ictidomys_tridecemlineatus ENSSTOG00000004976
ictidomys_tridecemlineatus ENSSTOG00000033566
marmota_marmota_marmota ENSMMMG00000011057
spermophilus_dauricus ENSSDAG00000018815
tupaia_belangeri ENSTBEG00000013851
papio_anubis ENSPANG00000026029
theropithecus_gelada ENSTGEG00000013437
cercocebus_atys ENSCATG00000023239
mandrillus_leucophaeus ENSMLEG00000000118
macaca_fascicularis ENSMFAG00000041984
macaca_nemestrina ENSMNEG00000034001
macaca_mulatta ENSMMUG00000009915
chlorocebus_sabaeus ENSCSAG00000014958
colobus_angolensis_palliatus ENSCANG00000037066
piliocolobus_tephrosceles ENSPTEG00000038876
rhinopithecus_bieti ENSRBIG00000026348
rhinopithecus_roxellana ENSRROG00000011474
pan_troglodytes ENSPTRG00000021501
pan_paniscus ENSPPAG00000014319
gorilla_gorilla ENSGGOG00000008326
homo_sapiens ENSG00000125484
pongo_abelii ENSPPYG00000019714
nomascus_leucogenys ENSNLEG00000012911
saimiri_boliviensis_boliviensis ENSSBOG00000021825
callithrix_jacchus ENSCJAG00000018166
cebus_capucinus_imitator ENSCCAG00000024568
aotus_nancymaae ENSANAG00000022521
carlito_syrichta ENSTSYG00000034273
prolemur_simus ENSPSMG00000016800
propithecus_coquereli ENSPCOG00000008769
microcebus_murinus ENSMICG00000030831
otolemur_garnettii ENSOGAG00000007623
capra_hircus ENSCHIG00000006949
ovis_aries ENSOARG00000005793
bos_mutus ENSBMUG00000003856
bos_taurus ENSBTAG00000004091
tursiops_truncatus ENSTTRG00000014097
vicugna_pacos ENSVPAG00000004539
ursus_americanus ENSUAMG00000024810
ursus_maritimus ENSUMAG00000016660
ailuropoda_melanoleuca ENSAMEG00000004147
neovison_vison ENSNVIG00000018658
mustela_putorius_furo ENSMPUG00000012519
canis_lupus_familiaris ENSCAFG00000019887
canis_lupus_dingo ENSCAFG00020024554
vulpes_vulpes ENSVVUG00000028407
panthera_pardus ENSPPRG00000023751
panthera_tigris_altaica ENSPTIG00000013338
felis_catus ENSFCAG00000023003
equus_asinus_asinus ENSEASG00005009846
equus_caballus ENSECAG00000019248
aotus_nancymaae ENSANAG00000022371
bison_bison_bison ENSBBBG00000009777
urocitellus_parryii ENSUPAG00010011403
dasypus_novemcinctus ENSDNOG00000040012
loxodonta_africana ENSLAFG00000015395
procavia_capensis ENSPCAG00000004437
echinops_telfairi ENSETEG00000007918
notamacropus_eugenii ENSMEUG00000011790
phascolarctos_cinereus ENSPCIG00000019740
sarcophilus_harrisii ENSSHAG00000018827
monodelphis_domestica ENSMODG00000012559
sorex_araneus ENSSARG00000005917
ornithorhynchus_anatinus ENSOANG00000005050
notechis_scutatus ENSNSUG00000019953
pogona_vitticeps ENSPVIG00000014114
salvator_merianae ENSSMRG00000007647
apteryx_haastii ENSAHAG00000010762
apteryx_owenii ENSAOWG00000005427
apteryx_rowi ENSARWG00000007295
dromaius_novaehollandiae ENSDNVG00000009605
nothoprocta_perdicaria ENSNPEG00000013677
gallus_gallus ENSGALG00000031016
meleagris_gallopavo ENSMGAG00000006042
coturnix_japonica ENSCJPG00005006410
numida_meleagris ENSNMEG00000009104
anser_brachyrhynchus ENSABRG00000021253
anas_platyrhynchos_platyrhynchos ENSAPLG00000000962
calidris_pygmaea ENSCPGG00000012052
calidris_pugnax ENSCPUG00000013542
taeniopygia_guttata ENSTGUG00000005175
lonchura_striata_domestica ENSLSDG00000002498
serinus_canaria ENSSCAG00000003948
ficedula_albicollis ENSFALG00000001474
parus_major ENSPMJG00000006703
cyanistes_caeruleus ENSCCEG00000003033
zonotrichia_albicollis ENSZALG00000015651
junco_hyemalis ENSJHYG00000000784
lepidothrix_coronata ENSLCOG00000013507
manacus_vitellinus ENSMVIG00005000358
melopsittacus_undulatus ENSMUNG00000009214
crocodylus_porosus ENSCPRG00005006577
gopherus_agassizii ENSGAGG00000012477
chelonoidis_abingdonii ENSCABG00000006697
chrysemys_picta_bellii ENSCPBG00000021211
pelodiscus_sinensis ENSPSIG00000007625
xenopus_tropicalis ENSXETG00000006259
latimeria_chalumnae ENSLACG00000008776
petromyzon_marinus ENSPMAG00000008470
ciona_intestinalis ENSCING00000006569
