astyanax_mexicanus ENSAMXG00000031748
pygocentrus_nattereri ENSPNAG00000011060
ictalurus_punctatus ENSIPUG00000001793
danio_rerio ENSDARG00000035882
oryzias_latipes_asm223471v1 ENSORLG00020022452
oryzias_latipes_asm223469v1 ENSORLG00015012717
oryzias_latipes_asm223467v1 ENSORLG00000022285
oryzias_melastigma ENSOMEG00000006978
periophthalmus_magnuspinnatus ENSPMGG00000022242
takifugu_rubripes ENSTRUG00000010847
tetraodon_nigroviridis ENSTNIG00000013296
amphiprion_percula ENSAPEG00000007659
amphiprion_ocellaris ENSAOCG00000000693
acanthochromis_polyacanthus ENSAPOG00000008174
stegastes_partitus ENSSPAG00000014984
maylandia_zebra ENSMZEG00005025450
maylandia_zebra ENSMZEG00005028251
pundamilia_nyererei ENSPNYG00000004442
astatotilapia_calliptera ENSACLG00000010985
haplochromis_burtoni ENSHBUG00000021604
neolamprologus_brichardi ENSNBRG00000002321
oreochromis_niloticus ENSONIG00000016443
amphilophus_citrinellus ENSACIG00000004145
poecilia_latipinna ENSPLAG00000004635
poecilia_formosa ENSPFOG00000012640
poecilia_mexicana ENSPMEG00000019582
poecilia_reticulata ENSPREG00000020963
xiphophorus_maculatus ENSXMAG00000028764
xiphophorus_couchianus ENSXCOG00000017040
gambusia_affinis ENSGAFG00000019772
cyprinodon_variegatus ENSCVAG00000022232
fundulus_heteroclitus ENSFHEG00000019554
kryptolebias_marmoratus ENSKMAG00000001365
anabas_testudineus ENSATEG00000024808
mastacembelus_armatus ENSMAMG00000004006
scophthalmus_maximus ENSSMAG00000010449
cynoglossus_semilaevis ENSCSEG00000008726
seriola_lalandi_dorsalis ENSSLDG00000012590
seriola_lalandi_dorsalis ENSSLDG00000004936
seriola_dumerili ENSSDUG00000007850
mola_mola ENSMMOG00000018248
mola_mola ENSMMOG00000018246
gadus_morhua ENSGMOG00000000589
esox_lucius ENSELUG00000003537
paramormyrops_kingsleyae ENSPKIG00000016300
monopterus_albus ENSMALG00000005610
anabas_testudineus ENSATEG00000013313
maylandia_zebra ENSMZEG00005003305
amphilophus_citrinellus ENSACIG00000016465
stegastes_partitus ENSSPAG00000019562
amphiprion_ocellaris ENSAOCG00000012164
poecilia_formosa ENSPFOG00000014757
poecilia_latipinna ENSPLAG00000003076
poecilia_mexicana ENSPMEG00000022345
xiphophorus_couchianus ENSXCOG00000020050
gambusia_affinis ENSGAFG00000010376
oryzias_latipes_asm223469v1 ENSORLG00015015318
oryzias_latipes_asm223467v1 ENSORLG00000026007
oryzias_latipes_asm223471v1 ENSORLG00020007258
oryzias_melastigma ENSOMEG00000013208
periophthalmus_magnuspinnatus ENSPMGG00000022971
mastacembelus_armatus ENSMAMG00000014238
seriola_lalandi_dorsalis ENSSLDG00000013916
seriola_dumerili ENSSDUG00000011665
gasterosteus_aculeatus ENSGACG00000003632
labrus_bergylta ENSLBEG00000027122
hippocampus_comes ENSHCOG00000020716
gadus_morhua ENSGMOG00000002196
astatotilapia_calliptera ENSACLG00000014849
neolamprologus_brichardi ENSNBRG00000013480
xiphophorus_maculatus ENSXMAG00000003693
poecilia_reticulata ENSPREG00000008630
fundulus_heteroclitus ENSFHEG00000019695
cyprinodon_variegatus ENSCVAG00000023041
kryptolebias_marmoratus ENSKMAG00000007630
haplochromis_burtoni ENSHBUG00000002322
pundamilia_nyererei ENSPNYG00000012172
oreochromis_niloticus ENSONIG00000002675
cynoglossus_semilaevis ENSCSEG00000017340
takifugu_rubripes ENSTRUG00000014973
scophthalmus_maximus ENSSMAG00000007263
mola_mola ENSMMOG00000018535
amphiprion_percula ENSAPEG00000010862
acanthochromis_polyacanthus ENSAPOG00000018254
esox_lucius ENSELUG00000015237
paramormyrops_kingsleyae ENSPKIG00000005859
scleropages_formosus ENSSFOG00015007442
